sql_stmt_seq,conflict_or_where_key,source_csv_row
271,UPDATE WHERE prd_cd[+key],thickness_update.csv:row3 PRD_000147 MAT_000192→MAT_000043
272,UPDATE WHERE prd_cd[+key],thickness_update.csv:row4 PRD_000148 MAT_000192→MAT_000043
273,UPDATE WHERE prd_cd[+key],thickness_update.csv:row5 PRD_000149 MAT_000192→MAT_000043
274,UPDATE WHERE prd_cd[+key],thickness_update.csv:row6 PRD_000150 MAT_000192→MAT_000043
275,UPDATE WHERE prd_cd[+key],thickness_update.csv:row7 PRD_000151 MAT_000192→MAT_000043
276,UPDATE WHERE prd_cd[+key],thickness_update.csv:row8 PRD_000152 MAT_000192→MAT_000043
277,UPDATE WHERE prd_cd[+key],thickness_update.csv:row9 PRD_000154 MAT_000192→MAT_000043
278,UPDATE WHERE prd_cd[+key],thickness_update.csv:row10 PRD_000155 MAT_000192→MAT_000043
279,UPDATE WHERE prd_cd[+key],thickness_update.csv:row11 PRD_000156 MAT_000192→MAT_000043
280,UPDATE WHERE prd_cd[+key],thickness_update.csv:row12 PRD_000157 MAT_000192→MAT_000043
281,UPDATE WHERE prd_cd[+key],thickness_update.csv:row13 PRD_000158 MAT_000192→MAT_000043
282,UPDATE WHERE prd_cd[+key],thickness_update.csv:row14 PRD_000159 MAT_000192→MAT_000043
283,UPDATE WHERE prd_cd[+key],thickness_update.csv:row15 PRD_000160 MAT_000192→MAT_000043
284,UPDATE WHERE prd_cd[+key],thickness_update.csv:row16 PRD_000161 MAT_000192→MAT_000043
285,UPDATE WHERE prd_cd[+key],thickness_update.csv:row17 PRD_000162 MAT_000192→MAT_000043
286,UPDATE WHERE prd_cd[+key],thickness_update.csv:row18 PRD_000163 MAT_000192→MAT_000042
287,UPDATE WHERE prd_cd[+key],thickness_update.csv:row19 PRD_000164 MAT_000192→MAT_000044
288,UPDATE WHERE prd_cd[+key],thickness_update.csv:row20 PRD_000165 MAT_000192→MAT_000044
289,UPDATE WHERE prd_cd[+key],thickness_update.csv:row21 PRD_000166 MAT_000192→MAT_000043
