적용일,판형사이즈,공정,앞면별색,뒷면별색,별색면수,수량(이상),단가,비고
,SIZ_000499,PROC_000011,,,2,8000,900.0,
,SIZ_000499,PROC_000012,,,1,8000,450.0,
,SIZ_000499,PROC_000012,,,2,8000,900.0,
,SIZ_000499,PROC_000008,,,1,9000,300.0,
,SIZ_000499,PROC_000008,,,2,9000,600.0,
,SIZ_000499,PROC_000009,,,1,9000,300.0,
,SIZ_000499,PROC_000009,,,2,9000,600.0,
,SIZ_000499,PROC_000010,,,1,9000,450.0,
,SIZ_000499,PROC_000010,,,2,9000,900.0,
,SIZ_000499,PROC_000011,,,1,9000,450.0,
,SIZ_000499,PROC_000011,,,2,9000,900.0,
,SIZ_000499,PROC_000012,,,1,9000,450.0,
,SIZ_000499,PROC_000012,,,2,9000,900.0,
,SIZ_000499,PROC_000008,,,1,10000,300.0,
,SIZ_000499,PROC_000008,,,2,10000,600.0,
,SIZ_000499,PROC_000009,,,1,10000,300.0,
,SIZ_000499,PROC_000009,,,2,10000,600.0,
,SIZ_000499,PROC_000010,,,1,10000,450.0,
,SIZ_000499,PROC_000010,,,2,10000,900.0,
,SIZ_000499,PROC_000011,,,1,10000,450.0,
,SIZ_000499,PROC_000011,,,2,10000,900.0,
,SIZ_000499,PROC_000012,,,1,10000,450.0,
,SIZ_000499,PROC_000012,,,2,10000,900.0,
,SIZ_000499,PROC_000008,,,1,1000000,300.0,
,SIZ_000499,PROC_000008,,,2,1000000,600.0,
,SIZ_000499,PROC_000009,,,1,1000000,300.0,
,SIZ_000499,PROC_000009,,,2,1000000,600.0,
,SIZ_000499,PROC_000010,,,1,1000000,450.0,
,SIZ_000499,PROC_000010,,,2,1000000,900.0,
,SIZ_000499,PROC_000011,,,1,1000000,450.0,
,SIZ_000499,PROC_000011,,,2,1000000,900.0,
,SIZ_000499,PROC_000012,,,1,1000000,450.0,
,SIZ_000499,PROC_000012,,,2,1000000,900.0,
