적용일,공정,판형사이즈,인쇄옵션,수량(이상),단가,비고
,PROC_000004,SIZ_000475,POPT_000008,1,3500.0,
,PROC_000004,SIZ_000475,POPT_000009,1,5000.0,
,PROC_000004,SIZ_000475,POPT_000001,1,4500.0,
,PROC_000004,SIZ_000475,POPT_000002,1,7000.0,
,PROC_000004,SIZ_000475,POPT_000008,2,2500.0,
,PROC_000004,SIZ_000475,POPT_000009,2,2900.0,
,PROC_000004,SIZ_000475,POPT_000001,2,2800.0,
,PROC_000004,SIZ_000475,POPT_000002,2,4600.0,
,PROC_000004,SIZ_000475,POPT_000008,3,2000.0,
,PROC_000004,SIZ_000475,POPT_000009,3,2500.0,
,PROC_000004,SIZ_000475,POPT_000001,3,2500.0,
,PROC_000004,SIZ_000475,POPT_000002,3,4300.0,
,PROC_000004,SIZ_000475,POPT_000008,4,1800.0,
,PROC_000004,SIZ_000475,POPT_000009,4,2200.0,
,PROC_000004,SIZ_000475,POPT_000001,4,2000.0,
,PROC_000004,SIZ_000475,POPT_000002,4,3500.0,
,PROC_000004,SIZ_000475,POPT_000008,5,1200.0,
,PROC_000004,SIZ_000475,POPT_000009,5,2000.0,
,PROC_000004,SIZ_000475,POPT_000001,5,1700.0,
,PROC_000004,SIZ_000475,POPT_000002,5,3000.0,
,PROC_000004,SIZ_000475,POPT_000008,6,900.0,
,PROC_000004,SIZ_000475,POPT_000009,6,1900.0,
,PROC_000004,SIZ_000475,POPT_000001,6,1500.0,
,PROC_000004,SIZ_000475,POPT_000002,6,2600.0,
,PROC_000004,SIZ_000475,POPT_000008,7,800.0,
,PROC_000004,SIZ_000475,POPT_000009,7,1700.0,
,PROC_000004,SIZ_000475,POPT_000001,7,1300.0,
,PROC_000004,SIZ_000475,POPT_000002,7,2300.0,
,PROC_000004,SIZ_000475,POPT_000008,8,700.0,
,PROC_000004,SIZ_000475,POPT_000009,8,1500.0,
,PROC_000004,SIZ_000475,POPT_000001,8,1200.0,
,PROC_000004,SIZ_000475,POPT_000002,8,2100.0,
,PROC_000004,SIZ_000475,POPT_000008,9,600.0,
,PROC_000004,SIZ_000475,POPT_000009,9,1300.0,
,PROC_000004,SIZ_000475,POPT_000001,9,1100.0,
,PROC_000004,SIZ_000475,POPT_000002,9,1900.0,
,PROC_000004,SIZ_000475,POPT_000008,10,500.0,
,PROC_000004,SIZ_000475,POPT_000009,10,1200.0,
,PROC_000004,SIZ_000475,POPT_000001,10,1000.0,
,PROC_000004,SIZ_000475,POPT_000002,10,1600.0,
,PROC_000004,SIZ_000475,POPT_000008,15,610.0,
,PROC_000004,SIZ_000475,POPT_000009,15,1200.0,
,PROC_000004,SIZ_000475,POPT_000001,15,1200.0,
,PROC_000004,SIZ_000475,POPT_000002,15,2430.0,
,PROC_000004,SIZ_000475,POPT_000008,20,540.0,
,PROC_000004,SIZ_000475,POPT_000009,20,1080.0,
,PROC_000004,SIZ_000475,POPT_000001,20,1150.0,
,PROC_000004,SIZ_000475,POPT_000002,20,2300.0,
,PROC_000004,SIZ_000475,POPT_000008,25,470.0,
,PROC_000004,SIZ_000475,POPT_000009,25,950.0,
,PROC_000004,SIZ_000475,POPT_000001,25,1080.0,
,PROC_000004,SIZ_000475,POPT_000002,25,2200.0,
,PROC_000004,SIZ_000475,POPT_000008,30,410.0,
,PROC_000004,SIZ_000475,POPT_000009,30,810.0,
,PROC_000004,SIZ_000475,POPT_000001,30,1010.0,
,PROC_000004,SIZ_000475,POPT_000002,30,2030.0,
,PROC_000004,SIZ_000475,POPT_000008,35,380.0,
,PROC_000004,SIZ_000475,POPT_000009,35,760.0,
,PROC_000004,SIZ_000475,POPT_000001,35,950.0,
,PROC_000004,SIZ_000475,POPT_000002,35,1890.0,
,PROC_000004,SIZ_000475,POPT_000008,40,340.0,
,PROC_000004,SIZ_000475,POPT_000009,40,680.0,
,PROC_000004,SIZ_000475,POPT_000001,40,880.0,
,PROC_000004,SIZ_000475,POPT_000002,40,1760.0,
,PROC_000004,SIZ_000475,POPT_000008,45,340.0,
,PROC_000004,SIZ_000475,POPT_000009,45,680.0,
,PROC_000004,SIZ_000475,POPT_000001,45,810.0,
,PROC_000004,SIZ_000475,POPT_000002,45,1620.0,
,PROC_000004,SIZ_000475,POPT_000008,50,340.0,
,PROC_000004,SIZ_000475,POPT_000009,50,680.0,
,PROC_000004,SIZ_000475,POPT_000001,50,750.0,
,PROC_000004,SIZ_000475,POPT_000002,50,1490.0,
,PROC_000004,SIZ_000475,POPT_000008,60,270.0,
,PROC_000004,SIZ_000475,POPT_000009,60,540.0,
,PROC_000004,SIZ_000475,POPT_000001,60,680.0,
,PROC_000004,SIZ_000475,POPT_000002,60,1350.0,
,PROC_000004,SIZ_000475,POPT_000008,70,270.0,
,PROC_000004,SIZ_000475,POPT_000009,70,540.0,
,PROC_000004,SIZ_000475,POPT_000001,70,610.0,
,PROC_000004,SIZ_000475,POPT_000002,70,1200.0,
,PROC_000004,SIZ_000475,POPT_000008,80,270.0,
,PROC_000004,SIZ_000475,POPT_000009,80,540.0,
,PROC_000004,SIZ_000475,POPT_000001,80,540.0,
,PROC_000004,SIZ_000475,POPT_000002,80,1080.0,
,PROC_000004,SIZ_000475,POPT_000008,90,270.0,
,PROC_000004,SIZ_000475,POPT_000009,90,540.0,
,PROC_000004,SIZ_000475,POPT_000001,90,470.0,
,PROC_000004,SIZ_000475,POPT_000002,90,950.0,
,PROC_000004,SIZ_000475,POPT_000008,100,270.0,
,PROC_000004,SIZ_000475,POPT_000009,100,540.0,
,PROC_000004,SIZ_000475,POPT_000001,100,470.0,
,PROC_000004,SIZ_000475,POPT_000002,100,950.0,
,PROC_000004,SIZ_000475,POPT_000008,150,190.0,
,PROC_000004,SIZ_000475,POPT_000009,150,380.0,
,PROC_000004,SIZ_000475,POPT_000001,150,450.0,
,PROC_000004,SIZ_000475,POPT_000002,150,890.0,
,PROC_000004,SIZ_000475,POPT_000008,200,180.0,
,PROC_000004,SIZ_000475,POPT_000009,200,350.0,
,PROC_000004,SIZ_000475,POPT_000001,200,420.0,
,PROC_000004,SIZ_000475,POPT_000002,200,840.0,
,PROC_000004,SIZ_000475,POPT_000008,250,160.0,
,PROC_000004,SIZ_000475,POPT_000009,250,330.0,
,PROC_000004,SIZ_000475,POPT_000001,250,390.0,
,PROC_000004,SIZ_000475,POPT_000002,250,780.0,
,PROC_000004,SIZ_000475,POPT_000008,300,150.0,
,PROC_000004,SIZ_000475,POPT_000009,300,300.0,
,PROC_000004,SIZ_000475,POPT_000001,300,360.0,
,PROC_000004,SIZ_000475,POPT_000002,300,730.0,
,PROC_000004,SIZ_000475,POPT_000008,350,140.0,
,PROC_000004,SIZ_000475,POPT_000009,350,270.0,
,PROC_000004,SIZ_000475,POPT_000001,350,340.0,
,PROC_000004,SIZ_000475,POPT_000002,350,680.0,
,PROC_000004,SIZ_000475,POPT_000008,400,120.0,
,PROC_000004,SIZ_000475,POPT_000009,400,250.0,
,PROC_000004,SIZ_000475,POPT_000001,400,310.0,
,PROC_000004,SIZ_000475,POPT_000002,400,620.0,
,PROC_000004,SIZ_000475,POPT_000008,450,110.0,
,PROC_000004,SIZ_000475,POPT_000009,450,220.0,
,PROC_000004,SIZ_000475,POPT_000001,450,280.0,
,PROC_000004,SIZ_000475,POPT_000002,450,560.0,
,PROC_000004,SIZ_000475,POPT_000008,500,95.0,
,PROC_000004,SIZ_000475,POPT_000009,500,190.0,
,PROC_000004,SIZ_000475,POPT_000001,500,260.0,
,PROC_000004,SIZ_000475,POPT_000002,500,520.0,
,PROC_000004,SIZ_000475,POPT_000008,600,95.0,
,PROC_000004,SIZ_000475,POPT_000009,600,190.0,
,PROC_000004,SIZ_000475,POPT_000001,600,250.0,
,PROC_000004,SIZ_000475,POPT_000002,600,500.0,
,PROC_000004,SIZ_000475,POPT_000008,700,95.0,
,PROC_000004,SIZ_000475,POPT_000009,700,190.0,
,PROC_000004,SIZ_000475,POPT_000001,700,240.0,
,PROC_000004,SIZ_000475,POPT_000002,700,490.0,
,PROC_000004,SIZ_000475,POPT_000008,800,95.0,
,PROC_000004,SIZ_000475,POPT_000009,800,190.0,
,PROC_000004,SIZ_000475,POPT_000001,800,240.0,
,PROC_000004,SIZ_000475,POPT_000002,800,480.0,
,PROC_000004,SIZ_000475,POPT_000008,900,95.0,
,PROC_000004,SIZ_000475,POPT_000009,900,190.0,
,PROC_000004,SIZ_000475,POPT_000001,900,230.0,
,PROC_000004,SIZ_000475,POPT_000002,900,460.0,
,PROC_000004,SIZ_000475,POPT_000008,1000,95.0,
,PROC_000004,SIZ_000475,POPT_000009,1000,190.0,
,PROC_000004,SIZ_000475,POPT_000001,1000,220.0,
,PROC_000004,SIZ_000475,POPT_000002,1000,450.0,
,PROC_000004,SIZ_000475,POPT_000008,1200,95.0,
,PROC_000004,SIZ_000475,POPT_000009,1200,190.0,
,PROC_000004,SIZ_000475,POPT_000001,1200,220.0,
,PROC_000004,SIZ_000475,POPT_000002,1200,440.0,
,PROC_000004,SIZ_000475,POPT_000008,1400,88.0,
,PROC_000004,SIZ_000475,POPT_000009,1400,180.0,
,PROC_000004,SIZ_000475,POPT_000001,1400,220.0,
,PROC_000004,SIZ_000475,POPT_000002,1400,440.0,
,PROC_000004,SIZ_000475,POPT_000008,1600,88.0,
,PROC_000004,SIZ_000475,POPT_000009,1600,180.0,
,PROC_000004,SIZ_000475,POPT_000001,1600,220.0,
,PROC_000004,SIZ_000475,POPT_000002,1600,430.0,
,PROC_000004,SIZ_000475,POPT_000008,1800,81.0,
