PRF_DGP_A	COMP_PP_PERF_1L	19	Y
PRF_DGP_A	COMP_PP_PERF_2L	20	Y
PRF_DGP_A	COMP_PP_PERF_3L	21	Y
PRF_DGP_D	COMP_PP_PERF_1L	10	Y
PRF_DGP_D	COMP_PP_PERF_2L	11	Y
PRF_DGP_D	COMP_PP_PERF_3L	12	Y
PRF_POSTER_FRAMELESS	COMP_PP_PERF_1L	9	Y
PRF_POSTER_SHEETCUT_MATTE	COMP_PP_PERF_1L	9	Y
PRF_POSTER_BANNER_M	COMP_PP_PERF_1L	9	Y
PRF_POSTER_PET_BANNER	COMP_PP_PERF_1L	9	Y
PRF_POSTER_BANNER_N	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ADH_CLEAR	COMP_PP_PERF_1L	9	Y
PRF_POSTER_FOMEXBOARD	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ARTPAPER	COMP_PP_PERF_1L	9	Y
PRF_POSTER_CANVAS	COMP_PP_PERF_1L	9	Y
PRF_POSTER_LEATHER_AP	COMP_PP_PERF_1L	9	Y
PRF_POSTER_JOKJA	COMP_PP_PERF_1L	9	Y
PRF_POSTER_FOAMBOARD	COMP_PP_PERF_1L	9	Y
PRF_POSTER_SHEETCUT_HOLO	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ACRYLSTK_MIRROR	COMP_PP_PERF_1L	9	Y
PRF_POSTER_WATERPROOF	COMP_PP_PERF_1L	9	Y
PRF_POSTER_LEATHER_FRAME	COMP_PP_PERF_1L	9	Y
PRF_POSTER_CANVAS_HANGING	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ACRYLSTK_GLOSS	COMP_PP_PERF_1L	9	Y
PRF_POSTER_MINI_BANNER	COMP_PP_PERF_1L	9	Y
PRF_POSTER_LINEN_WOODBONG	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ARTPRINT	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ARTFABRIC	COMP_PP_PERF_1L	9	Y
PRF_POSTER_LINEN	COMP_PP_PERF_1L	9	Y
PRF_POSTER_MESH	COMP_PP_PERF_1L	9	Y
PRF_POSTER_ADH_WP	COMP_PP_PERF_1L	9	Y
PRF_POSTER_MINI_STANDBOARD	COMP_PP_PERF_1L	9	Y
PRF_POSTER_MESH_BANNER	COMP_PP_PERF_1L	9	Y
PRF_POSTER_TYVEK	COMP_PP_PERF_1L	9	Y
