sheet,type,row_seq,col,ref,block_id,meta_json
커팅타공,block,,,,B01,"{""title"": ""커팅(완칼) 가공비 (국4절)"", ""r_title"": 1, ""row_range"": [1, 38], ""col_range"": [""A"", ""H""], ""header_rows"": [2], ""data_start_row"": 3}"
커팅타공,block,,,,B02,"{""title"": ""1장당 2000원씩 올립니다."", ""r_title"": 39, ""row_range"": [39, 41], ""col_range"": [""A"", ""H""], ""header_rows"": [], ""data_start_row"": null}"
커팅타공,block,,,,B03,"{""title"": ""타공 (단가)"", ""r_title"": 42, ""row_range"": [42, 66], ""col_range"": [""A"", ""H""], ""header_rows"": [43], ""data_start_row"": 44}"
커팅타공,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFF00FF"", ""merged_range"": ""A1:B1""}"
커팅타공,cell,1,B,B1,B01,"{""merged_range"": ""A1:B1""}"
커팅타공,cell,1,C,C1,B01,"{""font_rgb"": ""FFFF9900""}"
커팅타공,cell,2,C,C2,B01,"{""font_rgb"": ""FFFF9900""}"
커팅타공,cell,39,A,A39,B02,"{""font_rgb"": ""FFFF0000"", ""merged_range"": ""A39:B39""}"
커팅타공,cell,39,B,B39,B02,"{""merged_range"": ""A39:B39""}"
커팅타공,cell,39,C,C39,B02,"{""font_rgb"": ""FFFF0000""}"
커팅타공,cell,42,A,A42,B03,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A42:C42""}"
커팅타공,cell,42,B,B42,B03,"{""merged_range"": ""A42:C42""}"
커팅타공,cell,42,C,C42,B03,"{""merged_range"": ""A42:C42""}"
커팅타공,cell,42,F,F42,B03,"{""fill_rgb"": ""FFFF00FF"", ""merged_range"": ""F42:H42""}"
커팅타공,cell,42,G,G42,B03,"{""merged_range"": ""F42:H42""}"
커팅타공,cell,42,H,H42,B03,"{""merged_range"": ""F42:H42""}"
커팅타공,cell,53,F,F53,B03,"{""font_rgb"": ""FFFF0000"", ""merged_range"": ""F53:H53""}"
커팅타공,cell,53,G,G53,B03,"{""merged_range"": ""F53:H53""}"
커팅타공,cell,53,H,H53,B03,"{""merged_range"": ""F53:H53""}"
커팅타공,cell,54,F,F54,B03,"{""font_rgb"": ""FFFF0000"", ""merged_range"": ""F54:H54""}"
커팅타공,cell,54,G,G54,B03,"{""merged_range"": ""F54:H54""}"
커팅타공,cell,54,H,H54,B03,"{""merged_range"": ""F54:H54""}"
