sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
합판도무송스티커,B01,합판 도무송 스티커(원형),1,A,A1,합판 도무송 스티커(원형),,합판 도무송 스티커(원형),"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:W1""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,A,A2,옵션,,옵션,
합판도무송스티커,B01,합판 도무송 스티커(원형),2,B,B2,옵션,원형 10mm > 비코팅/무광코팅/유광코팅,원형 10mm,"{""merged_range"": ""B2:C2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,D,D2,옵션,원형 15mm > 비코팅/무광코팅/유광코팅,원형 15mm,"{""merged_range"": ""D2:E2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,F,F2,옵션,원형 20mm > 비코팅/무광코팅/유광코팅,원형 20mm,"{""merged_range"": ""F2:G2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,H,H2,옵션,원형 25mm > 비코팅/무광코팅/유광코팅,원형 25mm,"{""merged_range"": ""H2:I2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,J,J2,옵션,원형 30mm > 비코팅/무광코팅/유광코팅,원형 30mm,"{""merged_range"": ""J2:K2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,L,L2,옵션,원형 35mm > 비코팅/무광코팅/유광코팅,원형 35mm,"{""merged_range"": ""L2:M2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,N,N2,옵션,원형 40mm > 비코팅/무광코팅/유광코팅,원형 40mm,"{""merged_range"": ""N2:O2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,P,P2,옵션,원형 45mm > 비코팅/무광코팅/유광코팅,원형 45mm,"{""merged_range"": ""P2:Q2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,R,R2,옵션,원형 50mm > 비코팅/무광코팅/유광코팅,원형 50mm,"{""merged_range"": ""R2:S2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,T,T2,옵션,원형 55mm > 비코팅/무광코팅/유광코팅,원형 55mm,"{""merged_range"": ""T2:U2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),2,V,V2,옵션,원형 60mm > 비코팅/무광코팅/유광코팅,원형 60mm,"{""merged_range"": ""V2:W2""}"
합판도무송스티커,B01,합판 도무송 스티커(원형),3,A,A3,소재 / 제작수량,,소재 / 제작수량,
