sheet,type,row_seq,col,ref,block_id,meta_json
스티커,block,,,,B01,"{""title"": ""반칼 자유형/규격 스티커 (국4절)"", ""r_title"": 1, ""row_range"": [1, 44], ""col_range"": [""A"", ""T""], ""header_rows"": [2, 3], ""data_start_row"": 5}"
스티커,block,,,,B02,"{""title"": ""낱장(완칼) 자유형 스티커"", ""r_title"": 45, ""row_range"": [45, 55], ""col_range"": [""A"", ""T""], ""header_rows"": [46], ""data_start_row"": 47}"
스티커,block,,,,B03,"{""title"": ""낱장(완칼) 자유형 투명스티커"", ""r_title"": 56, ""row_range"": [56, 66], ""col_range"": [""A"", ""T""], ""header_rows"": [57], ""data_start_row"": 58}"
스티커,block,,,,B04,"{""title"": ""대형(완칼) 자유형 스티커"", ""r_title"": 67, ""row_range"": [67, 77], ""col_range"": [""A"", ""T""], ""header_rows"": [68], ""data_start_row"": 69}"
스티커,block,,,,B05,"{""title"": ""타투 스티커 (3장단위)"", ""r_title"": 78, ""row_range"": [78, 79], ""col_range"": [""A"", ""T""], ""header_rows"": [79], ""data_start_row"": null}"
스티커,block,,,,B06,"{""title"": ""기본가"", ""r_title"": 80, ""row_range"": [80, 85], ""col_range"": [""A"", ""T""], ""header_rows"": [], ""data_start_row"": 81}"
스티커,block,,,,B07,"{""title"": ""스티커팩 (54장 1세트)"", ""r_title"": 86, ""row_range"": [86, 89], ""col_range"": [""A"", ""T""], ""header_rows"": [87], ""data_start_row"": 88}"
스티커,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:S1""}"
스티커,cell,1,B,B1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,C,C1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,D,D1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,E,E1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,F,F1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,G,G1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,H,H1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,I,I1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,J,J1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,K,K1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,L,L1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,M,M1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,N,N1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,O,O1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,P,P1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,Q,Q1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,R,R1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,1,S,S1,B01,"{""merged_range"": ""A1:S1""}"
스티커,cell,2,B,B2,B01,"{""merged_range"": ""B2:D2""}"
스티커,cell,2,C,C2,B01,"{""merged_range"": ""B2:D2""}"
스티커,cell,2,D,D2,B01,"{""merged_range"": ""B2:D2""}"
스티커,cell,2,E,E2,B01,"{""merged_range"": ""E2:G2""}"
스티커,cell,2,F,F2,B01,"{""merged_range"": ""E2:G2""}"
스티커,cell,2,G,G2,B01,"{""merged_range"": ""E2:G2""}"
스티커,cell,2,H,H2,B01,"{""merged_range"": ""H2:J2""}"
스티커,cell,2,I,I2,B01,"{""merged_range"": ""H2:J2""}"
스티커,cell,2,J,J2,B01,"{""merged_range"": ""H2:J2""}"
스티커,cell,2,K,K2,B01,"{""merged_range"": ""K2:M2""}"
스티커,cell,2,L,L2,B01,"{""merged_range"": ""K2:M2""}"
스티커,cell,2,M,M2,B01,"{""merged_range"": ""K2:M2""}"
스티커,cell,2,N,N2,B01,"{""merged_range"": ""N2:P2""}"
스티커,cell,2,O,O2,B01,"{""merged_range"": ""N2:P2""}"
스티커,cell,2,P,P2,B01,"{""merged_range"": ""N2:P2""}"
스티커,cell,2,Q,Q2,B01,"{""merged_range"": ""Q2:S2""}"
스티커,cell,2,R,R2,B01,"{""merged_range"": ""Q2:S2""}"
스티커,cell,2,S,S2,B01,"{""merged_range"": ""Q2:S2""}"
스티커,cell,3,T,T3,B01,"{""font_rgb"": ""FFFF9900""}"
스티커,cell,4,F,F4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,G,G4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,H,H4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,I,I4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,J,J4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,K,K4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,L,L4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,M,M4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,N,N4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,O,O4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,P,P4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,Q,Q4,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,4,R,R4,B01,"{""font_rgb"": ""FF38761D""}"
스티커,cell,4,S,S4,B01,"{""font_rgb"": ""FF38761D""}"
스티커,cell,5,H,H5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,I,I5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,J,J5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,K,K5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,L,L5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,M,M5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,N,N5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,O,O5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,P,P5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,Q,Q5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,R,R5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,5,S,S5,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,H,H6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,I,I6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,J,J6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,K,K6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,L,L6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,M,M6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,N,N6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,O,O6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,P,P6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,Q,Q6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,R,R6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,6,S,S6,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,H,H7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,I,I7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,J,J7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,K,K7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,L,L7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,M,M7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,N,N7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,O,O7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,P,P7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,Q,Q7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,R,R7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,7,S,S7,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,H,H8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,I,I8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,J,J8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,K,K8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,L,L8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,M,M8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,N,N8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,O,O8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,P,P8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,Q,Q8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,R,R8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,8,S,S8,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,H,H9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,I,I9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,J,J9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,K,K9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,L,L9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,M,M9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,N,N9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,O,O9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,P,P9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,Q,Q9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,R,R9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,9,S,S9,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,H,H10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,I,I10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,J,J10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,K,K10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,L,L10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,M,M10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,N,N10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,O,O10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,P,P10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,Q,Q10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,R,R10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,10,S,S10,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,H,H11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,I,I11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,J,J11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,K,K11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,L,L11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,M,M11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,N,N11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,O,O11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,P,P11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,Q,Q11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,R,R11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,11,S,S11,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,H,H12,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,I,I12,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,J,J12,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,K,K12,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,L,L12,B01,"{""fill_rgb"": ""theme0""}"
스티커,cell,12,M,M12,B01,"{""fill_rgb"": ""theme0""}"
