sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
디지털인쇄비,B01,디지털인쇄 출력비(국4절),1,A,A1,디지털인쇄 출력비(국4절),,디지털인쇄 출력비(국4절),"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:O1""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,B,B2,,흑백(1도) > 단면,흑백(1도),"{""merged_range"": ""B2:C2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,D,D2,,칼라(CMYK) > 단면,칼라(CMYK),"{""merged_range"": ""D2:E2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,F,F2,,별색(화이트) > 단면,별색(화이트),"{""merged_range"": ""F2:G2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,H,H2,,별색(클리어) > 단면,별색(클리어),"{""merged_range"": ""H2:I2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,J,J2,,별색(핑크) > 단면,별색(핑크),"{""merged_range"": ""J2:K2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,L,L2,,별색(금색) > 단면,별색(금색),"{""merged_range"": ""L2:M2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),2,N,N2,,별색(은색) > 단면,별색(은색),"{""merged_range"": ""N2:O2""}"
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,A,A3,수량(국4절),,수량(국4절),
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,B,B3,수량(국4절),흑백(1도) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,C,C3,수량(국4절),흑백(1도) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,D,D3,수량(국4절),칼라(CMYK) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,E,E3,수량(국4절),칼라(CMYK) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,F,F3,수량(국4절),별색(화이트) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,G,G3,수량(국4절),별색(화이트) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,H,H3,수량(국4절),별색(클리어) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,I,I3,수량(국4절),별색(클리어) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,J,J3,수량(국4절),별색(핑크) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,K,K3,수량(국4절),별색(핑크) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,L,L3,수량(국4절),별색(금색) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,M,M3,수량(국4절),별색(금색) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,N,N3,수량(국4절),별색(은색) > 단면,단면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),3,O,O3,수량(국4절),별색(은색) > 양면,양면,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,A,A4,1,,1,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,B,B4,1,흑백(1도) > 단면,3000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,C,C4,1,흑백(1도) > 양면,4000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,D,D4,1,칼라(CMYK) > 단면,4000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,E,E4,1,칼라(CMYK) > 양면,6000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,F,F4,1,별색(화이트) > 단면,3000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,G,G4,1,별색(화이트) > 양면,6000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,H,H4,1,별색(클리어) > 단면,3000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,I,I4,1,별색(클리어) > 양면,6000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,J,J4,1,별색(핑크) > 단면,3000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,K,K4,1,별색(핑크) > 양면,6000,
디지털인쇄비,B01,디지털인쇄 출력비(국4절),4,L,L4,1,별색(금색) > 단면,3000,
