sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
봉투제작,B01,봉투제작,1,A,A1,봉투제작,,봉투제작,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:I1""}"
봉투제작,B01,봉투제작,2,A,A2,옵션,,옵션,
봉투제작,B01,봉투제작,2,B,B2,옵션,티켓봉투 > 모조 120g,티켓봉투,"{""merged_range"": ""B2:C2""}"
봉투제작,B01,봉투제작,2,D,D2,옵션,소봉투 > 모조 120g,소봉투,"{""merged_range"": ""D2:E2""}"
봉투제작,B01,봉투제작,2,F,F2,옵션,자켓봉투 > 모조 120g,자켓봉투,"{""merged_range"": ""F2:G2""}"
봉투제작,B01,봉투제작,2,H,H2,옵션,대봉투 > 모조 120g,대봉투,"{""merged_range"": ""H2:I2""}"
봉투제작,B01,봉투제작,3,A,A3,소재 / 제작수량,,소재 / 제작수량,
봉투제작,B01,봉투제작,3,B,B3,소재 / 제작수량,티켓봉투 > 모조 120g,모조 120g,
봉투제작,B01,봉투제작,3,C,C3,소재 / 제작수량,티켓봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,레자크체크백색 110g / 레자크줄무늬백색 110g ,
봉투제작,B01,봉투제작,3,D,D3,소재 / 제작수량,소봉투 > 모조 120g,모조 120g,
봉투제작,B01,봉투제작,3,E,E3,소재 / 제작수량,소봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,레자크체크백색 110g / 레자크줄무늬백색 110g ,
봉투제작,B01,봉투제작,3,F,F3,소재 / 제작수량,자켓봉투 > 모조 120g,모조 120g,
봉투제작,B01,봉투제작,3,G,G3,소재 / 제작수량,자켓봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,레자크체크백색 110g / 레자크줄무늬백색 110g ,
봉투제작,B01,봉투제작,3,H,H3,소재 / 제작수량,대봉투 > 모조 120g,모조 120g,
봉투제작,B01,봉투제작,3,I,I3,소재 / 제작수량,대봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,레자크체크백색 110g / 레자크줄무늬백색 110g ,
봉투제작,B01,봉투제작,4,A,A4,1000,,1000,
봉투제작,B01,봉투제작,4,B,B4,1000,티켓봉투 > 모조 120g,96000,
봉투제작,B01,봉투제작,4,C,C4,1000,티켓봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,111000,
봉투제작,B01,봉투제작,4,D,D4,1000,소봉투 > 모조 120g,48000,
봉투제작,B01,봉투제작,4,E,E4,1000,소봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,58000,
봉투제작,B01,봉투제작,4,F,F4,1000,자켓봉투 > 모조 120g,48000,
봉투제작,B01,봉투제작,4,G,G4,1000,자켓봉투 > 레자크체크백색 110g / 레자크줄무늬백색 110g,58000,
