category,cell,col,row,type,raw,norm,sheet_grade,sheet_match,live_grade,live_prd_cd,live_opt_n,live_priced,status,reason
10 라이프,J29,J,29,product,말랑 네임택,말랑네임택,exact,굿즈파우치:말랑네임택,exact,PRD_000224,0,N,🟡신규출시,라이브 존재(PRD_000224)·결손:옵션0/가격사슬X
11 에코백,K29,K,29,product,메쉬볼륨파우치,메쉬볼륨파우치,exact,굿즈파우치:메쉬볼륨파우치,exact,PRD_000250,0,N,🟡신규출시,라이브 존재(PRD_000250)·결손:옵션0/가격사슬X
09 아크릴,I30,I,30,product,아크릴미니파츠,아크릴미니파츠,exact,아크릴:아크릴미니파츠,exact,PRD_000163,0,N,🟡신규출시,라이브 존재(PRD_000163)·결손:옵션0/가격사슬X
10 라이프,J30,J,30,product,미니매트,미니매트,exact,굿즈파우치:미니매트,exact,PRD_000197,0,N,🟡신규출시,라이브 존재(PRD_000197)·결손:옵션0/가격사슬X
10 라이프,J31,J,31,product,피크닉매트,피크닉매트,exact,굿즈파우치:피크닉매트,exact,PRD_000198,0,N,🟡신규출시,라이브 존재(PRD_000198)·결손:옵션0/가격사슬X
11 에코백,K31,K,31,section,▶︎미니파우치,미니파우치,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J32,J,32,product,썬캡,썬캡,exact,디지털인쇄:썬캡,exact,PRD_000051,0,Y,🟡신규출시,라이브 존재(PRD_000051)·결손:옵션0
11 에코백,K32,K,32,product,레더 플랫 미니파우치,레더플랫미니파우치,exact,굿즈파우치:레더 플랫 미니파우치,exact,PRD_000251,0,N,🟡신규출시,라이브 존재(PRD_000251)·결손:옵션0/가격사슬X
10 라이프,J33,J,33,product,투명부채,투명부채,exact,굿즈파우치:투명부채,exact,PRD_000199,0,N,🟡신규출시,라이브 존재(PRD_000199)·결손:옵션0/가격사슬X
11 에코백,K33,K,33,product,레더 슬림 미니파우치,레더슬림미니파우치,exact,굿즈파우치:레더 슬림 미니파우치,exact,PRD_000252,0,N,🟡신규출시,라이브 존재(PRD_000252)·결손:옵션0/가격사슬X
11 에코백,K34,K,34,product,레더 삼각 미니파우치,레더삼각미니파우치,exact,굿즈파우치:레더 삼각 미니파우치,exact,PRD_000253,0,N,🟡신규출시,라이브 존재(PRD_000253)·결손:옵션0/가격사슬X
10 라이프,J35,J,35,section,▶︎기념품/액세서리,기념품액세서리,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K35,K,35,product,레더 볼륨 미니파우치,레더볼륨미니파우치,exact,굿즈파우치:레더 볼륨 미니파우치,exact,PRD_000254,0,N,🟡신규출시,라이브 존재(PRD_000254)·결손:옵션0/가격사슬X
10 라이프,J36,J,36,product,핀버튼,핀버튼,exact,굿즈파우치:핀버튼,exact,PRD_000200,0,N,🟡신규출시,라이브 존재(PRD_000200)·결손:옵션0/가격사슬X
11 에코백,K36,K,36,product,레더 원형 미니파우치,레더원형미니파우치,exact,굿즈파우치:레더 원형 미니파우치,exact,PRD_000255,0,N,🟡신규출시,라이브 존재(PRD_000255)·결손:옵션0/가격사슬X
10 라이프,J37,J,37,product,레더스트랩키링,레더스트랩키링,exact,굿즈파우치:레더스트랩키링,exact,PRD_000201,0,N,🟡신규출시,라이브 존재(PRD_000201)·결손:옵션0/가격사슬X
10 라이프,J38,J,38,alias,→아크릴뱃지,아크릴뱃지,exact,아크릴뱃지,exact,PRD_000148,,,◆교차참조,별칭(→) — 본체 타 카테고리
11 에코백,K38,K,38,section,▶︎필통,필통,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J39,J,39,alias,→아크릴키링,아크릴키링,exact,아크릴키링,exact,PRD_000146,,,◆교차참조,별칭(→) — 본체 타 카테고리
11 에코백,K39,K,39,product,레더 플랫 필통,레더플랫필통,exact,굿즈파우치:레더 플랫 필통,exact,PRD_000256,0,N,🟡신규출시,라이브 존재(PRD_000256)·결손:옵션0/가격사슬X
10 라이프,J40,J,40,alias,→아크릴네임택,아크릴네임택,exact,아크릴네임택,exact,PRD_000157,,,◆교차참조,별칭(→) — 본체 타 카테고리
11 에코백,K40,K,40,product,레더 슬림 필통,레더슬림필통,exact,굿즈파우치:레더 슬림 필통,exact,PRD_000257,0,N,🟡신규출시,라이브 존재(PRD_000257)·결손:옵션0/가격사슬X
10 라이프,J41,J,41,product,말랑키링,말랑키링,exact,굿즈파우치:말랑키링,exact,PRD_000221,0,N,🟡신규출시,라이브 존재(PRD_000221)·결손:옵션0/가격사슬X
11 에코백,K41,K,41,product,레더 삼각 필통,레더삼각필통,exact,굿즈파우치:레더 삼각 필통,exact,PRD_000258,0,N,🟡신규출시,라이브 존재(PRD_000258)·결손:옵션0/가격사슬X
10 라이프,J42,J,42,product,말랑증사홀더,말랑증사홀더,exact,굿즈파우치:말랑증사홀더,exact,PRD_000222,0,N,🟡신규출시,라이브 존재(PRD_000222)·결손:옵션0/가격사슬X
11 에코백,K42,K,42,product,레더 볼륨 필통,레더볼륨필통,exact,굿즈파우치:레더 볼륨 필통,exact,PRD_000259,0,N,🟡신규출시,라이브 존재(PRD_000259)·결손:옵션0/가격사슬X
10 라이프,J43,J,43,product,말랑포카홀더,말랑포카홀더,exact,굿즈파우치:말랑포카홀더,exact,PRD_000223,0,N,🟡신규출시,라이브 존재(PRD_000223)·결손:옵션0/가격사슬X
11 에코백,K43,K,43,product,레더 원형 필통,레더원형필통,exact,굿즈파우치:레더 원형 필통,exact,PRD_000260,0,N,🟡신규출시,라이브 존재(PRD_000260)·결손:옵션0/가격사슬X
10 라이프,J44,J,44,product,키캡키링,키캡키링,exact,굿즈파우치:키캡키링,exact,PRD_000202,0,N,🟡신규출시,라이브 존재(PRD_000202)·결손:옵션0/가격사슬X
11 에코백,K44,K,44,product,캔버스 플랫 필통,캔버스플랫필통,exact,굿즈파우치:캔버스 플랫 필통,exact,PRD_000261,0,N,🟡신규출시,라이브 존재(PRD_000261)·결손:옵션0/가격사슬X
10 라이프,J45,J,45,product,LED키캡키링,LED키캡키링,none,,none,,,,❌미출시,라이브 부재(D-3 partial 과매칭 철회: 키캡키링 PRD_000202와 별개 상품)
11 에코백,K45,K,45,product,캔버스 삼각 필통,캔버스삼각필통,exact,굿즈파우치:캔버스 삼각 필통,exact,PRD_000262,0,N,🟡신규출시,라이브 존재(PRD_000262)·결손:옵션0/가격사슬X
10 라이프,J46,J,46,product,미니CD앨범,미니CD앨범,exact,굿즈파우치:미니CD앨범,exact,PRD_000204,0,N,🟡신규출시,라이브 존재(PRD_000204)·결손:옵션0/가격사슬X
11 에코백,K47,K,47,section,▶︎레더에코백,레더에코백,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J48,J,48,section,▶︎응원/시즌,응원시즌,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K48,K,48,product,레더토트백,레더토트백,exact,굿즈파우치:레더토트백,exact,PRD_000263,0,N,🟡신규출시,라이브 존재(PRD_000263)·결손:옵션0/가격사슬X
10 라이프,J49,J,49,product,슬로건,슬로건,exact,굿즈파우치:슬로건,exact,PRD_000208,0,N,🟡신규출시,라이브 존재(PRD_000208)·결손:옵션0/가격사슬X
11 에코백,K49,K,49,product,레더숄더백,레더숄더백,exact,굿즈파우치:레더숄더백,exact,PRD_000264,0,N,🟡신규출시,라이브 존재(PRD_000264)·결손:옵션0/가격사슬X
10 라이프,J50,J,50,product,이미지피켓(우치와),이미지피켓우치와,partial,굿즈파우치:이미지피켓,partial,PRD_000229,0,N,🟡신규출시,라이브 존재(PRD_000229)·결손:옵션0/가격사슬X
10 라이프,J51,J,51,product,하트 이미지피켓,하트이미지피켓,exact,굿즈파우치:하트 이미지피켓,exact,PRD_000228,0,N,🟡신규출시,라이브 존재(PRD_000228)·결손:옵션0/가격사슬X
11 에코백,K51,K,51,section,▶︎패브릭에코백,패브릭에코백,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J52,J,52,product,미니우치와키링,미니우치와키링,exact,굿즈파우치:미니우치와키링,exact,PRD_000227,0,N,🟡신규출시,라이브 존재(PRD_000227)·결손:옵션0/가격사슬X
11 에코백,K52,K,52,product,린넨 미니에코백,린넨미니에코백,exact,굿즈파우치:린넨 미니에코백,exact,PRD_000265,0,N,🟡신규출시,라이브 존재(PRD_000265)·결손:옵션0/가격사슬X
10 라이프,J53,J,53,product,유니폼키링,유니폼키링,none,,none,,,,❌미출시,데이터시트 0 AND 라이브 0
11 에코백,K53,K,53,product,린넨 토트백,린넨토트백,exact,굿즈파우치:린넨 토트백,exact,PRD_000266,0,N,🟡신규출시,라이브 존재(PRD_000266)·결손:옵션0/가격사슬X
10 라이프,J54,J,54,product,우치와키링,우치와키링,none,,none,,,,❌미출시,라이브 부재(D-3 partial 과매칭 철회: 미니우치와키링 PRD_000227과 별개 상품)
11 에코백,K54,K,54,product,린넨 에코백,린넨에코백,exact,굿즈파우치:린넨 에코백,exact,PRD_000267,0,N,🟡신규출시,라이브 존재(PRD_000267)·결손:옵션0/가격사슬X
10 라이프,J55,J,55,product,오마모리키링,오마모리키링,none,,none,,,,❌미출시,데이터시트 0 AND 라이브 0
11 에코백,K55,K,55,product,캔버스 심플백,캔버스심플백,exact,굿즈파우치:캔버스심플백,exact,PRD_000268,0,N,🟡신규출시,라이브 존재(PRD_000268)·결손:옵션0/가격사슬X
11 에코백,K56,K,56,product,캔버스 포켓심플백,캔버스포켓심플백,exact,굿즈파우치:캔버스 포켓심플백,exact,PRD_000269,0,N,🟡신규출시,라이브 존재(PRD_000269)·결손:옵션0/가격사슬X
10 라이프,J57,J,57,section,▶︎패션,패션,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K57,K,57,product,캔버스 포켓숄더백,캔버스포켓숄더백,exact,굿즈파우치:캔버스 포켓숄더백,exact,PRD_000272,0,N,🟡신규출시,라이브 존재(PRD_000272)·결손:옵션0/가격사슬X
10 라이프,J58,J,58,product,양말,양말,exact,굿즈파우치:양말,exact,PRD_000205,0,N,🟡신규출시,라이브 존재(PRD_000205)·결손:옵션0/가격사슬X
11 에코백,K58,K,58,product,캔버스 에코백,캔버스에코백,exact,굿즈파우치:캔버스에코백,exact,PRD_000270,0,N,🟡신규출시,라이브 존재(PRD_000270)·결손:옵션0/가격사슬X
10 라이프,J59,J,59,product,반팔티셔츠,반팔티셔츠,exact,굿즈파우치:반팔티셔츠,exact,PRD_000206,0,N,🟡신규출시,라이브 존재(PRD_000206)·결손:옵션0/가격사슬X
11 에코백,K59,K,59,product,캔버스 숄더백,캔버스숄더백,exact,굿즈파우치:캔버스숄더백,exact,PRD_000271,0,N,🟡신규출시,라이브 존재(PRD_000271)·결손:옵션0/가격사슬X
10 라이프,J60,J,60,product,후드티셔츠,후드티셔츠,exact,굿즈파우치:후드티셔츠,exact,PRD_000209,0,N,🟡신규출시,라이브 존재(PRD_000209)·결손:옵션0/가격사슬X
11 에코백,K61,K,61,section,▶︎타이벡에코백,타이벡에코백,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J62,J,62,section,▶︎폰케이스&액세서리,폰케이스&액세서리,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K62,K,62,product,타이벡 에코백,타이벡에코백,exact,굿즈파우치:타이벡 에코백,exact,PRD_000276,0,N,🟡신규출시,라이브 존재(PRD_000276)·결손:옵션0/가격사슬X
10 라이프,J63,J,63,product,밴드톡,밴드톡,exact,굿즈파우치:밴드톡,exact,PRD_000219,0,N,🟡신규출시,라이브 존재(PRD_000219)·결손:옵션0/가격사슬X
11 에코백,K63,K,63,product,타이벡 보냉에코백,타이벡보냉에코백,exact,굿즈파우치:타이벡 보냉에코백,exact,PRD_000277,0,N,🟡신규출시,라이브 존재(PRD_000277)·결손:옵션0/가격사슬X
10 라이프,J64,J,64,product,폰스트랩,폰스트랩,exact,굿즈파우치:폰스트랩,exact,PRD_000220,0,N,🟡신규출시,라이브 존재(PRD_000220)·결손:옵션0/가격사슬X
11 에코백,K64,K,64,product,타이벡 보냉미니백,타이벡보냉미니백,exact,굿즈파우치:타이벡 보냉 미니백,exact,PRD_000275,0,N,🟡신규출시,라이브 존재(PRD_000275)·결손:옵션0/가격사슬X
10 라이프,J65,J,65,alias,→아크릴 스마트톡,아크릴스마트톡,exact,아크릴스마트톡,exact,PRD_000150,,,◆교차참조,별칭(→) — 본체 타 카테고리
11 에코백,K65,K,65,product,타이벡보냉보틀백,타이벡보냉보틀백,exact,굿즈파우치:타이벡보냉보틀백,exact,PRD_000274,0,N,🟡신규출시,라이브 존재(PRD_000274)·결손:옵션0/가격사슬X
10 라이프,J66,J,66,alias,→맥세이프 스마트톡,맥세이프스마트톡,exact,맥세이프 스마트톡,exact,PRD_000151,,,◆교차참조,별칭(→) — 본체 타 카테고리
11 에코백,K66,K,66,product,타이벡 양면 백팩,타이벡양면백팩,exact,굿즈파우치:타이벡 양면 백팩,exact,PRD_000273,0,N,🟡신규출시,라이브 존재(PRD_000273)·결손:옵션0/가격사슬X
11 에코백,K68,K,68,section,▶︎메쉬에코백,메쉬에코백,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K69,K,69,product,메쉬 토트백,메쉬토트백,exact,굿즈파우치:메쉬 토트백,exact,PRD_000278,0,N,🟡신규출시,라이브 존재(PRD_000278)·결손:옵션0/가격사슬X
11 에코백,K70,K,70,product,메쉬 에코백,메쉬에코백,exact,굿즈파우치:메쉬 에코백,exact,PRD_000279,0,N,🟡신규출시,라이브 존재(PRD_000279)·결손:옵션0/가격사슬X
11 에코백,K72,K,72,section,▶︎부자재,부자재,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K73,K,73,product,레더라벨제작,레더라벨제작,exact,굿즈파우치:레더라벨제작,exact,PRD_000280,0,N,🟡신규출시,라이브 존재(PRD_000280)·결손:옵션0/가격사슬X
