sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
굿즈파우치(가격포함),footnote,,C233,,FFB6D7A8,범례마커,,,,,,,,,"노랑색배경은 신규상품으로 MES에도 없어 등록해야하는 상품입니다.
그레이배경의 상품은 품절이거나 준비중인 상품입니다.
그레이칼라의 글씨는 사용자에는 보여지지 않은(파일사양의 구분을 위한) 글씨입니다.
*오렌지글씨는 저만의 commemt이니 개발시 무시해주세요.
제목부분 (필수/빨강)는 모든 상품에 반드시 설정해야하는 부분 (옵션/오렌지)은 상품에 따라 있을수도 없을 수도 있습니다.
모든 항목은 Figma를 참고해주세요."
굿즈파우치(가격포함),hidden_column,,I1,파일사양_출력용지규격,,,,,,,,,,true,
굿즈파우치(가격포함),cell,3,A3,구분,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,B3,ID,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,C3,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,D3,상품명,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,E3,상품(옵션),,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,F3,파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,G3,파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,H3,파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,I3,파일사양_출력용지규격,,,Values must be of type <class 'str'>,,,,,,,true,
굿즈파우치(가격포함),cell,3,J3,파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,K3,파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,L3,파일사양_폴더,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,M3,주문방법(필수)_업로드,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,N3,주문방법(필수)_편집기,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,O3,선택(옵션)_선택,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,P3,선택(옵션)_가격,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,R3,가공(옵션)_가공,,,Values must be of type <class 'str'>,,,,,,,,
굿즈파우치(가격포함),cell,3,S3,가공(옵션)_가격,,,Values must be of type <class 'str'>,,,,,,,,
