sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
책자,footnote,,C72,,FFB6D7A8,범례마커,,,,,,,,,"노랑색배경은 신규상품으로 MES에도 없어 등록해야하는 상품입니다
★의 빨간글씨는 옵션선택시 제약조건입니다.
그레이칼라의 글씨는 사용자에는 보여지지 않은(파일사양의 구분을 위한) 글씨입니다
*오렌지글씨는 저만의 commemt이니 개발시 무시해주세요
모든 종이는 MES와 통합관리해야함 (별도로 설정해야하며, 입력되어 있더라도 무시)
제목부분 (필수/빨강)는 모든 상품에 반드시 설정해야하는 부분 (옵션/오렌지)은 상품에 따라 있을수도 없을 수도 있습니다
모든 항목은 Figma를 참고해주세요"
책자,cell,3,A3,구분,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,B3,ID,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,C3,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,D3,상품명,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,E3,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,I3,내지파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,J3,내지파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,K3,내지파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,M3,내지종이(필수),,,FFFF9900,,,,,,,,
책자,cell,3,O3,내지페이지(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,P3,내지페이지(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,Q3,내지페이지(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,U3,표지파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,V3,표지파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,X3,표지종이(필수),,,FFFF9900,,,,,,,,
책자,cell,3,Y3,표지인쇄(필수),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,Z3,표지옵션(옵션)_표지코팅(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AA3,표지옵션(옵션)_투명커버(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AB3,박(표지) / 형압 (옵션)_박/형압가공,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AC3,박(표지) / 형압 (옵션)_크기,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AD3,박(표지) / 형압 (옵션)_박칼라,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AE3,제본(필수),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AF3,제본(옵션)_제본방향(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AG3,제본(옵션)_면지(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AH3,제본(옵션)_링컬러(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AI3,제본(옵션)_바인더링(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AJ3,제본(옵션)_제본(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AK3,제작수량(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AL3,제작수량(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AM3,제작수량(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AN3,주문방법(필수)_업로드,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AO3,주문방법(필수)_편집기,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AP3,개별포장(옵션),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AQ3,COMMENT,,,FFCCCCCC,,,,,,,,
책자,cell,3,AR3,AR,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AS3,AS,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,3,AT3,AT,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,A4,구분,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,B4,ID,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,C4,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,D4,상품명,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,E4,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,F4,내지파일사양_MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,G4,내지파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,H4,내지파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,I4,내지파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,J4,내지파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,K4,내지파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,M4,내지종이(필수),,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,O4,내지페이지(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,P4,내지페이지(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
책자,cell,4,Q4,내지페이지(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
