MAT_000042	52
MAT_000043	113
MAT_000072	1
MAT_000073	1
MAT_000074	3
MAT_000076	1
MAT_000077	1
MAT_000078	1
MAT_000079	1
MAT_000080	1
MAT_000081	3
MAT_000082	5
MAT_000084	653
MAT_000086	1
MAT_000087	1
MAT_000088	1
MAT_000089	1
MAT_000090	1
MAT_000091	1
MAT_000092	1
MAT_000095	1
MAT_000096	1
MAT_000097	1
MAT_000098	1
MAT_000099	1
MAT_000101	1
MAT_000102	1
MAT_000104	1
MAT_000105	1
MAT_000106	1
MAT_000107	1
MAT_000108	1
MAT_000109	1
MAT_000113	1
MAT_000114	1
MAT_000115	1
MAT_000116	1
MAT_000117	1
MAT_000118	1
MAT_000119	1
MAT_000120	1
MAT_000121	1
MAT_000123	1
MAT_000124	1
MAT_000125	1
MAT_000126	1
MAT_000127	3
MAT_000128	1
MAT_000129	1
MAT_000130	3
MAT_000136	1
MAT_000137	5
MAT_000138	1
MAT_000139	1
MAT_000140	1
MAT_000141	1
MAT_000142	1
MAT_000150	1
MAT_000151	1
MAT_000153	689
MAT_000155	468
MAT_000156	468
MAT_000159	20
MAT_000162	174
MAT_000163	144
MAT_000167	1
MAT_000168	20
MAT_000242	468
