MAT_000158	미색매트지	MAT_TYPE.11	스티커용지						0	0	N	Y
MAT_000160	리무벌아트지 90g	MAT_TYPE.11	스티커용지						0	0	N	Y
MAT_000161	수분리스티커	MAT_TYPE.11	스티커용지		315.00	470.00			0	0	N	Y
MAT_000162	투명스티커	MAT_TYPE.11	스티커용지		330.00	480.00			2	174	Y	Y
MAT_000163	홀로그램스티커	MAT_TYPE.11	스티커용지						1	144	Y	Y
MAT_000164	크라프트 스티커	MAT_TYPE.11	스티커용지						0	0	N	Y
MAT_000165	유포지 + 엠보코팅	MAT_TYPE.11	스티커용지						0	0	N	Y
MAT_000166	투명접착 PVC	MAT_TYPE.11	스티커용지						0	0	N	Y
MAT_000167	타투전용지	MAT_TYPE.11	스티커용지		210.00	297.00			1	1	Y	Y
MAT_000168	레자크체크백색 110g	MAT_TYPE.14	합판봉투용지						1	20	Y	Y
MAT_000169	레자크줄무늬백색 110g	MAT_TYPE.14	합판봉투용지						1	0	N	Y
MAT_000170	투명데드롱스티커	MAT_TYPE.13	합판스티커용지						1	0	N	Y
MAT_000171	은데드롱스티커	MAT_TYPE.13	합판스티커용지						1	0	N	Y
MAT_000172	하드커버전용지+무광코팅	MAT_TYPE.01	디지털인쇄용지						0	0	N	Y
MAT_000176	인화지	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000177	매트지	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000178	PET	MAT_TYPE.08	실사소재						7	0	N	Y
MAT_000179	PVC	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000180	투명PVC	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000181	그래픽천	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000182	현수막천	MAT_TYPE.08	실사소재						1	0	N	Y
MAT_000183	메쉬	MAT_TYPE.08	실사소재						7	0	N	Y
MAT_000184	린넨	MAT_TYPE.05	특수소재						7	0	N	Y
MAT_000185	캔버스(옥스포드)	MAT_TYPE.05	특수소재						11	0	N	Y
MAT_000186	레더(화이트)	MAT_TYPE.05	특수소재						6	0	N	Y
MAT_000187	타이벡(하드)	MAT_TYPE.05	특수소재						1	0	N	Y
MAT_000188	타이벡(소프트)	MAT_TYPE.05	특수소재						1	0	N	Y
MAT_000189	화이트시트	MAT_TYPE.08	실사소재						0	0	N	Y
MAT_000190	블랙시트	MAT_TYPE.08	실사소재						0	0	N	Y
MAT_000191	홀로그램시트	MAT_TYPE.08	실사소재						0	0	N	Y
MAT_000193	아크릴 화이트 3mm	MAT_TYPE.03	아크릴부자재						0	0	N	Y
MAT_000194	아크릴 블랙 3mm	MAT_TYPE.03	아크릴부자재						0	0	N	Y
MAT_000195	아크릴 골드 3mm	MAT_TYPE.03	아크릴부자재						1	0	N	Y
MAT_000196	아크릴 실버 3mm	MAT_TYPE.03	아크릴부자재						1	0	N	Y
MAT_000202	볼체인 오렌지 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000203	볼체인 핑크 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000204	볼체인 핫핑크 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)					3	1	0	N	Y
MAT_000205	볼체인 민트그린 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)					3	1	0	N	Y
MAT_000206	볼체인 블루 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000207	볼체인 바이올렛 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000208	볼체인 블랙 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000209	볼체인 화이트 (3개1팩)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000210	와이어링 실버	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000212	와이어링 화이트	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000213	와이어링 블랙	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000215	천정고리	MAT_TYPE.07	포장부자재						0	0	N	Y
MAT_000216	투명케이스	MAT_TYPE.07	포장부자재						0	0	N	Y
MAT_000217	행택끈 사각검정 (100개)	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000219	행택끈 사각백색 (100개)	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000220	행택끈 사각마사 (100개)	MAT_TYPE.07	포장부자재					100	1	0	N	Y
MAT_000221	자석고정용고무판 20 x 20 (20개입)	MAT_TYPE.07	포장부자재						0	0	N	Y
MAT_000222	우드거치대 120mm (4mm홈) 내추럴	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000224	우드봉 270mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000226	우드봉 360mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000227	우드봉 480mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000228	우드행거 230mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000230	우드행거 320mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000231	우드행거 440mm + 면끈	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000232	만년스탬프 리필잉크 청보라 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000234	만년스탬프 리필잉크 빨강 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000235	만년스탬프 리필잉크 검정 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000236	만년스탬프 리필잉크 파랑 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000237	만년스탬프 리필잉크 초록 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000238	만년스탬프 리필잉크 핑크 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000239	만년스탬프 리필잉크 노랑 (5cc)	MAT_TYPE.10	악세사리상품(추가상품)						1	0	N	Y
MAT_000240	스타드림(다이아) 240g	MAT_TYPE.01	디지털인쇄용지						2	0	N	Y
MAT_000241	스타드림(로츠쿼츠) 240g	MAT_TYPE.01	디지털인쇄용지						2	0	N	Y
MAT_000242	미색스티커	MAT_TYPE.11	스티커용지						8	468	Y	Y
MAT_000243	투명전용지	MAT_TYPE.11	스티커용지						1	0	N	Y
MAT_000247	D링 D링(31mm)	MAT_TYPE.07	포장부자재	MAT_000017					1	0	N	Y
MAT_000248	D링 D링(42mm)	MAT_TYPE.07	포장부자재	MAT_000017					1	0	N	Y
MAT_000249	D링(56mm)	MAT_TYPE.02	링제본부자재						1	0	N	Y
MAT_000250	아트250+무광코팅	MAT_TYPE.01	디지털인쇄용지						1	0	N	Y
MAT_000252	삼각대(그레이)	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000253	링 블랙	MAT_TYPE.07	포장부자재	MAT_000012					4	0	N	Y
MAT_000254	삼각대(블랙)	MAT_TYPE.07	포장부자재						1	0	N	Y
MAT_000268	화이트머그 (11온스)	MAT_TYPE.12	사입자재						1	0	N	Y
MAT_000269	워터북보틀 350ml	MAT_TYPE.12	사입자재						1	0	N	Y
MAT_000270	워터북보틀 500ml	MAT_TYPE.12	사입자재						1	0	N	Y
MAT_000281	미니CD키링 세트	MAT_TYPE.12	사입자재						1	0	N	Y
MAT_000293	미니틴케이스	MAT_TYPE.12	사입자재						1	0	N	Y
