MAT_000001	4
MAT_000002	4
MAT_000003	4
MAT_000004	2
MAT_000005	1
MAT_000006	1
MAT_000007	1
MAT_000008	23
MAT_000013	2
MAT_000014	2
MAT_000015	2
MAT_000042	1
MAT_000043	17
MAT_000044	2
MAT_000046	1
MAT_000047	1
MAT_000048	1
MAT_000049	1
MAT_000051	1
MAT_000052	1
MAT_000053	1
MAT_000054	1
MAT_000056	1
MAT_000057	1
MAT_000069	1
MAT_000070	2
MAT_000072	15
MAT_000073	10
MAT_000074	11
MAT_000076	4
MAT_000077	7
MAT_000078	8
MAT_000079	7
MAT_000080	7
MAT_000081	12
MAT_000082	15
MAT_000084	9
MAT_000086	4
MAT_000087	7
MAT_000088	7
MAT_000089	7
MAT_000090	10
MAT_000091	14
MAT_000092	12
MAT_000093	1
MAT_000095	5
MAT_000096	5
MAT_000097	5
MAT_000098	5
MAT_000099	5
MAT_000101	7
MAT_000102	3
MAT_000104	7
MAT_000105	13
MAT_000106	6
MAT_000107	14
MAT_000108	8
MAT_000109	17
MAT_000111	1
MAT_000112	1
MAT_000113	14
MAT_000114	11
MAT_000115	11
MAT_000116	11
MAT_000117	4
MAT_000118	7
MAT_000119	4
MAT_000120	3
MAT_000121	4
MAT_000123	10
MAT_000124	4
MAT_000125	8
MAT_000126	4
MAT_000127	7
MAT_000128	5
MAT_000129	5
MAT_000130	3
MAT_000137	1
MAT_000138	3
MAT_000139	3
MAT_000140	3
MAT_000141	3
MAT_000143	1
MAT_000146	2
MAT_000149	1
MAT_000153	8
MAT_000154	2
MAT_000155	8
MAT_000156	8
MAT_000159	1
MAT_000162	2
MAT_000163	1
MAT_000167	1
MAT_000168	1
MAT_000169	1
MAT_000170	1
MAT_000171	1
MAT_000176	1
MAT_000177	1
MAT_000178	7
MAT_000179	1
MAT_000180	1
MAT_000181	1
MAT_000182	1
MAT_000183	7
MAT_000184	7
MAT_000185	11
MAT_000186	6
MAT_000187	1
MAT_000188	1
MAT_000192	2
MAT_000195	1
MAT_000196	1
MAT_000202	1
MAT_000203	1
MAT_000204	1
MAT_000205	1
MAT_000206	1
MAT_000207	1
MAT_000208	1
MAT_000209	1
MAT_000210	1
MAT_000212	1
MAT_000213	1
MAT_000214	1
MAT_000217	1
MAT_000219	1
MAT_000220	1
MAT_000222	1
MAT_000223	1
MAT_000224	1
MAT_000226	1
MAT_000227	1
MAT_000228	1
MAT_000230	1
MAT_000231	1
MAT_000232	1
MAT_000234	1
MAT_000235	1
MAT_000236	1
MAT_000237	1
MAT_000238	1
MAT_000239	1
MAT_000240	2
MAT_000241	2
MAT_000242	8
MAT_000243	1
MAT_000244	1
MAT_000245	1
MAT_000246	2
MAT_000247	1
MAT_000248	1
MAT_000249	1
MAT_000250	1
MAT_000251	1
MAT_000252	1
MAT_000253	4
MAT_000254	1
MAT_000255	5
MAT_000256	6
MAT_000257	1
MAT_000258	1
MAT_000259	1
MAT_000260	7
MAT_000261	4
MAT_000262	2
MAT_000263	3
MAT_000264	2
MAT_000265	1
MAT_000266	1
MAT_000267	1
MAT_000268	1
MAT_000269	1
MAT_000270	1
MAT_000271	2
MAT_000272	3
MAT_000273	1
MAT_000274	1
MAT_000275	1
MAT_000276	1
MAT_000277	2
MAT_000278	2
MAT_000279	2
MAT_000280	1
MAT_000281	1
MAT_000282	1
MAT_000283	1
MAT_000284	1
MAT_000285	1
MAT_000286	1
MAT_000287	1
MAT_000288	2
MAT_000289	1
MAT_000290	1
MAT_000291	1
MAT_000292	1
MAT_000293	1
MAT_000294	1
MAT_000295	1
MAT_000296	1
MAT_000297	1
MAT_000298	1
MAT_000299	1
MAT_000300	1
MAT_000301	1
MAT_000302	1
MAT_000303	1
MAT_000304	1
MAT_000305	1
MAT_000306	1
MAT_000307	1
MAT_000308	1
MAT_000309	1
MAT_000310	1
MAT_000311	1
MAT_000312	1
MAT_000313	1
MAT_000314	1
MAT_000315	1
MAT_000316	1
MAT_000317	1
MAT_000318	1
MAT_000319	14
MAT_000320	13
MAT_000321	1
MAT_000322	1
MAT_000323	1
MAT_000324	1
MAT_000325	1
MAT_000326	1
MAT_000327	2
MAT_000328	1
MAT_000329	2
MAT_000330	2
MAT_000331	1
MAT_000332	5
MAT_000333	3
MAT_000334	1
MAT_000335	1
MAT_000336	1
MAT_000337	1
MAT_000338	1
MAT_000339	1
MAT_000340	1
