sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,구분,ID,MES ITEM_CD,상품명,사이즈(필수),판수,파일사양_블리드,파일사양_작업사이즈,파일사양_재단사이즈,파일사양_출력용지규격,파일사양_파일명약어,파일사양_출력파일,파일사양_폴더,주문방법(필수)_업로드,주문방법(필수)_편집기,종이(필수),인쇄(옵션),별색인쇄(옵션)_화이트,별색인쇄(옵션)_클리어,별색인쇄(옵션)_핑크,별색인쇄(옵션)_금색,별색인쇄(옵션)_은색,코팅(옵션),커팅(옵션),접지(옵션),제작수량(필수)_건수(옵션),제작수량(필수)_최소,제작수량(필수)_최대,제작수량(필수)_증가,후가공(옵션)_모서리,후가공(옵션)_오시,후가공(옵션)_미싱,후가공(옵션)_가변(텍스트),후가공(옵션)_가변(이미지),박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라,추가상품(옵션)_추가상품,추가상품(옵션)_추가가격,가격공식,AO,AP,AQ,AR,cell_meta_json
디지털인쇄,3,프리미엄엽서,false,false,파일사양_작업사이즈,75 x 100,엽서,14529,001-0001,프리미엄엽서,73 x 98 mm,15,1,75 x 100,73 x 98,316x467,엽서,PDF,디지털인쇄,Y,,*별도설정,단면,,,,,,,,,,15,10000,15,직각,없음,없음,없음,없음,,,,엽서봉투 ★사이즈선택 : 100x150,,[출력] + [소재] x [제작수량/판걸이수] + [후가공] ,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""FFFF9900""}, ""인쇄(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""has_constraint_star"": true}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
디지털인쇄,4,프리미엄엽서,true,false,파일사양_작업사이즈,100 x 100,엽서,14529,001-0001,프리미엄엽서,98 x 98 mm,12,1,100 x 100,98 x 98,,,,,,,,양면,,,,,,,,,,12,10000,12,둥근,1줄,1줄,1개,1개,,,,OPP비접착봉투 110x160 mm 50장,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
디지털인쇄,5,프리미엄엽서,true,false,파일사양_작업사이즈,102 x 152,엽서,14529,001-0001,프리미엄엽서,100 x 150 mm,8,1,102 x 152,100 x 150,,,,,,,,,,,,,,,,,,8,10000,8,,2줄,2줄,2개,2개,,,,OPP접착봉투 110x160 mm 50장,,,엽서_102x152_몽블랑190_D_[파일번호]_[주문자]_[수량],,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(옵션)"": {""font_rgb"": ""FFA5A5A5""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
디지털인쇄,6,프리미엄엽서,true,false,파일사양_작업사이즈,137 x 137,엽서,14529,001-0001,프리미엄엽서,135 x 135 mm,6,1,137 x 137,135 x 135,,,,,,,,,,,,,,,,,,6,10000,6,,3줄,3줄,3개,3개,,,,카드봉투(화이트) 165x115 mm 50장,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(옵션)"": {""font_rgb"": ""FFA5A5A5""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
디지털인쇄,7,프리미엄엽서,true,false,파일사양_작업사이즈,97 x 212,엽서,14529,001-0001,프리미엄엽서,95 x 210 mm,6,1,97 x 212,95 x 210,,,,,,,,,,,,,,,,,,6,10000,6,,,,,,,,,카드봉투(블랙) 165x115 mm 50장,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(옵션)"": {""font_rgb"": ""FFA5A5A5""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
디지털인쇄,8,프리미엄엽서,true,false,파일사양_작업사이즈,112 x 172,엽서,14529,001-0001,프리미엄엽서,110 x 170 mm,4,1,112 x 172,110 x 170,,,,,,,,,,,,,,,,,,4,10000,4,,,,,,,,,트레싱지봉투 160x110 mm 20장,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판수"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(옵션)"": {""font_rgb"": ""FFA5A5A5""}, ""별색인쇄(옵션)_화이트"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_클리어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_핑크"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_금색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""별색인쇄(옵션)_은색"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""코팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""커팅(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""접지(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_건수(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_모서리"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_오시"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_미싱"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(텍스트)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""후가공(옵션)_가변(이미지)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_크기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격공식"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AO"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AP"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AQ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AR"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
