sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
디지털인쇄,cell,6,AL6,추가상품(옵션)_추가상품,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AM6,추가상품(옵션)_추가가격,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AN6,가격공식,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AO6,AO,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AP6,AP,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AQ6,AQ,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,6,AR6,AR,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,A7,구분,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,B7,ID,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,C7,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,D7,상품명,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,E7,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,F7,판수,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,G7,파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,H7,파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,I7,파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,J7,파일사양_출력용지규격,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,K7,파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,L7,파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,M7,파일사양_폴더,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,N7,주문방법(필수)_업로드,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,O7,주문방법(필수)_편집기,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,P7,종이(필수),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,Q7,인쇄(옵션),,,FFA5A5A5,,,,,,,,
디지털인쇄,cell,7,R7,별색인쇄(옵션)_화이트,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,S7,별색인쇄(옵션)_클리어,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,T7,별색인쇄(옵션)_핑크,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,U7,별색인쇄(옵션)_금색,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,V7,별색인쇄(옵션)_은색,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,W7,코팅(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,X7,커팅(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,Y7,접지(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,Z7,제작수량(필수)_건수(옵션),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AA7,제작수량(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AB7,제작수량(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AC7,제작수량(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AD7,후가공(옵션)_모서리,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AE7,후가공(옵션)_오시,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AF7,후가공(옵션)_미싱,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AG7,후가공(옵션)_가변(텍스트),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AH7,후가공(옵션)_가변(이미지),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AI7,박(앞면) / 박(뒷면) / 형압 (옵션)_박/형압 가공,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AJ7,박(앞면) / 박(뒷면) / 형압 (옵션)_크기,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AK7,박(앞면) / 박(뒷면) / 형압 (옵션)_박칼라,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AL7,추가상품(옵션)_추가상품,,,Values must be of type <class 'str'>,,,,,,,,
