sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
아크릴,footnote,,C131,,FFB6D7A8,범례마커,,,,,,,,,"노랑색배경은 신규상품으로 MES에도 없어 등록해야하는 상품입니다
그레이칼라의 글씨는 사용자에는 보여지지 않은(파일사양의 구분을 위한) 글씨입니다
*오렌지글씨는 저만의 commemt이니 개발시 무시해주세요
제목부분 (필수/빨강)는 모든 상품에 반드시 설정해야하는 부분 (옵션/오렌지)은 상품에 따라 있을수도 없을 수도 있습니다
모든 항목은 Figma를 참고해주세요"
아크릴,hidden_column,,L1,파일사양_출력용지규격,,,,,,,,,,true,
아크릴,cell,3,A3,구분,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,B3,ID,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,C3,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,D3,상품명,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,E3,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,F3,비규격(최소/최대)_가로,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,G3,비규격(최소/최대)_세로,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,H3,가격,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,I3,파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,J3,파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,K3,파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,L3,파일사양_출력용지규격,,,Values must be of type <class 'str'>,,,,,,,true,
아크릴,cell,3,M3,파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,N3,파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,P3,주문방법(필수)_업로드,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,Q3,주문방법(필수)_편집기,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,R3,소재(필수),,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,S3,인쇄사양,,,FFA5A5A5,,,,,,,,
아크릴,cell,3,T3,조각수(옵션),,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,U3,가공(옵션)_가공,,,Values must be of type <class 'str'>,,레이어창,,,,,,
아크릴,cell,3,V3,가공(옵션)_가격,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,W3,추가상품(옵션)_추가상품,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,X3,추가상품(옵션)_추가가격,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,Y3,제작수량(필수)_최소,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,Z3,제작수량(필수)_최대,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AA3,제작수량(필수)_증가,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AB3,COMMENT,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AC3,AC,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AD3,AD,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AE3,AE,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AF3,AF,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AG3,AG,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AH3,AH,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AI3,AI,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AJ3,AJ,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AK3,AK,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,3,AL3,AL,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,A4,구분,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,B4,ID,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,C4,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,D4,상품명,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,E4,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,F4,비규격(최소/최대)_가로,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,G4,비규격(최소/최대)_세로,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,H4,가격,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,I4,파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,J4,파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,K4,파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
아크릴,cell,4,L4,파일사양_출력용지규격,,,Values must be of type <class 'str'>,,,,,,,true,
아크릴,cell,4,M4,파일사양_파일명약어,,,FFFF0000,,,,,,,,
아크릴,cell,4,N4,파일사양_출력파일,,,FFFF9900,,,,,,,,
