sheet,type,row_seq,col,ref,block_id,meta_json
합판도무송스티커,block,,,,B01,"{""title"": ""합판 도무송 스티커(원형)"", ""r_title"": 1, ""row_range"": [1, 11], ""col_range"": [""A"", ""AC""], ""header_rows"": [2, 3], ""data_start_row"": 4}"
합판도무송스티커,block,,,,B02,"{""title"": ""합판 도무송 스티커(정사각)"", ""r_title"": 12, ""row_range"": [12, 22], ""col_range"": [""A"", ""AC""], ""header_rows"": [13, 14], ""data_start_row"": 15}"
합판도무송스티커,block,,,,B03,"{""title"": ""합판 도무송 스티커 (직사각)"", ""r_title"": 23, ""row_range"": [23, 30], ""col_range"": [""A"", ""AC""], ""header_rows"": [24, 25], ""data_start_row"": 26}"
합판도무송스티커,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,B,B1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,C,C1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,D,D1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,E,E1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,F,F1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,G,G1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,H,H1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,I,I1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,J,J1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,K,K1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,L,L1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,M,M1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,N,N1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,O,O1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,P,P1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,Q,Q1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,R,R1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,S,S1,B01,"{""merged_range"": ""A1:W1""}"
합판도무송스티커,cell,1,T,T1,B01,"{""merged_range"": ""A1:W1""}"
