sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
커팅타공,B01,커팅(완칼) 가공비 (국4절),1,A,A1,커팅(완칼) 가공비 (국4절),,커팅(완칼) 가공비 (국4절),"{""fill_rgb"": ""FFFF00FF"", ""merged_range"": ""A1:B1""}"
커팅타공,B01,커팅(완칼) 가공비 (국4절),1,C,C1,커팅(완칼) 가공비 (국4절),인쇄비+소재+커팅,인쇄배경지,"{""font_rgb"": ""FFFF9900""}"
커팅타공,B01,커팅(완칼) 가공비 (국4절),2,A,A2,수량(국4절),,수량(국4절),
커팅타공,B01,커팅(완칼) 가공비 (국4절),2,B,B2,수량(국4절),단면,단면,
커팅타공,B01,커팅(완칼) 가공비 (국4절),2,C,C2,수량(국4절),인쇄비+소재+커팅,인쇄비+소재+커팅,"{""font_rgb"": ""FFFF9900""}"
커팅타공,B01,커팅(완칼) 가공비 (국4절),3,A,A3,1,,1,
커팅타공,B01,커팅(완칼) 가공비 (국4절),3,B,B3,1,단면,2000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),4,A,A4,2,,2,
커팅타공,B01,커팅(완칼) 가공비 (국4절),4,B,B4,2,단면,4000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),5,A,A5,3,,3,
커팅타공,B01,커팅(완칼) 가공비 (국4절),5,B,B5,3,단면,6000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),6,A,A6,4,,4,
커팅타공,B01,커팅(완칼) 가공비 (국4절),6,B,B6,4,단면,8000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),7,A,A7,5,,5,
커팅타공,B01,커팅(완칼) 가공비 (국4절),7,B,B7,5,단면,10000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),8,A,A8,6,,6,
커팅타공,B01,커팅(완칼) 가공비 (국4절),8,B,B8,6,단면,12000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),9,A,A9,7,,7,
커팅타공,B01,커팅(완칼) 가공비 (국4절),9,B,B9,7,단면,14000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),10,A,A10,8,,8,
커팅타공,B01,커팅(완칼) 가공비 (국4절),10,B,B10,8,단면,16000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),11,A,A11,9,,9,
커팅타공,B01,커팅(완칼) 가공비 (국4절),11,B,B11,9,단면,18000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),12,A,A12,10,,10,
커팅타공,B01,커팅(완칼) 가공비 (국4절),12,B,B12,10,단면,20000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),13,A,A13,15,,15,
커팅타공,B01,커팅(완칼) 가공비 (국4절),13,B,B13,15,단면,30000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),14,A,A14,20,,20,
커팅타공,B01,커팅(완칼) 가공비 (국4절),14,B,B14,20,단면,40000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),15,A,A15,25,,25,
커팅타공,B01,커팅(완칼) 가공비 (국4절),15,B,B15,25,단면,50000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),16,A,A16,30,,30,
커팅타공,B01,커팅(완칼) 가공비 (국4절),16,B,B16,30,단면,60000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),17,A,A17,35,,35,
커팅타공,B01,커팅(완칼) 가공비 (국4절),17,B,B17,35,단면,70000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),18,A,A18,40,,40,
커팅타공,B01,커팅(완칼) 가공비 (국4절),18,B,B18,40,단면,80000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),19,A,A19,45,,45,
커팅타공,B01,커팅(완칼) 가공비 (국4절),19,B,B19,45,단면,90000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),20,A,A20,50,,50,
커팅타공,B01,커팅(완칼) 가공비 (국4절),20,B,B20,50,단면,100000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),21,A,A21,60,,60,
커팅타공,B01,커팅(완칼) 가공비 (국4절),21,B,B21,60,단면,120000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),22,A,A22,70,,70,
커팅타공,B01,커팅(완칼) 가공비 (국4절),22,B,B22,70,단면,140000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),23,A,A23,80,,80,
커팅타공,B01,커팅(완칼) 가공비 (국4절),23,B,B23,80,단면,160000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),24,A,A24,90,,90,
커팅타공,B01,커팅(완칼) 가공비 (국4절),24,B,B24,90,단면,180000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),25,A,A25,100,,100,
커팅타공,B01,커팅(완칼) 가공비 (국4절),25,B,B25,100,단면,200000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),26,A,A26,150,,150,
커팅타공,B01,커팅(완칼) 가공비 (국4절),26,B,B26,150,단면,300000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),27,A,A27,200,,200,
커팅타공,B01,커팅(완칼) 가공비 (국4절),27,B,B27,200,단면,400000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),28,A,A28,250,,250,
커팅타공,B01,커팅(완칼) 가공비 (국4절),28,B,B28,250,단면,500000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),29,A,A29,300,,300,
커팅타공,B01,커팅(완칼) 가공비 (국4절),29,B,B29,300,단면,600000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),30,A,A30,350,,350,
커팅타공,B01,커팅(완칼) 가공비 (국4절),30,B,B30,350,단면,700000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),31,A,A31,400,,400,
커팅타공,B01,커팅(완칼) 가공비 (국4절),31,B,B31,400,단면,800000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),32,A,A32,450,,450,
커팅타공,B01,커팅(완칼) 가공비 (국4절),32,B,B32,450,단면,900000,
커팅타공,B01,커팅(완칼) 가공비 (국4절),33,A,A33,500,,500,
