sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
명함포토카드,B01,스탠다드명함,1,A,A1,스탠다드명함,,스탠다드명함,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:E1""}"
명함포토카드,B01,스탠다드명함,2,B,B2,,단면 > 백모조220 / 아트250 / 스노우250,단면,"{""merged_range"": ""B2:C2""}"
명함포토카드,B01,스탠다드명함,2,D,D2,,양면 > 백모조220 / 아트250 / 스노우250,양면,"{""merged_range"": ""D2:E2""}"
명함포토카드,B01,스탠다드명함,3,A,A3,소재 / 제작수량,,소재 / 제작수량,
명함포토카드,B01,스탠다드명함,3,B,B3,소재 / 제작수량,단면 > 백모조220 / 아트250 / 스노우250,백모조220 / 아트250 / 스노우250,
명함포토카드,B01,스탠다드명함,3,C,C3,소재 / 제작수량,단면 > 아트300 / 스노우300,아트300 / 스노우300,
명함포토카드,B01,스탠다드명함,3,D,D3,소재 / 제작수량,양면 > 백모조220 / 아트250 / 스노우250,백모조220 / 아트250 / 스노우250,
명함포토카드,B01,스탠다드명함,3,E,E3,소재 / 제작수량,양면 > 아트300 / 스노우300,아트300 / 스노우300,
명함포토카드,B01,스탠다드명함,4,A,A4,100,,100,
명함포토카드,B01,스탠다드명함,4,B,B4,100,단면 > 백모조220 / 아트250 / 스노우250,3500,
명함포토카드,B01,스탠다드명함,4,C,C4,100,단면 > 아트300 / 스노우300,3800,
명함포토카드,B01,스탠다드명함,4,D,D4,100,양면 > 백모조220 / 아트250 / 스노우250,4500,
명함포토카드,B01,스탠다드명함,4,E,E4,100,양면 > 아트300 / 스노우300,4800,
명함포토카드,B02,프리미엄명함,8,A,A8,프리미엄명함,,프리미엄명함,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A8:E8""}"
명함포토카드,B02,프리미엄명함,9,B,B9,,단면 > A,단면,"{""merged_range"": ""B9:C9""}"
명함포토카드,B02,프리미엄명함,9,D,D9,,양면 > A,양면,"{""merged_range"": ""D9:E9""}"
명함포토카드,B02,프리미엄명함,10,A,A10,소재 / 제작수량,,소재 / 제작수량,
명함포토카드,B02,프리미엄명함,10,B,B10,소재 / 제작수량,단면 > A,A,
명함포토카드,B02,프리미엄명함,10,C,C10,소재 / 제작수량,단면 > B,B,
명함포토카드,B02,프리미엄명함,10,D,D10,소재 / 제작수량,양면 > A,A,
명함포토카드,B02,프리미엄명함,10,E,E10,소재 / 제작수량,양면 > B,B,
명함포토카드,B02,프리미엄명함,10,F,F10,소재 / 제작수량,"A : 랑데뷰240 / 랑데뷰310 / 몽블랑210 / 몽블랑240 / 아코팩250 / 리사이클러스240 / 매쉬멜로우233
B : 린넨커버 216 / 스타화이트 238  / 클래식크러스트 270 / 띤또레또200 / 띤또레또250 / 한지170 / 스코트렌드220","A : 랑데뷰240 / 랑데뷰310 / 몽블랑210 / 몽블랑240 / 아코팩250 / 리사이클러스240 / 매쉬멜로우233
B : 린넨커버 216 / 스타화이트 238  / 클래식크러스트 270 / 띤또레또200 / 띤또레또250 / 한지170 / 스코트렌드220",
명함포토카드,B02,프리미엄명함,11,A,A11,100,,100,
명함포토카드,B02,프리미엄명함,11,B,B11,100,단면 > A,4500,
명함포토카드,B02,프리미엄명함,11,C,C11,100,단면 > B,5000,
명함포토카드,B02,프리미엄명함,11,D,D11,100,양면 > A,5500,
명함포토카드,B02,프리미엄명함,11,E,E11,100,양면 > B,6500,
명함포토카드,B03,코팅명함,15,A,A15,코팅명함,,코팅명함,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A15:E15""}"
명함포토카드,B03,코팅명함,16,B,B16,,단면 > 아트250,단면,"{""merged_range"": ""B16:C16""}"
명함포토카드,B03,코팅명함,16,D,D16,,양면 > 아트250,양면,"{""merged_range"": ""D16:E16""}"
명함포토카드,B03,코팅명함,17,A,A17,소재 / 제작수량,,소재 / 제작수량,
명함포토카드,B03,코팅명함,17,B,B17,소재 / 제작수량,단면 > 아트250,아트250,
명함포토카드,B03,코팅명함,17,C,C17,소재 / 제작수량,단면 > 아트300,아트300,
명함포토카드,B03,코팅명함,17,D,D17,소재 / 제작수량,양면 > 아트250,아트250,
명함포토카드,B03,코팅명함,17,E,E17,소재 / 제작수량,양면 > 아트300,아트300,
명함포토카드,B03,코팅명함,18,A,A18,100,,100,
명함포토카드,B03,코팅명함,18,B,B18,100,단면 > 아트250,5500,
명함포토카드,B03,코팅명함,18,C,C18,100,단면 > 아트300,5800,
명함포토카드,B03,코팅명함,18,D,D18,100,양면 > 아트250,6500,
