sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,1,A,A1,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:O1""}"
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,1,P,P1,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,,아크릴모든 상품에 적용,"{""font_rgb"": ""FFFF9900""}"
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,A,A2,가로 / 세로,,가로 / 세로,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,B,B2,가로 / 세로,20mm > 2500.0 > 2700.0 > 3000.0 > 3200.0 > 3400.0 > 3600.0 > 3800.0 > 4000.0 > 4200.0 > 4600.0 > 5000.0 > 5400.0 > 5800.0 > 6200.0,20mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,C,C2,가로 / 세로,30mm > 2700.0 > 3100.0 > 3400.0 > 3700.0 > 4000.0 > 4300.0 > 4700.0 > 5000.0 > 5300.0 > 5900.0 > 6500.0 > 7100.0 > 7700.0 > 8300.0,30mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,D,D2,가로 / 세로,40mm > 3000.0 > 3400.0 > 3800.0 > 4200.0 > 4700.0 > 5100.0 > 5500.0 > 5900.0 > 6400.0 > 7400.0 > 8400.0 > 9400.0 > 10400.0 > 11400.0,40mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,E,E2,가로 / 세로,50mm > 3200.0 > 3800.0 > 4200.0 > 4800.0 > 5300.0 > 5800.0 > 6400.0 > 6900.0 > 7400.0 > 8400.0 > 9400.0 > 10400.0 > 11400.0 > 12400.0,50mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,F,F2,가로 / 세로,60mm > 3400.0 > 4000.0 > 4700.0 > 5300.0 > 5900.0 > 6600.0 > 7200.0 > 7800.0 > 8500.0 > 9900.0 > 11300.0 > 12700.0 > 14100.0 > 15500.0,60mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,G,G2,가로 / 세로,70mm > 3600.0 > 4300.0 > 5100.0 > 5800.0 > 6600.0 > 7300.0 > 8100.0 > 8800.0 > 9500.0 > 10900.0 > 12300.0 > 13700.0 > 15100.0 > 16500.0,70mm,
아크릴,B01,투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가,2,H,H2,가로 / 세로,80mm > 3800.0 > 4700.0 > 5500.0 > 6400.0 > 7200.0 > 8100.0 > 8900.0 > 9800.0 > 10600.0 > 12200.0 > 13800.0 > 15400.0 > 17000.0 > 18600.0,80mm,
