sheet,row_seq,ref,col,axis,meta_json
판걸이수,28,L28,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,A29,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,B29,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,E29,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,F29,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,G29,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,H29,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,I29,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,J29,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,K29,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,29,L29,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,A30,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,B30,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,E30,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,F30,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,G30,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,H30,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,I30,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,J30,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,K30,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,30,L30,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,A31,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,B31,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,E31,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,F31,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,G31,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,H31,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,I31,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,J31,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,K31,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,31,L31,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,A32,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,B32,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,E32,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,F32,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,G32,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,H32,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,I32,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,J32,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,K32,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,32,L32,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,A33,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,B33,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,E33,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,F33,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,G33,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,H33,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,I33,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,J33,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,K33,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,33,L33,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,A34,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,B34,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,E34,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,F34,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,G34,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,H34,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,I34,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,J34,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,K34,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,34,L34,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,A35,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,B35,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,E35,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,F35,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,G35,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,H35,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,I35,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,J35,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,K35,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,35,L35,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,A36,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,B36,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,E36,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,F36,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,G36,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,H36,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,I36,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,J36,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,K36,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,36,L36,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,A37,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,B37,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,C37,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,D37,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,E37,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,F37,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,G37,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,H37,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,I37,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,J37,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,K37,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,37,L37,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,A38,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,B38,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,C38,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,D38,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,E38,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,F38,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,G38,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,H38,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,I38,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,J38,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,K38,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,38,L38,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,A39,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,B39,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,C39,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,D39,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,E39,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,F39,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,G39,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,H39,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,I39,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,J39,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,K39,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,39,L39,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,A40,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,B40,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,C40,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,D40,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,E40,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,F40,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,G40,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,H40,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,I40,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,J40,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,K40,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,40,L40,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,A41,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,B41,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,C41,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,D41,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,E41,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,F41,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,G41,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,H41,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,I41,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,J41,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,K41,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,41,L41,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,A42,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,B42,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,C42,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,D42,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,E42,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,F42,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,G42,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,H42,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,I42,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,J42,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,K42,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,42,L42,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,A43,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,B43,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,C43,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,D43,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,E43,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,F43,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,G43,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,H43,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,I43,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,J43,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,K43,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,43,L43,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,A44,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,B44,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,C44,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,D44,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,E44,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,F44,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,G44,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,H44,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,I44,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,J44,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,K44,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,44,L44,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,A45,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,B45,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,C45,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,D45,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,E45,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,F45,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,G45,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,H45,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,I45,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,J45,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,K45,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,45,L45,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,A46,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,C46,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,D46,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,E46,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,F46,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,G46,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,H46,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,I46,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,J46,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,K46,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,46,L46,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,A47,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,C47,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,D47,작업사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,E47,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,F47,판걸이,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,G47,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,H47,디지털인쇄(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,I47,col_I,price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,J47,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,K47,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,47,L47,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,48,E48,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,48,G48,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,48,J48,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,48,K48,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,48,L48,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,A49,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,E49,상품,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,G49,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,J49,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,K49,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,49,L49,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,50,A50,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,50,G50,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,50,J50,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,50,K50,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,50,L50,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,51,A51,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,51,G51,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,51,J51,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,51,K51,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,51,L51,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,52,A52,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,52,G52,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,52,J52,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,52,K52,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,52,L52,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,53,A53,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,53,G53,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,53,J53,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,53,K53,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,53,L53,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,54,A54,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,54,G54,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,54,K54,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,54,L54,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,55,A55,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,55,G55,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,55,K55,원형아이마크영역(완칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,55,L55,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,A56,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,B56,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,C56,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,G56,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,J56,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,56,L56,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,A57,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,B57,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,C57,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,G57,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,J57,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,57,L57,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,A58,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,B58,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,C58,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,G58,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,J58,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,58,L58,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,A59,사이즈옵션명,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,B59,재단사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,C59,블리드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,G59,디지털인쇄(국4절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,J59,인쇄가능영역,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,59,L59,격자아이마크영역(반칼),product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
판걸이수,60,A60,사이즈옵션명,product,"{""fill_rgb"": ""FFFF9900""}"
