sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,구분,ID,MES ITEM_CD,상품명,사이즈(필수),수량(필수)_최소,수량(필수)_최대,수량(필수)_증가,가격,cell_meta_json
상품악세사리(가격포함),48,천정고리,true,false,,,봉투/케이스,,012-0016,천정고리,2개1세트,1,100,1,6500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),49,투명케이스,true,false,,,봉투/케이스,,012-0006,투명케이스,PP투명케이스 42 x 57 x 20 mm (10개),1,100,1,3000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),50,투명케이스,true,false,,,봉투/케이스,,012-0006,투명케이스,PP투명케이스 75 x 75 x 15 mm (10개),1,100,1,3000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),51,투명케이스,true,false,,,봉투/케이스,,012-0006,투명케이스,PP투명케이스 75 x 110 x 15 mm (10개),1,100,1,3500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),52,행택끈,true,false,,,봉투/케이스,,012-0018,행택끈,사각검정 (100개),1,100,1,3000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),53,행택끈,true,false,,,봉투/케이스,,012-0017,행택끈,사각백색 (100개),1,100,1,3000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),54,행택끈,true,false,,,봉투/케이스,,012-0019,행택끈,사각마사 (100개),1,100,1,4000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),55,자석고정용고무판,true,false,,,봉투/케이스,,012-0011,자석고정용고무판,20 x 20 (20개입),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),56,우드거치대,false,false,,,상품액세서리,,012-0012,우드거치대,120mm (4mm홈) 내추럴,1,100,1,4000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),57,우드봉,true,false,,,상품액세서리,,012-0012,우드봉,270mm + 면끈,1,100,1,7000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),58,우드봉,true,false,,,상품액세서리,,012-0012,우드봉,360mm + 면끈,1,100,1,9800,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),59,우드봉,true,false,,,상품액세서리,,012-0012,우드봉,480mm + 면끈,1,100,1,12000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),60,우드행거,true,false,,,상품액세서리,,012-0013,우드행거,230mm + 면끈,1,100,1,16000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),61,우드행거,true,false,,,상품액세서리,,012-0013,우드행거,320mm + 면끈,1,100,1,18000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),62,우드행거,true,false,,,상품액세서리,,012-0013,우드행거,440mm + 면끈,1,100,1,20000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),63,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,청보라 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),64,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,빨강 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),65,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,검정 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),66,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,파랑 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),67,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,초록 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),68,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,핑크 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),69,만년스탬프 리필잉크,true,false,,,상품액세서리,,012-0013,만년스탬프 리필잉크,노랑 (5cc),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
