sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,구분,ID,MES ITEM_CD,상품명,사이즈(필수),수량(필수)_최소,수량(필수)_최대,수량(필수)_증가,가격,cell_meta_json
상품악세사리(가격포함),17,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,80 x 120 mm (50장),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),18,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,80 x 180 mm (50장),1,100,1,1100,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),19,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,110 x 160 mm (50장),1,100,1,1200,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),20,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,110 x 250 mm (50장),1,100,1,1300,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),21,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,140 x 180 mm (50장),1,100,1,1400,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),22,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,140 x 200 mm (50장),1,100,1,1400,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),23,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,150 x 150 mm (50장),1,100,1,1300,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),24,OPP비접착봉투,true,false,,,봉투/케이스,,012-0005,OPP비접착봉투,160 x 250 mm (50장),1,100,1,1500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),25,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,160 x 110 mm (20장),1,100,1,6000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),26,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,160 x 110 mm (40장),1,100,1,12000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),27,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,160 x 110 mm (100장),1,100,1,28000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),28,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,100 x 100 mm (20장),1,100,1,6800,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),29,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,100 x 100 mm (40장),1,100,1,13600,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),30,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,100 x 100 mm (100장),1,100,1,32000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),31,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,70 x 100 mm (30장),1,100,1,3600,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),32,트래싱지 카드봉투,true,false,,,봉투/케이스,,012-0009,트래싱지 카드봉투,70 x 100 mm (100장),1,100,1,10000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),33,카드봉투,true,false,,,봉투/케이스,,012-0007,카드봉투,화이트 165 x 115 mm (10장),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),34,카드봉투,true,false,,,봉투/케이스,,012-0007,카드봉투,블랙 165 x 115 mm (10장),1,100,1,1500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),35,캘린더봉투,true,false,,,봉투/케이스,,012-0008,캘린더봉투,240 x 230 mm (10장),1,100,1,2500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),36,캘린더봉투,true,false,,,봉투/케이스,,012-0008,캘린더봉투,150 x 310 mm (10장),1,100,1,2400,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),37,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,오렌지 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),38,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,핑크 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),39,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,핫핑크 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),40,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,민트그린 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),41,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,블루 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),42,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,바이올렛 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),43,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,블랙 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),44,볼체인,true,false,,,봉투/케이스,,012-0015,볼체인,화이트 (3개1팩),1,100,1,1000,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),45,와이어링,true,false,,,봉투/케이스,,012-0016,와이어링,실버,1,100,1,500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),46,와이어링,true,false,,,봉투/케이스,,012-0016,와이어링,화이트,1,100,1,500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
상품악세사리(가격포함),47,와이어링,true,false,,,봉투/케이스,,012-0016,와이어링,블랙,1,100,1,500,"{""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
