sheet,type,row_seq,col,ref,block_id,meta_json
코팅,block,,,,B01,"{""title"": ""코팅(국4절)"", ""r_title"": 1, ""row_range"": [1, 30], ""col_range"": [""A"", ""E""], ""header_rows"": [2, 3], ""data_start_row"": 4}"
코팅,block,,,,B02,"{""title"": ""코팅(3절)"", ""r_title"": 31, ""row_range"": [31, 56], ""col_range"": [""A"", ""E""], ""header_rows"": [32, 33], ""data_start_row"": 34}"
코팅,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:E1""}"
코팅,cell,1,B,B1,B01,"{""merged_range"": ""A1:E1""}"
코팅,cell,1,C,C1,B01,"{""merged_range"": ""A1:E1""}"
코팅,cell,1,D,D1,B01,"{""merged_range"": ""A1:E1""}"
코팅,cell,1,E,E1,B01,"{""merged_range"": ""A1:E1""}"
코팅,cell,2,B,B2,B01,"{""merged_range"": ""B2:C2""}"
코팅,cell,2,C,C2,B01,"{""merged_range"": ""B2:C2""}"
코팅,cell,2,D,D2,B01,"{""merged_range"": ""D2:E2""}"
코팅,cell,2,E,E2,B01,"{""merged_range"": ""D2:E2""}"
코팅,cell,31,A,A31,B02,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A31:E31""}"
코팅,cell,31,B,B31,B02,"{""merged_range"": ""A31:E31""}"
코팅,cell,31,C,C31,B02,"{""merged_range"": ""A31:E31""}"
코팅,cell,31,D,D31,B02,"{""merged_range"": ""A31:E31""}"
코팅,cell,31,E,E31,B02,"{""merged_range"": ""A31:E31""}"
코팅,cell,32,B,B32,B02,"{""merged_range"": ""B32:C32""}"
코팅,cell,32,C,C32,B02,"{""merged_range"": ""B32:C32""}"
코팅,cell,32,D,D32,B02,"{""merged_range"": ""D32:E32""}"
코팅,cell,32,E,E32,B02,"{""merged_range"": ""D32:E32""}"
