sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,구분,ID,MES ITEM_CD,상품명,사이즈(필수),파일사양_블리드,파일사양_작업사이즈,파일사양_재단사이즈,파일사양_출력용지규격,파일사양_파일명약어,파일사양_출력파일,파일사양_폴더,주문방법(필수)_업로드,주문방법(필수)_편집기,종이사양,인쇄(필수),장수(필수),캘린더가공(필수)_삼각대컬러,캘린더가공(필수)_캘린더가공,캘린더가공(필수)_추가가격,캘린더가공(필수)_링칼라,제작수량(필수)_최소,제작수량(필수)_최대,제작수량(필수)_증가,개별포장(옵션),추가상품(옵션)_추가상품,추가상품(옵션)_추가가격,가이드파일,템플릿,디자인보유,0,AF,AG,AH,AI,AJ,AK,AL,cell_meta_json
캘린더,3,탁상형캘린더,false,false,파일사양_작업사이즈,224 x 149,탁상형캘린더,14599,007-0001,탁상형캘린더,220 x 145 mm,2,224 x 149,220 x 145,316x467,탁상달력,PDF,디지털인쇄,Y,,*별도설정,양면,4(8P) / 8(16P) / 12(24P) / 16(32P),삼각대(그레이),,0,블랙,1,10000,1,개별포장없음,캘린더봉투 ★사이즈선택 : 220x145,,AI / PSD,,●,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""FFFF9900""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""has_constraint_star"": true}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""FF31859B""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,4,탁상형캘린더,true,false,파일사양_작업사이즈,134 x 224,탁상형캘린더,14599,007-0001,탁상형캘린더,130 x 220 mm,2,134 x 224,130 x 220,316x467,,PDF,,Y,,,,,,,,,,,,수축포장,캘린더봉투 240x230 mm 10장,,AI / PSD,,●,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""FF31859B""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,5,탁상형캘린더,true,false,파일사양_작업사이즈,,탁상형캘린더,14599,007-0001,탁상형캘린더,,,,,,,,,,,,,,,,,,,,,,캘린더봉투 ★사이즈선택 : 130x220,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""has_constraint_star"": true}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,6,탁상형캘린더,true,false,파일사양_작업사이즈,,탁상형캘린더,14599,007-0001,탁상형캘린더,,,,,,,,,,,,,,,,,,,,,,캘린더봉투 150x310 mm 10장,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,8,미니탁상형캘린더,true,false,파일사양_작업사이즈,94 x 104,탁상형캘린더,14600,007-0002,미니탁상형캘린더,90 x 100 mm,2,94 x 104,90 x 100,316x467,미니달력,PDF,디지털인쇄,Y,,*별도설정,양면,12(24P) / 16(32P),삼각대(블랙),,0,블랙,1,10000,1,개별포장없음,,,AI / PSD,,●,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""FFFF9900""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""FF31859B""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,9,미니탁상형캘린더,true,false,파일사양_작업사이즈,152 x 64,탁상형캘린더,14600,007-0002,미니탁상형캘린더,148 x 60 mm,2,152 x 64,148 x 60,316x467,,PDF,,Y,,,,,,,,,,,,수축포장,,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,11,엽서캘린더,false,false,파일사양_작업사이즈,149 x 149,엽서캘린더,14601,007-0003,엽서캘린더,145 x 145 mm,2,149 x 149,145 x 145,316x467,엽서달력,PDF,디지털인쇄,Y,,*별도설정,단면,12 / 13 / 14 / 15 / 16,,가공없음(재단만),0,,1,10000,1,,,,AI / PSD,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""FFFF9900""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
캘린더,12,엽서캘린더,true,false,파일사양_작업사이즈,224 x 134,엽서캘린더,14601,007-0003,엽서캘린더,220 x 130 mm,2,224 x 134,220 x 130,316x467,,PDF,,Y,,,,,,우드거치대,4000,,,,,,,,AI / PSD,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""사이즈(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""종이사양"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""장수(필수)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_삼각대컬러"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_캘린더가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""캘린더가공(필수)_링칼라"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""개별포장(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가이드파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""템플릿"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디자인보유"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""0"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AF"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AG"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AH"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AI"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AJ"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AK"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AL"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
