sheet,type,row_seq,col,ref,block_id,meta_json
아크릴,block,,,,B01,"{""title"": ""투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가"", ""r_title"": 1, ""row_range"": [1, 20], ""col_range"": [""A"", ""P""], ""header_rows"": [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], ""data_start_row"": null}"
아크릴,block,,,,B02,"{""title"": ""투명아크릴1.5T (직접입력형) 양면9도 / 단면7도 통용 단가"", ""r_title"": 21, ""row_range"": [21, 34], ""col_range"": [""A"", ""P""], ""header_rows"": [22, 23, 24, 25, 26, 27, 28, 29, 30, 31], ""data_start_row"": null}"
아크릴,block,,,,B03,"{""title"": ""미러아크릴3T (직접입력형) 전면5도 통용 단가"", ""r_title"": 35, ""row_range"": [35, 48], ""col_range"": [""A"", ""P""], ""header_rows"": [36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""data_start_row"": null}"
아크릴,block,,,,B04,"{""title"": ""아크릴상품 수량별 구간할인"", ""r_title"": 49, ""row_range"": [49, 89], ""col_range"": [""A"", ""P""], ""header_rows"": [50, 51, 52, 53, 54, 55, 56, 57, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86], ""data_start_row"": null}"
아크릴,block,,,,B05,"{""title"": ""아크릴코롯토"", ""r_title"": 90, ""row_range"": [90, 101], ""col_range"": [""A"", ""P""], ""header_rows"": [91, 92, 93, 94, 95, 96, 97], ""data_start_row"": null}"
아크릴,block,,,,B06,"{""title"": ""아크릴카라비너 (투명아크릴 3T+3T 접합)"", ""r_title"": 102, ""row_range"": [102, 107], ""col_range"": [""A"", ""C""], ""header_rows"": [103, 104, 105, 106, 107], ""data_start_row"": null}"
아크릴,block,,,,B07,"{""title"": ""아크릴카라비너 수량별 구간할인"", ""r_title"": 102, ""row_range"": [102, 107], ""col_range"": [""D"", ""P""], ""header_rows"": [103, 104, 105, 106], ""data_start_row"": null}"
아크릴,cell,1,A,A1,B01,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:O1""}"
아크릴,cell,1,B,B1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,C,C1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,D,D1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,E,E1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,F,F1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,G,G1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,H,H1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,I,I1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,J,J1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,K,K1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,L,L1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,M,M1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,N,N1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,O,O1,B01,"{""merged_range"": ""A1:O1""}"
아크릴,cell,1,P,P1,B01,"{""font_rgb"": ""FFFF9900""}"
아크릴,cell,21,A,A21,B02,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A21:J21""}"
아크릴,cell,21,B,B21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,C,C21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,D,D21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,E,E21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,F,F21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,G,G21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,H,H21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,I,I21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,21,J,J21,B02,"{""merged_range"": ""A21:J21""}"
아크릴,cell,35,A,A35,B03,"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A35:J35""}"
아크릴,cell,35,B,B35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,C,C35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,D,D35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,E,E35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,F,F35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,G,G35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,H,H35,B03,"{""merged_range"": ""A35:J35""}"
아크릴,cell,35,I,I35,B03,"{""merged_range"": ""A35:J35""}"
