sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,01 엽서,02 스티커,03 인쇄홍보물,04 포스터,05 사인,06 책자,07 캘린더,08 문구,09 아크릴,10 라이프,11 에코백,12 포장,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,cell_meta_json
MAP,40,,false,false,,,,,,,,,,,,→아크릴네임택,레더 슬림 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,41,,false,false,,,,,,,,,,,,말랑키링,레더 삼각 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,42,,false,false,,,,,,,,,,,,말랑증사홀더,레더 볼륨 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,43,,false,false,,,,,,,,,,,,말랑포카홀더,레더 원형 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,44,,false,false,,,,,,,,,,,,키캡키링,캔버스 플랫 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,45,,false,false,,,,,,,,,,,,LED키캡키링,캔버스 삼각 필통,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,46,,false,false,,,,,,,,,,,,미니CD앨범,,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,47,,false,false,,,,,,,,,,,,,▶︎레더에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,48,,false,false,,,,,,,,,,,,▶︎응원/시즌,레더토트백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,49,,false,false,,,,,,,,,,,,슬로건,레더숄더백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,50,,false,false,,,,,,,,,,,,이미지피켓(우치와),,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,51,,false,false,,,,,,,,,,,,하트 이미지피켓,▶︎패브릭에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,52,,false,false,,,,,,,,,,,,미니우치와키링,린넨 미니에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,53,,false,false,,,,,,,,,,,,유니폼키링,린넨 토트백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
