sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
스티커,B01,반칼 자유형/규격 스티커 (국4절),1,A,A1,반칼 자유형/규격 스티커 (국4절),,반칼 자유형/규격 스티커 (국4절),"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:S1""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,A,A2,옵션,,옵션,
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,B,B2,옵션,A5(4판) / 124 x186 mm (4판) > 유포/비코팅/미색,A5(4판) / 124 x186 mm (4판),"{""merged_range"": ""B2:D2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,E,E2,옵션,A4(2판) > 유포/비코팅/미색,A4(2판),"{""merged_range"": ""E2:G2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,H,H2,옵션,A3(1판) > 유포/비코팅/미색,A3(1판),"{""merged_range"": ""H2:J2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,K,K2,옵션,90*190(6판) > 유포/비코팅/미색,90*190(6판),"{""merged_range"": ""K2:M2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,N,N2,옵션,100*148(8판) > 유포/비코팅/미색,100*148(8판),"{""merged_range"": ""N2:P2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),2,Q,Q2,옵션,90*110(12판) > 유포/비코팅/미색,90*110(12판),"{""merged_range"": ""Q2:S2""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,A,A3,소재 / 수량(국4절),,소재 / 수량(국4절),
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,B,B3,소재 / 수량(국4절),A5(4판) / 124 x186 mm (4판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,C,C3,소재 / 수량(국4절),A5(4판) / 124 x186 mm (4판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,D,D3,소재 / 수량(국4절),A5(4판) / 124 x186 mm (4판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,E,E3,소재 / 수량(국4절),A4(2판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,F,F3,소재 / 수량(국4절),A4(2판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,G,G3,소재 / 수량(국4절),A4(2판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,H,H3,소재 / 수량(국4절),A3(1판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,I,I3,소재 / 수량(국4절),A3(1판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,J,J3,소재 / 수량(국4절),A3(1판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,K,K3,소재 / 수량(국4절),90*190(6판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,L,L3,소재 / 수량(국4절),90*190(6판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,M,M3,소재 / 수량(국4절),90*190(6판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,N,N3,소재 / 수량(국4절),100*148(8판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,O,O3,소재 / 수량(국4절),100*148(8판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,P,P3,소재 / 수량(국4절),100*148(8판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,Q,Q3,소재 / 수량(국4절),90*110(12판) > 유포/비코팅/미색,유포/비코팅/미색,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,R,R3,소재 / 수량(국4절),90*110(12판) > 무광코팅/유광코팅,무광코팅/유광코팅,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,S,S3,소재 / 수량(국4절),90*110(12판) > 투명/홀로그램,투명/홀로그램,
스티커,B01,반칼 자유형/규격 스티커 (국4절),3,T,T3,소재 / 수량(국4절),종이+인쇄+커팅,종이+인쇄+커팅,"{""font_rgb"": ""FFFF9900""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,A,A5,1,,1,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,B,B5,1,A5(4판) / 124 x186 mm (4판) > 유포/비코팅/미색,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,C,C5,1,A5(4판) / 124 x186 mm (4판) > 무광코팅/유광코팅,7000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,D,D5,1,A5(4판) / 124 x186 mm (4판) > 투명/홀로그램,7000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,E,E5,1,A4(2판) > 유포/비코팅/미색,5000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,F,F5,1,A4(2판) > 무광코팅/유광코팅,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,G,G5,1,A4(2판) > 투명/홀로그램,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,H,H5,1,A3(1판) > 유포/비코팅/미색,5000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,I,I5,1,A3(1판) > 무광코팅/유광코팅,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,J,J5,1,A3(1판) > 투명/홀로그램,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,K,K5,1,90*190(6판) > 유포/비코팅/미색,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,L,L5,1,90*190(6판) > 무광코팅/유광코팅,7000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,M,M5,1,90*190(6판) > 투명/홀로그램,7000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,N,N5,1,100*148(8판) > 유포/비코팅/미색,6700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,O,O5,1,100*148(8판) > 무광코팅/유광코팅,7700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,P,P5,1,100*148(8판) > 투명/홀로그램,7700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,Q,Q5,1,90*110(12판) > 유포/비코팅/미색,6700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,R,R5,1,90*110(12판) > 무광코팅/유광코팅,7700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),5,S,S5,1,90*110(12판) > 투명/홀로그램,7700,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,A,A6,2,,2,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,B,B6,2,A5(4판) / 124 x186 mm (4판) > 유포/비코팅/미색,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,C,C6,2,A5(4판) / 124 x186 mm (4판) > 무광코팅/유광코팅,7000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,D,D6,2,A5(4판) / 124 x186 mm (4판) > 투명/홀로그램,7000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,E,E6,2,A4(2판) > 유포/비코팅/미색,5000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,F,F6,2,A4(2판) > 무광코팅/유광코팅,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,G,G6,2,A4(2판) > 투명/홀로그램,6000,
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,H,H6,2,A3(1판) > 유포/비코팅/미색,5000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,I,I6,2,A3(1판) > 무광코팅/유광코팅,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,J,J6,2,A3(1판) > 투명/홀로그램,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,K,K6,2,90*190(6판) > 유포/비코팅/미색,6000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,L,L6,2,90*190(6판) > 무광코팅/유광코팅,7000,"{""fill_rgb"": ""theme0""}"
스티커,B01,반칼 자유형/규격 스티커 (국4절),6,M,M6,2,90*190(6판) > 투명/홀로그램,7000,"{""fill_rgb"": ""theme0""}"
