prd_cd,prd_nm,edge,remediation_class,note
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000078|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000079|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000080|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000081|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000082|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000086|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000087|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000088|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000089|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000090|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000091|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000092|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000095|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000096|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000097|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000098|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000099|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000104|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000106|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000107|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000108|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000109|siz_cd=SIZ_000263|qty=1
PRD_000071,트윈링책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000310', 'mat_cd': 'MAT_000079', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000311', 'mat_cd': 'MAT_000072', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000071,트윈링책자,W2,review,PARENT_DEAD OPV_000351#1:-=SIZ_000170
PRD_000071,트윈링책자,W2,review,PARENT_DEAD OPV_000353#1:-=SIZ_000253
PRD_000071,트윈링책자,W2,review,PARENT_DEAD OPV_000354#1:-=SIZ_000255
PRD_000071,트윈링책자,W4,needs_design,ANCHOR_MISSING OPV_000351#1:siz_cd=SIZ_000170
PRD_000071,트윈링책자,W4,needs_design,ANCHOR_MISSING OPV_000353#1:siz_cd=SIZ_000253
PRD_000071,트윈링책자,W4,needs_design,ANCHOR_MISSING OPV_000354#1:siz_cd=SIZ_000255
PRD_000072,하드커버책자,G1,review,
PRD_000072,하드커버책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000073', 'mat_cd': 'MAT_000078', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000074', 'mat_cd': 'MAT_000382'}, {'sub_prd_cd': 'PRD_000291', 'siz_cd': 'SIZ_000250', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000077,레더하드커버책자,G1,review,
PRD_000077,레더하드커버책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000078', 'mat_cd': 'MAT_000379', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000074', 'mat_cd': 'MAT_000382'}, {'sub_prd_cd': 'PRD_000291', 'siz_cd': 'SIZ_000250', 'mat_cd': 'MAT_000073', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000082,하드커버링책자,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000082,하드커버링책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000179|qty=1
PRD_000082,하드커버링책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000254|qty=1
PRD_000082,하드커버링책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000263|qty=1
PRD_000082,하드커버링책자,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000613|qty=1
PRD_000082,하드커버링책자,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000083', 'mat_cd': 'MAT_000078', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000084', 'mat_cd': 'MAT_000382'}, {'sub_prd_cd': 'PRD_000087'}, {'sub_prd_cd': 'PRD_000311', 'mat_cd': 'MAT_000072', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000001|siz_cd=SIZ_000003|qty=2
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000001|siz_cd=SIZ_000004|qty=2
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000001|siz_cd=SIZ_000103|qty=2
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000002|siz_cd=SIZ_000003|qty=2
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000002|siz_cd=SIZ_000004|qty=2
PRD_000094,엽서북,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000002|siz_cd=SIZ_000103|qty=2
PRD_000094,엽서북,G1,review,
PRD_000094,엽서북,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000095', 'siz_cd': 'SIZ_000003', 'mat_cd': 'MAT_000109', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000096', 'siz_cd': 'SIZ_000262', 'mat_cd': 'MAT_000092', 'print_opt_cd': 'POPT_000001'}]|mode=strict|qty=1"
PRD_000097,떡메모지,E4,needs_authority,ZERO_FINAL bdl_qty=100|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000119|qty=3
PRD_000097,떡메모지,E4,needs_authority,ZERO_FINAL bdl_qty=100|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000266|qty=3
PRD_000097,떡메모지,E4,needs_authority,ZERO_FINAL bdl_qty=50|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000119|qty=3
PRD_000097,떡메모지,E4,needs_authority,ZERO_FINAL bdl_qty=50|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000266|qty=3
PRD_000097,떡메모지,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '떡제본' 공정 제공하나 가격 comp 없음
PRD_000097,떡메모지,Q1,review,BELOW_MIN_QTY bdl_qty=100|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000119|qty=3
PRD_000097,떡메모지,Q1,review,BELOW_MIN_QTY bdl_qty=50|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000119|qty=3
PRD_000097,떡메모지,Q1,review,BELOW_MIN_QTY bdl_qty=50|mat_cd=MAT_000073|print_opt_cd=POPT_000001|siz_cd=SIZ_000266|qty=3
PRD_000097,떡메모지,Q1,review,수량 함정(TRAP_MIN): '떡메모지' 최소수량 3 < 구간 comp 최소 → 구간 아래 주문 시 무료
PRD_000100,포토북 [디자인명],E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|opt_cd=OPV_000486|print_opt_cd=POPT_000001|siz_cd=SIZ_000274|qty=1
PRD_000100,포토북 [디자인명],E4,needs_authority,ZERO_FINAL mat_cd=MAT_000105|opt_cd=OPV_000486|print_opt_cd=POPT_000002|siz_cd=SIZ_000274|qty=1
PRD_000100,포토북 [디자인명],Q1,review,초대량 저청구 검토(INFO_MAX): '포토북 [디자인명]' max 1000 > 최대구간 1×10
PRD_000101,포토북 [디자인명]-내지,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000109,미니탁상형캘린더,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000109,미니탁상형캘린더,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '수축포장' 공정 제공하나 가격 comp 없음
PRD_000110,엽서캘린더,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000110,엽서캘린더,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '1구 6mm 타공' 공정 제공하나 가격 comp 없음
PRD_000111,벽걸이캘린더,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000111,벽걸이캘린더,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '2구 6mm 타공' 공정 제공하나 가격 comp 없음
PRD_000118,아트프린트포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000118,아트프린트포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000118,아트프린트포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000119,아트페이퍼포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000120,방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000120,방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000120,방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000121,접착방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000121,접착방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000121,접착방수포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000122,접착투명포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트라텍스출력' 공정 제공하나 가격 comp 없음
PRD_000122,접착투명포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '화이트인쇄' 공정 제공하나 가격 comp 없음
PRD_000123,아트패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000124,린넨패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '말아박기' 공정 제공하나 가격 comp 없음
PRD_000124,린넨패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '봉미싱(7cm)' 공정 제공하나 가격 comp 없음
PRD_000124,린넨패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000124,린넨패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000125,캔버스패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000125,캔버스패브릭포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000125,캔버스패브릭포스터,W4,review,ANCHOR_DELETED OPV_000520#1:proc_cd=PROC_000080
PRD_000125,캔버스패브릭포스터,W4,review,ANCHOR_DELETED OPV_000831#1:proc_cd=PROC_000080
PRD_000126,레더아트프린트,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000127,타이벡프린트,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000127,타이벡프린트,G1,review,
PRD_000128,메쉬프린트,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000129,폼보드,E4,review,PRICE_GAP mat_cd=MAT_000599|siz_cd=SIZ_000198|qty=1
PRD_000129,폼보드,E4,review,PRICE_GAP mat_cd=MAT_000599|siz_cd=SIZ_000315|qty=1
PRD_000129,폼보드,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000599|siz_cd=SIZ_000198|qty=1
PRD_000129,폼보드,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000599|siz_cd=SIZ_000315|qty=1
PRD_000129,폼보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000129,폼보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000129,폼보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000130,포맥스보드,E4,review,PRICE_GAP mat_cd=MAT_000593|siz_cd=SIZ_000175|qty=1
PRD_000130,포맥스보드,E4,review,PRICE_GAP mat_cd=MAT_000593|siz_cd=SIZ_000197|qty=1
PRD_000130,포맥스보드,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000593|siz_cd=SIZ_000175|qty=1
PRD_000130,포맥스보드,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000593|siz_cd=SIZ_000197|qty=1
PRD_000130,포맥스보드,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000130,포맥스보드,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000130,포맥스보드,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000131,프레임리스우드액자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000131,프레임리스우드액자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000131,프레임리스우드액자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000131,프레임리스우드액자,Q1,review,초대량 저청구 검토(INFO_MAX): '프레임리스우드액자' max 1000 > 최대구간 1×10
PRD_000132,레더아트액자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000132,레더아트액자,Q1,review,초대량 저청구 검토(INFO_MAX): '레더아트액자' max 1000 > 최대구간 1×10
PRD_000133,캔버스 행잉포스터,E3,review,차원 누락(MISSING·opt_cd): 손님선택 1값이 단가행에 없음
PRD_000133,캔버스 행잉포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000133,캔버스 행잉포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000133,캔버스 행잉포스터,Q1,review,초대량 저청구 검토(INFO_MAX): '캔버스 행잉포스터' max 10000 > 최대구간 1×10
PRD_000133,캔버스 행잉포스터,W4,review,ANCHOR_DELETED OPV_000522#1:proc_cd=PROC_000080
PRD_000134,린넨우드봉족자,E3,review,차원 누락(MISSING·opt_cd): 손님선택 1값이 단가행에 없음
PRD_000134,린넨우드봉족자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000134,린넨우드봉족자,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000134,린넨우드봉족자,Q1,review,초대량 저청구 검토(INFO_MAX): '린넨우드봉족자' max 10000 > 최대구간 1×10
PRD_000135,족자포스터,E3,review,차원 누락(MISSING·opt_cd): 손님선택 2값이 단가행에 없음
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000958|siz_cd=SIZ_000198|qty=1
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000958|siz_cd=SIZ_000294|qty=1
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000958|siz_cd=SIZ_000315|qty=1
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000958|siz_cd=SIZ_000319|qty=1
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000958|siz_cd=SIZ_000320|qty=1
PRD_000135,족자포스터,E4,review,PRICE_GAP mat_cd=MAT_000178|opt_cd=OPV_000959|siz_cd=SIZ_000315|qty=1
PRD_000135,족자포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000135,족자포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000135,족자포스터,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000135,족자포스터,Q1,review,초대량 저청구 검토(INFO_MAX): '족자포스터' max 10000 > 최대구간 1×10
PRD_000136,PET배너,E4,review,PRICE_GAP mat_cd=MAT_000601|siz_cd=SIZ_000321|qty=1
PRD_000136,PET배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000136,PET배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '아일렛(4구)' 공정 제공하나 가격 comp 없음
PRD_000136,PET배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000136,PET배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000136,PET배너,Q1,review,초대량 저청구 검토(INFO_MAX): 'PET배너' max 10000 > 최대구간 1×10
PRD_000137,메쉬배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '아일렛(4구)' 공정 제공하나 가격 comp 없음
PRD_000137,메쉬배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000137,메쉬배너,Q1,review,초대량 저청구 검토(INFO_MAX): '메쉬배너' max 10000 > 최대구간 1×10
PRD_000138,일반현수막,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000138,일반현수막,E4,review,PRICE_GAP mat_cd=MAT_000605|opt_cd=OPV_000007|siz_cd=SIZ_000322|siz_height=500.0|siz_width=500.0|qty=1
PRD_000138,일반현수막,E4,review,PRICE_GAP mat_cd=MAT_000605|opt_cd=OPV_000008|siz_cd=SIZ_000322|siz_height=500.0|siz_width=500.0|qty=1
PRD_000138,일반현수막,E4,review,PRICE_GAP mat_cd=MAT_000605|opt_cd=OPV_000009|siz_cd=SIZ_000322|siz_height=500.0|siz_width=500.0|qty=1
PRD_000138,일반현수막,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '일반현수막 타공 추가가격' proc 가 상품 공정과 교집합 0
PRD_000138,일반현수막,Q1,review,초대량 저청구 검토(INFO_MAX): '일반현수막' max 10000 > 최대구간 1×10
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000013#1:mat_cd=MAT_000337
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000013#2:proc_cd=PROC_000081
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000014#1:mat_cd=MAT_000070
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000014#2:proc_cd=PROC_000081
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000015#1:mat_cd=MAT_000338
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000015#2:mat_cd=MAT_000070
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000016#1:mat_cd=MAT_000338
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000016#2:mat_cd=MAT_000070
PRD_000138,일반현수막,W4,review,ANCHOR_DELETED OPV_000016#3:proc_cd=PROC_000081
PRD_000139,메쉬현수막,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000139,메쉬현수막,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000139,메쉬현수막,E4,review,공정 오배선(PROC_MISMATCH): 코어 comp '메쉬현수막 타공 추가가격' proc 가 상품 공정과 교집합 0
PRD_000139,메쉬현수막,G1,review,
PRD_000140,무광시트커팅,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '시트커팅' 공정 제공하나 가격 comp 없음
PRD_000140,무광시트커팅,G1,review,
PRD_000141,홀로그램 시트커팅,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '시트커팅' 공정 제공하나 가격 comp 없음
PRD_000141,홀로그램 시트커팅,G1,review,
PRD_000142,유광아크릴스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000142,유광아크릴스티커,G1,review,
PRD_000143,미러아크릴스티커,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000143,미러아크릴스티커,G1,review,
PRD_000144,미니보드스탠딩,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000258|qty=1
PRD_000144,미니보드스탠딩,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000315|qty=1
PRD_000144,미니보드스탠딩,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000426|qty=1
PRD_000144,미니보드스탠딩,Q1,review,BELOW_MIN_QTY siz_cd=SIZ_000258|qty=1
PRD_000144,미니보드스탠딩,Q1,review,BELOW_MIN_QTY siz_cd=SIZ_000315|qty=1
PRD_000144,미니보드스탠딩,Q1,review,BELOW_MIN_QTY siz_cd=SIZ_000426|qty=1
PRD_000144,미니보드스탠딩,Q1,review,수량 함정(TRAP_MIN): '미니보드스탠딩' 최소수량 1 < 구간 comp 최소 → 구간 아래 주문 시 무료
PRD_000145,미니배너,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000178|siz_cd=SIZ_000328|qty=1
PRD_000145,미니배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사가공' 공정 제공하나 가격 comp 없음
PRD_000145,미니배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '실사출력' 공정 제공하나 가격 comp 없음
PRD_000145,미니배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(무광)' 공정 제공하나 가격 comp 없음
PRD_000145,미니배너,E4,review,공정 무료화(UNCOVERED_BAKED): 상품이 '쿨코팅(유광)' 공정 제공하나 가격 comp 없음
PRD_000145,미니배너,Q1,review,BELOW_MIN_QTY mat_cd=MAT_000178|siz_cd=SIZ_000328|qty=1
PRD_000145,미니배너,Q1,review,수량 함정(TRAP_MIN): '미니배너' 최소수량 1 < 구간 comp 최소 → 구간 아래 주문 시 무료
PRD_000146,아크릴키링,E4,needs_authority,PRICE_MISSING OPV_000625#1:mat_cd=MAT_000417
PRD_000146,아크릴키링,E4,needs_authority,PRICE_MISSING OPV_000626#1:mat_cd=MAT_000418
PRD_000146,아크릴키링,E4,needs_authority,PRICE_MISSING OPV_000627#1:mat_cd=MAT_000456
PRD_000146,아크릴키링,E4,needs_authority,"UNCOVERED mat_cd: 3개 값 그리드 매칭 없음 값=['MAT_000417', 'MAT_000418', 'MAT_000456']"
PRD_000146,아크릴키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000146,아크릴키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '굿즈가공' 공정 제공하나 가격 comp 없음
PRD_000146,아크릴키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000146,아크릴키링,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴키링' max 10000 > 최대구간 1×10
PRD_000147,아크릴마그넷,E3,review,차원 누락(MISSING·opt_cd): 손님선택 1값이 단가행에 없음
PRD_000147,아크릴마그넷,E4,needs_authority,PRICE_MISSING OPV_001020#1:mat_cd=MAT_000419
PRD_000147,아크릴마그넷,E4,needs_authority,UNCOVERED mat_cd: 1개 값 그리드 매칭 없음 값=['MAT_000419']
PRD_000147,아크릴마그넷,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000147,아크릴마그넷,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000147,아크릴마그넷,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴마그넷' max 10000 > 최대구간 1×10
PRD_000148,아크릴뱃지,E4,needs_authority,PRICE_MISSING OPV_001021#1:mat_cd=MAT_000420
PRD_000148,아크릴뱃지,E4,needs_authority,PRICE_MISSING OPV_001022#1:mat_cd=MAT_000422
PRD_000148,아크릴뱃지,E4,needs_authority,"UNCOVERED mat_cd: 2개 값 그리드 매칭 없음 값=['MAT_000420', 'MAT_000422']"
PRD_000148,아크릴뱃지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000148,아크릴뱃지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '굿즈가공' 공정 제공하나 가격 comp 없음
PRD_000148,아크릴뱃지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000148,아크릴뱃지,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴뱃지' max 10000 > 최대구간 1×10
PRD_000149,아크릴집게,E3,review,차원 누락(MISSING·opt_cd): 손님선택 2값이 단가행에 없음
