prd_cd,prd_nm,siz_cd,work_size,press_sheet,output_paper_typ_cd,prd_typ,repro,is_jeonji_siz
PRD_000069,무선책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000069,무선책자,SIZ_000252,213x303,,,PRD_TYPE.04,N,N
PRD_000070,PUR책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000070,PUR책자,SIZ_000252,213x303,,,PRD_TYPE.04,N,N
PRD_000071,트윈링책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000071,트윈링책자,SIZ_000252,213x303,,,PRD_TYPE.04,N,N
PRD_000071,트윈링책자,SIZ_000254,214x150,,,PRD_TYPE.04,N,N
PRD_000071,트윈링책자,SIZ_000173,216x303,316x467,,PRD_TYPE.04,N,N
PRD_000071,트윈링책자,SIZ_000256,303x213,,,PRD_TYPE.04,N,N
PRD_000072,하드커버책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000072,하드커버책자,SIZ_000252,213x303,,,PRD_TYPE.04,N,N
PRD_000077,레더 하드커버책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000077,레더 하드커버책자,SIZ_000252,213x303,,,PRD_TYPE.04,N,N
PRD_000082,하드커버 링책자,SIZ_000250,150x214,,,PRD_TYPE.04,N,N
PRD_000082,하드커버 링책자,SIZ_000254,214x150,,,PRD_TYPE.04,N,N
PRD_000082,하드커버 링책자,SIZ_000173,216x303,316x467,,PRD_TYPE.04,N,N
PRD_000082,하드커버 링책자,SIZ_000179,303x216,316x467,,PRD_TYPE.04,N,N
PRD_000088,레더 링바인더,SIZ_000259,611x374,,,PRD_TYPE.04,N,N
PRD_000088,레더 링바인더,SIZ_000260,622x374,,,PRD_TYPE.04,N,N
