comp_cd,apply_ymd,from_siz_cd,to_siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,old_comp_price_id
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",10,1200.00,964
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",100,540.00,1016
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1000,190.00,1068
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",10000,108.00,1132
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1000000,108.00,1136
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1200,190.00,1072
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1400,180.00,1076
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",15,1200.00,968
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",150,380.00,1020
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1600,180.00,1080
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",1800,160.00,1084
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",2,2900.00,932
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",20,1080.00,972
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",200,350.00,1024
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",2000,160.00,1088
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",25,950.00,976
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",250,330.00,1028
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",2500,150.00,1092
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",3,2500.00,936
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",30,810.00,980
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",300,300.00,1032
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",3000,150.00,1096
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",35,760.00,984
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",350,270.00,1036
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",3500,135.00,1100
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",4,2200.00,940
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",40,680.00,988
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",400,250.00,1040
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",4000,135.00,1104
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",45,680.00,992
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",450,220.00,1044
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",4500,122.00,1108
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",5,2000.00,944
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",50,680.00,996
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",500,190.00,1048
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",5000,122.00,1112
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",6,1900.00,948
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",60,540.00,1000
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",600,190.00,1052
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",6000,108.00,1116
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",7,1700.00,952
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",70,540.00,1004
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",700,190.00,1056
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",7000,108.00,1120
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",8,1500.00,956
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",80,540.00,1008
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",800,190.00,1060
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",8000,108.00,1124
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",9,1300.00,960
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",90,540.00,1012
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",900,190.00,1064
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000002,"","","",9000,108.00,1128
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1,7000.00,930
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",10,1600.00,966
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",100,950.00,1018
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1000,450.00,1070
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",10000,390.00,1134
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1000000,390.00,1138
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1200,440.00,1074
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1400,440.00,1078
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",15,2430.00,970
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",150,890.00,1022
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1600,430.00,1082
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",1800,420.00,1086
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",2,4600.00,934
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",20,2300.00,974
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",200,840.00,1026
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",2000,420.00,1090
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",25,2200.00,978
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",250,780.00,1030
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",2500,420.00,1094
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",3,4300.00,938
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",30,2030.00,982
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",300,730.00,1034
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",3000,410.00,1098
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",35,1890.00,986
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",350,680.00,1038
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",3500,410.00,1102
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",4,3500.00,942
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",40,1760.00,990
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",400,620.00,1042
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",4000,410.00,1106
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",45,1620.00,994
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",450,560.00,1046
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",4500,400.00,1110
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",5,3000.00,946
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",50,1490.00,998
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",500,520.00,1050
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",5000,400.00,1114
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",6,2600.00,950
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",60,1350.00,1002
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",600,500.00,1054
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",6000,400.00,1118
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",7,2300.00,954
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",70,1200.00,1006
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",700,490.00,1058
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",7000,400.00,1122
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",8,2100.00,958
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",80,1080.00,1010
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",800,480.00,1062
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",8000,400.00,1126
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",9,1900.00,962
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",90,950.00,1014
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",900,460.00,1066
COMP_PRINT_DIGITAL_S2,2026-06-01,SIZ_000077,SIZ_PROPOSE_3JEOL,CLR_000005,"","","",9000,390.00,1130
