source,sheet,product_or_context,display_name,raw_dims,unit,semantic_axis_guess
master,책자,,A4 (210 x 297 mm),"{""work"": ""216 x 303"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,책자,,A4 (297 x 210 mm),"{""work"": ""303 x 213"", ""cut"": ""297 x 210""}",mm,작업/재단(완제 디스플레이)
master,책자,하드커버책자,A5 (148 x 210 mm),"{""work"": ""150 x 214"", ""cut"": ""148 x 210""}",mm,작업/재단(완제 디스플레이)
master,책자,,A4 (210 x 297 mm),"{""work"": ""213 x 303"", ""cut"": ""210 x 150""}",mm,작업/재단(완제 디스플레이)
master,책자,레더 하드커버책자,A5 (148 x 210 mm),"{""work"": ""150 x 214"", ""cut"": ""148 x 210""}",mm,작업/재단(완제 디스플레이)
master,책자,,A4 (210 x 297 mm),"{""work"": ""213 x 303"", ""cut"": ""210 x 150""}",mm,작업/재단(완제 디스플레이)
master,책자,하드커버 링책자,A5 (148 x 210 mm),"{""work"": ""150 x 214"", ""cut"": ""148 x 210""}",mm,작업/재단(완제 디스플레이)
master,책자,,A5 (210 x 148 mm),"{""work"": ""214 x 150"", ""cut"": ""210 x 150""}",mm,작업/재단(완제 디스플레이)
master,책자,,A4 (210 x 297 mm),"{""work"": ""216 x 303"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,책자,,A4 (297 x 210 mm),"{""work"": ""303 x 216"", ""cut"": ""297 x 210""}",mm,작업/재단(완제 디스플레이)
master,책자,링바인더 (보류중),A4 (두께A) 31mm,{},mm,작업/재단(완제 디스플레이)
master,책자,,A4 (두께B) 42mm,{},mm,작업/재단(완제 디스플레이)
master,책자,,A4 (두께B) 56mm,{},mm,작업/재단(완제 디스플레이)
master,책자,레더 링바인더,A4,{},mm,작업/재단(완제 디스플레이)
master,책자,엽서북,100 x 150 mm,"{""work"": ""102 x 152"", ""cut"": ""100 x 150""}",mm,작업/재단(완제 디스플레이)
master,책자,,150 x 100 mm,"{""work"": ""152 x 102"", ""cut"": ""150 x 100""}",mm,작업/재단(완제 디스플레이)
master,책자,,135 x 135 mm,"{""work"": ""137 x 137"", ""cut"": ""135 x 135""}",mm,작업/재단(완제 디스플레이)
master,책자,떡메모지,90 x 90 mm,"{""work"": ""94 x 94"", ""cut"": ""90 x 90""}",mm,작업/재단(완제 디스플레이)
master,책자,,70 x 120 mm,"{""work"": ""74 x 124"", ""cut"": ""72 x 120""}",mm,작업/재단(완제 디스플레이)
master,포토북(가격포함),포토북 [디자인명],8 x 8 (200 x 200 mm),"{""work"": ""203x203"", ""cut"": ""201x199""}",mm,작업/재단(완제 디스플레이)
master,포토북(가격포함),,10 x 10 (250 x 250 mm),"{""work"": ""254x254"", ""cut"": ""252x250""}",mm,작업/재단(완제 디스플레이)
master,포토북(가격포함),,A5 (148 x 210 mm),"{""work"": ""150x214"", ""cut"": ""148x210""}",mm,작업/재단(완제 디스플레이)
master,포토북(가격포함),,A4 (210 x 297 mm),"{""work"": ""213x303"", ""cut"": ""210x297""}",mm,작업/재단(완제 디스플레이)
master,캘린더,탁상형캘린더,220 x 145 mm,"{""work"": ""224 x 149"", ""cut"": ""220 x 145""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,130 x 220 mm,"{""work"": ""134 x 224"", ""cut"": ""130 x 220""}",mm,작업/재단(완제 디스플레이)
master,캘린더,미니탁상형캘린더,90 x 100 mm,"{""work"": ""94 x 104"", ""cut"": ""90 x 100""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,148 x 60 mm,"{""work"": ""152 x 64"", ""cut"": ""148 x 60""}",mm,작업/재단(완제 디스플레이)
master,캘린더,엽서캘린더,145 x 145 mm,"{""work"": ""149 x 149"", ""cut"": ""145 x 145""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,220 x 130 mm,"{""work"": ""224 x 134"", ""cut"": ""220 x 130""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,220 x 145 mm,"{""work"": ""224 x 149"", ""cut"": ""220 x 145""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,130  x 220 mm,"{""work"": ""134 x 224"", ""cut"": ""130  x 220""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,148 x 210 mm,"{""work"": ""152 x 214"", ""cut"": ""148 x 210""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,145 x 300 mm,"{""work"": ""149 x 304"", ""cut"": ""145 x 300""}",mm,작업/재단(완제 디스플레이)
master,캘린더,벽걸이캘린더,210 x 297 mm,"{""work"": ""214 x 301"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,210 x 420 mm,"{""work"": ""214 x 424"", ""cut"": ""210 x 420""}",mm,작업/재단(완제 디스플레이)
master,캘린더,,300 x 420 mm,"{""work"": ""304 x 424"", ""cut"": ""300 x 420""}",mm,작업/재단(완제 디스플레이)
master,캘린더,와이드벽걸이캘린더,300 x 625 mm,"{""work"": ""304 x 629"", ""cut"": ""300 x 625""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),탁상형캘린더,220 x 145 mm,"{""work"": ""224 x 149"", ""cut"": ""220 x 145""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),,130 x 220 mm,"{""work"": ""134 x 224"", ""cut"": ""130 x 220""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),미니탁상형캘린더,90 x 100 mm,"{""work"": ""94 x 104"", ""cut"": ""90 x 100""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),,148 x 60 mm,"{""work"": ""152 x 64"", ""cut"": ""148 x 60""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),엽서캘린더,145 x 145 mm,"{""work"": ""149 x 149"", ""cut"": ""145 x 145""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),벽걸이캘린더,210 x 297 mm,"{""work"": ""214 x 301"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,디자인캘린더(가격포함),와이드벽걸이캘린더,300 x 625 mm,"{""work"": ""304 x 629"", ""cut"": ""300 x 625""}",mm,작업/재단(완제 디스플레이)
master,실사,아트프린트포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,아트페이퍼포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~900"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,방수포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,투명포스터★,A3 (297 x 420 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""garo"": ""20~120"", ""sero"": ""20~3000""}",mm,비규격(가로/세로 입력)
master,실사,접착방수포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,접착투명포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,아트패브릭포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,린넨패브릭포스터,A3세로 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3가로 (420 x 297 mm),"{""work"": ""420 x 297"", ""cut"": ""420 x 297""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2세로 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2가로 (594 x 420 mm),"{""work"": ""594 x 420"", ""cut"": ""594 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1세로 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1가로 (841 x 594 mm),"{""work"": ""841 x 594"", ""cut"": ""841 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,캔버스패브릭포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,레더아트프린트,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~600"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,타이벡프린트,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~1200"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,메쉬프린트,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""200~600"", ""sero"": ""200~3000""}",mm,비규격(가로/세로 입력)
master,실사,폼보드,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""garo"": ""20~120"", ""sero"": ""20~240""}",mm,비규격(가로/세로 입력)
master,실사,포맥스보드,A3 (297 x 420 mm),"{""work"": ""303 x 426"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""426 x 600"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,프레임리스우드액자,A3 (297 x 420 mm),"{""work"": ""303 x 426"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""426 x 600"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),{},mm,작업/재단(완제 디스플레이)
master,실사,레더아트액자,5x5 (127 x 127 mm),"{""work"": ""207 x 207"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,,5x7 (127 x 178 mm),"{""work"": ""207 x 258"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,,8x8 (203 x 203 mm),"{""work"": ""283 x 283"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,,8x10 (203 x 254 mm),"{""work"": ""283 x 334"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,,A4 (210 x 297 mm),"{""work"": ""290 x 377"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3 (297 x 420 mm),"{""work"": ""377 x 500"", ""cut"": ""-""}",mm,작업/재단(완제 디스플레이)
master,실사,캔버스 행잉포스터,A4 (210 x 297 mm),"{""work"": ""210 x 297"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,린넨 우드봉 족자,A4,"{""work"": ""210 x 347"", ""cut"": ""210 x 347""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3,"{""work"": ""297 x 470"", ""cut"": ""297 x 470""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2,"{""work"": ""420 x 644"", ""cut"": ""420 x 644""}",mm,작업/재단(완제 디스플레이)
master,실사,족자포스터,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,,A1 (594 x 841 mm),"{""work"": ""594 x 841"", ""cut"": ""594 x 841""}",mm,작업/재단(완제 디스플레이)
master,실사,,300 x 600mm,"{""work"": ""300 x 600"", ""cut"": ""300 x 600""}",mm,작업/재단(완제 디스플레이)
master,실사,,900 x 1200mm,"{""work"": ""900 x 1200"", ""cut"": ""900 x 1200""}",mm,작업/재단(완제 디스플레이)
master,실사,PET배너,600x1800mm,"{""work"": ""600 x 1800"", ""cut"": ""600 x 1800""}",mm,작업/재단(완제 디스플레이)
master,실사,메쉬배너,600x1800mm,"{""work"": ""600 x 1800"", ""cut"": ""600 x 1800""}",mm,작업/재단(완제 디스플레이)
master,실사,일반현수막,5000x900mm,"{""work"": ""5000 x 900"", ""cut"": ""5000 x 900""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""500~5000"", ""sero"": ""500~1750""}",mm,비규격(가로/세로 입력)
master,실사,메쉬현수막,900 x 900mm,"{""work"": ""900 x 900"", ""cut"": ""900 x 900""}",mm,작업/재단(완제 디스플레이)
master,실사,,900 x 1200mm,"{""work"": ""900 x 1200"", ""cut"": ""900 x 1200""}",mm,작업/재단(완제 디스플레이)
master,실사,,5000 x 900mm,"{""work"": ""5000 x 900"", ""cut"": ""5000 x 900""}",mm,작업/재단(완제 디스플레이)
master,실사,,사용자입력,"{""work"": ""가로 x 세로"", ""cut"": ""가로 x 세로"", ""garo"": ""500~900"", ""sero"": ""500~3000""}",mm,비규격(가로/세로 입력)
master,실사,무광시트커팅,A4 (210 x 297 mm),"{""work"": ""210 x 297"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,홀로그램 시트커팅,A4 (210 x 297 mm),"{""work"": ""210 x 297"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3 (297 x 420 mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,,A2 (420 x 594 mm),"{""work"": ""420 x 594"", ""cut"": ""420 x 594""}",mm,작업/재단(완제 디스플레이)
master,실사,유광아크릴스티커,290 x 90 mm,"{""work"": ""290 x 90"", ""cut"": ""290 x 90""}",mm,작업/재단(완제 디스플레이)
master,실사,,290 x 190 mm,"{""work"": ""290 x 190"", ""cut"": ""290 x 190""}",mm,작업/재단(완제 디스플레이)
master,실사,,390 x 290 mm,"{""work"": ""390 x 290"", ""cut"": ""390 x 290""}",mm,작업/재단(완제 디스플레이)
master,실사,,590 x 390 mm,"{""work"": ""590 x 390"", ""cut"": ""590 x 390""}",mm,작업/재단(완제 디스플레이)
master,실사,미러아크릴스티커,290 x 90 mm,"{""work"": ""290 x 90"", ""cut"": ""290 x 90""}",mm,작업/재단(완제 디스플레이)
master,실사,,290 x 190 mm,"{""work"": ""290 x 190"", ""cut"": ""290 x 190""}",mm,작업/재단(완제 디스플레이)
master,실사,,390 x 290 mm,"{""work"": ""390 x 290"", ""cut"": ""390 x 290""}",mm,작업/재단(완제 디스플레이)
master,실사,,590 x 390 mm,"{""work"": ""590 x 390"", ""cut"": ""590 x 390""}",mm,작업/재단(완제 디스플레이)
master,실사,미니보드스탠딩,A5 (148 x 210mm),"{""work"": ""148 x 210"", ""cut"": ""148 x 210""}",mm,작업/재단(완제 디스플레이)
master,실사,,A4 (210 x 297mm),"{""work"": ""210 x 297"", ""cut"": ""210 x 297""}",mm,작업/재단(완제 디스플레이)
master,실사,,A3 (297 x 420mm),"{""work"": ""297 x 420"", ""cut"": ""297 x 420""}",mm,작업/재단(완제 디스플레이)
master,실사,미니배너,150 x 300 mm,"{""work"": ""150 x 300"", ""cut"": ""150 x 300""}",mm,작업/재단(완제 디스플레이)
master,실사,,180 x 420 mm,"{""work"": ""180 x 420"", ""cut"": ""180 x 420""}",mm,작업/재단(완제 디스플레이)
master,아크릴,아크릴키링,20 x 30 mm,"{""work"": ""20 x 30"", ""cut"": ""20 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 30 mm,"{""work"": ""30 x 30"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 40 mm,"{""work"": ""30 x 40"", ""cut"": ""30 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 70mm,"{""work"": ""30 x 70"", ""cut"": ""30 x 70""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""40 x 40"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 50 mm,"{""work"": ""40 x 50"", ""cut"": ""40 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 60 mm,"{""work"": ""40 x 60"", ""cut"": ""40 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,50 x 50 mm,"{""work"": ""50 x 50"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""20~100"", ""sero"": ""20~100""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴마그넷,20 x 20 mm,"{""work"": ""24 X 24"", ""cut"": ""20 x 20""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 30 mm,"{""work"": ""34 X 34"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 40 mm,"{""work"": ""34 X 44"", ""cut"": ""30 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""44 X 44"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 50 mm,"{""work"": ""44 X 54"", ""cut"": ""40 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,50 x 50 mm,"{""work"": ""54 X 54"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,60 x 60 mm,"{""work"": ""64 X 64"", ""cut"": ""60 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""20~80"", ""sero"": ""20~80""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴뱃지,30 x 30 mm,"{""work"": ""34 X 34"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""44 X 44"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,50 x 50 mm,"{""work"": ""54 X 54"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""30~80"", ""sero"": ""30~80""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴집게,30 x 30 mm,"{""work"": ""34 X 34"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""44 X 44"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,50 x 50 mm,"{""work"": ""54 X 54"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""30~60"", ""sero"": ""30~60""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴스마트톡,50 x 50 mm,"{""work"": ""54 X 54"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,60 x 60 mm,"{""work"": ""64 X 64"", ""cut"": ""60 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,70 x 60 mm,"{""work"": ""74 x 64"", ""cut"": ""70 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""50~80"", ""sero"": ""50~80""}",mm,비규격(가로/세로 입력)
master,아크릴,맥세이프 스마트톡,50 x 50 mm,"{""work"": ""54 X 54"", ""cut"": ""50 x 50""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,60 x 60 mm,"{""work"": ""64 X 64"", ""cut"": ""60 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,70 x 60 mm,"{""work"": ""74 x 64"", ""cut"": ""70 x 60""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""50~80"", ""sero"": ""50~80""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴명찰,60 x 20 mm,"{""work"": ""64x24"", ""cut"": ""60x20""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,70 x 25 mm,"{""work"": ""74x29"", ""cut"": ""70x25""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,80 x 30 mm,"{""work"": ""84x34"", ""cut"": ""80x30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""60~80"", ""sero"": ""20~50""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴명찰(골드실버),60 x 20 mm,"{""work"": ""64x24"", ""cut"": ""60x20""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,70 x 25 mm,"{""work"": ""74x29"", ""cut"": ""70x25""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,80 x 30 mm,"{""work"": ""84x34"", ""cut"": ""80x30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""60~80"", ""sero"": ""20~50""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴 머리끈,20 x 20 mm,"{""work"": ""24 X 24"", ""cut"": ""20 x 20""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 30 mm,"{""work"": ""34 X 34"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""44 X 44"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""20~40"", ""sero"": ""20~40""}",mm,비규격(가로/세로 입력)
master,아크릴,아크릴볼펜,20 x 20 mm,"{""work"": ""24 X 24"", ""cut"": ""20 x 20""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,30 x 30 mm,"{""work"": ""34 X 34"", ""cut"": ""30 x 30""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,40 x 40 mm,"{""work"": ""44 X 44"", ""cut"": ""40 x 40""}",mm,작업/재단(완제 디스플레이)
master,아크릴,,사용자입력,"{""work"": ""가로 x 세로"", ""garo"": ""20~40"", ""sero"": ""20~40""}",mm,비규격(가로/세로 입력)
