code,display_name,raw_value_json,unit,semantic_axis,product_bindings,price_dependent,source,note
SIZ_000132,50x90,"{""work_w"": ""50.00"", ""work_h"": ""90.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000133,86x52,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""86.00"", ""cut_h"": ""52.00""}",mm,치수미상/라벨형,prd_sizes=4;plate=0,N,live,
SIZ_000134,88x106,"{""work_w"": ""88.00"", ""work_h"": ""106.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000135,52x86,"{""work_w"": ""52.00"", ""work_h"": ""86.00"", ""cut_w"": ""52.00"", ""cut_h"": ""86.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000136,300x152,"{""work_w"": ""300.00"", ""work_h"": ""152.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000137,298x150,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""298.00"", ""cut_h"": ""150.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000138,152x300,"{""work_w"": ""152.00"", ""work_h"": ""300.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000139,150x298,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""150.00"", ""cut_h"": ""298.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000140,407x139,"{""work_w"": ""407.00"", ""work_h"": ""139.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000141,139x407,"{""work_w"": ""139.00"", ""work_h"": ""407.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000142,604x154,"{""work_w"": ""604.00"", ""work_h"": ""154.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000143,154x604,"{""work_w"": ""154.00"", ""work_h"": ""604.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000144,92x52,"{""work_w"": ""92.00"", ""work_h"": ""52.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000145,92x57,"{""work_w"": ""92.00"", ""work_h"": ""57.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000146,88x54,"{""work_w"": ""88.00"", ""work_h"": ""54.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000147,100x60,"{""work_w"": ""100.00"", ""work_h"": ""60.00"", ""cut_w"": ""100.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000148,60x60,"{""work_w"": ""60.00"", ""work_h"": ""60.00"", ""cut_w"": ""60.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=5;plate=2,N,live,
SIZ_000149,152x72,"{""work_w"": ""152.00"", ""work_h"": ""72.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000150,152x79,"{""work_w"": ""152.00"", ""work_h"": ""79.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000151,80x104,"{""work_w"": ""80.00"", ""work_h"": ""104.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000152,86x110,"{""work_w"": ""86.00"", ""work_h"": ""110.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000153,80x124,"{""work_w"": ""80.00"", ""work_h"": ""124.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000154,86x130,"{""work_w"": ""86.00"", ""work_h"": ""130.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000155,90x124,"{""work_w"": ""90.00"", ""work_h"": ""124.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000156,96x130,"{""work_w"": ""96.00"", ""work_h"": ""130.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000157,104x104,"{""work_w"": ""104.00"", ""work_h"": ""104.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000158,66x184,"{""work_w"": ""66.00"", ""work_h"": ""184.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000159,72x190,"{""work_w"": ""72.00"", ""work_h"": ""190.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000160,115x170,"{""work_w"": ""115.00"", ""work_h"": ""170.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000161,78x78,"{""work_w"": ""78.00"", ""work_h"": ""78.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000162,78x152,"{""work_w"": ""78.00"", ""work_h"": ""152.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000163,78x113,"{""work_w"": ""78.00"", ""work_h"": ""113.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000164,78x222,"{""work_w"": ""78.00"", ""work_h"": ""222.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000165,84x84,"{""work_w"": ""84.00"", ""work_h"": ""84.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000166,114x84,"{""work_w"": ""114.00"", ""work_h"": ""84.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000167,144x84,"{""work_w"": ""144.00"", ""work_h"": ""84.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000168,164x84,"{""work_w"": ""164.00"", ""work_h"": ""84.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000169,35x120,"{""work_w"": ""35.00"", ""work_h"": ""120.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000170,A5(148x210mm),"{""work_w"": ""148.00"", ""work_h"": ""210.00"", ""cut_w"": ""148.00"", ""cut_h"": ""210.00""}",mm,작업+재단 보유,prd_sizes=19;plate=0,Y,both,del_yn=Y(논리삭제) | cp_rows=180
SIZ_000171,152x214,"{""work_w"": ""152.00"", ""work_h"": ""214.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000172,A4(210x297mm),"{""work_w"": ""210.00"", ""work_h"": ""297.00"", ""cut_w"": ""210.00"", ""cut_h"": ""297.00""}",mm,작업+재단 보유,prd_sizes=19;plate=0,Y,both,cp_rows=12
SIZ_000173,216x303,"{""work_w"": ""216.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000174,A3(297x420mm),"{""work_w"": ""297.00"", ""work_h"": ""420.00"", ""cut_w"": ""297.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=22;plate=0,Y,both,cp_rows=12
SIZ_000175,303x426,"{""work_w"": ""303.00"", ""work_h"": ""426.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000176,A3+(300x440mm),"{""work_w"": ""300.00"", ""work_h"": ""440.00"", ""cut_w"": ""300.00"", ""cut_h"": ""440.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000177,306x446,"{""work_w"": ""306.00"", ""work_h"": ""446.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000178,214x152,"{""work_w"": ""214.00"", ""work_h"": ""152.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000179,303x216,"{""work_w"": ""303.00"", ""work_h"": ""216.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000180,302x216,"{""work_w"": ""302.00"", ""work_h"": ""216.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000181,426x303,"{""work_w"": ""426.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000182,425x303,"{""work_w"": ""425.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000183,419x297,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""419.00"", ""cut_h"": ""297.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000184,424x303,"{""work_w"": ""424.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000185,418x297,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""418.00"", ""cut_h"": ""297.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000186,635x303,"{""work_w"": ""635.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000187,629x297,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""629.00"", ""cut_h"": ""297.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000188,644x303,"{""work_w"": ""644.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000189,638x297,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""638.00"", ""cut_h"": ""297.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000190,646x303,"{""work_w"": ""646.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000191,225x193,"{""work_w"": ""225.00"", ""work_h"": ""193.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,Y,live,cp_rows=10
SIZ_000192,238x262,"{""work_w"": ""238.00"", ""work_h"": ""262.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,Y,live,cp_rows=10
SIZ_000193,262x238,"{""work_w"": ""262.00"", ""work_h"": ""238.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,Y,live,cp_rows=10
SIZ_000194,510x387,"{""work_w"": ""510.00"", ""work_h"": ""387.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,Y,live,cp_rows=10
SIZ_000195,313x400,"{""work_w"": ""313.00"", ""work_h"": ""400.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000196,A6(105x148mm),"{""work_w"": ""105.00"", ""work_h"": ""148.00"", ""cut_w"": ""105.00"", ""cut_h"": ""148.00""}",mm,작업+재단 보유,prd_sizes=4;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000197,A2(420x594mm),"{""work_w"": ""420.00"", ""work_h"": ""594.00"", ""cut_w"": ""420.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=19;plate=0,Y,both,cp_rows=12
SIZ_000198,A2 (420X594),"{""work_w"": ""420.00"", ""work_h"": ""594.00"", ""cut_w"": ""420.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=0;plate=18,N,live,
SIZ_000199,400x600,"{""work_w"": ""400.00"", ""work_h"": ""600.00"", ""cut_w"": ""400.00"", ""cut_h"": ""600.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,Y,live,cp_rows=6
SIZ_000200,104x144,"{""work_w"": ""104.00"", ""work_h"": ""144.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000201,128x190,"{""work_w"": ""128.00"", ""work_h"": ""190.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000202,94x194,"{""work_w"": ""94.00"", ""work_h"": ""194.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000203,72x46,"{""work_w"": ""72.00"", ""work_h"": ""46.00"", ""cut_w"": ""72.00"", ""cut_h"": ""46.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000204,79x43,"{""work_w"": ""79.00"", ""work_h"": ""43.00"", ""cut_w"": ""79.00"", ""cut_h"": ""43.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000205,77x53,"{""work_w"": ""77.00"", ""work_h"": ""53.00"", ""cut_w"": ""77.00"", ""cut_h"": ""53.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000206,91x35,"{""work_w"": ""91.00"", ""work_h"": ""35.00"", ""cut_w"": ""91.00"", ""cut_h"": ""35.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000207,73x40,"{""work_w"": ""73.00"", ""work_h"": ""40.00"", ""cut_w"": ""73.00"", ""cut_h"": ""40.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000208,83x45,"{""work_w"": ""83.00"", ""work_h"": ""45.00"", ""cut_w"": ""83.00"", ""cut_h"": ""45.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000209,93x50,"{""work_w"": ""93.00"", ""work_h"": ""50.00"", ""cut_w"": ""93.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000210,55x55,"{""work_w"": ""55.00"", ""work_h"": ""55.00"", ""cut_w"": ""55.00"", ""cut_h"": ""55.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000211,70x70,"{""work_w"": ""70.00"", ""work_h"": ""70.00"", ""cut_w"": ""70.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000212,정사각10x10mm(8EA),"{""work_w"": ""10.00"", ""work_h"": ""10.00"", ""cut_w"": ""10.00"", ""cut_h"": ""10.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000213,정사각15x15mm(8EA),"{""work_w"": ""15.00"", ""work_h"": ""15.00"", ""cut_w"": ""15.00"", ""cut_h"": ""15.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000214,정사각20x20mm(6EA),"{""work_w"": ""20.00"", ""work_h"": ""20.00"", ""cut_w"": ""20.00"", ""cut_h"": ""20.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000215,정사각25x25mm(3EA),"{""work_w"": ""25.00"", ""work_h"": ""25.00"", ""cut_w"": ""25.00"", ""cut_h"": ""25.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000216,정사각30x30mm(2EA),"{""work_w"": ""30.00"", ""work_h"": ""30.00"", ""cut_w"": ""30.00"", ""cut_h"": ""30.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000217,정사각35x35mm(2EA),"{""work_w"": ""35.00"", ""work_h"": ""35.00"", ""cut_w"": ""35.00"", ""cut_h"": ""35.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000218,정사각40x40mm(2EA),"{""work_w"": ""40.00"", ""work_h"": ""40.00"", ""cut_w"": ""40.00"", ""cut_h"": ""40.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000219,정사각45x45mm(1EA),"{""work_w"": ""45.00"", ""work_h"": ""45.00"", ""cut_w"": ""45.00"", ""cut_h"": ""45.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000220,정사각50x50mm(1EA),"{""work_w"": ""50.00"", ""work_h"": ""50.00"", ""cut_w"": ""50.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000221,정사각55x55mm(1EA),"{""work_w"": ""55.00"", ""work_h"": ""55.00"", ""cut_w"": ""55.00"", ""cut_h"": ""55.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000222,정사각60x60mm(1EA),"{""work_w"": ""60.00"", ""work_h"": ""60.00"", ""cut_w"": ""60.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000223,정사각90x90mm(1EA),"{""work_w"": ""90.00"", ""work_h"": ""90.00"", ""cut_w"": ""90.00"", ""cut_h"": ""90.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000224,직사각35x25mm(2EA),"{""work_w"": ""35.00"", ""work_h"": ""25.00"", ""cut_w"": ""35.00"", ""cut_h"": ""25.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000225,45x63,"{""work_w"": ""45.00"", ""work_h"": ""63.00"", ""cut_w"": ""45.00"", ""cut_h"": ""63.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000226,직사각40x30mm(2EA),"{""work_w"": ""40.00"", ""work_h"": ""30.00"", ""cut_w"": ""40.00"", ""cut_h"": ""30.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000227,73x50,"{""work_w"": ""73.00"", ""work_h"": ""50.00"", ""cut_w"": ""73.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000228,직사각42x20mm(2EA),"{""work_w"": ""42.00"", ""work_h"": ""20.00"", ""cut_w"": ""42.00"", ""cut_h"": ""20.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000229,52x53,"{""work_w"": ""52.00"", ""work_h"": ""53.00"", ""cut_w"": ""52.00"", ""cut_h"": ""53.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000230,직사각50x20mm(2EA),"{""work_w"": ""50.00"", ""work_h"": ""20.00"", ""cut_w"": ""50.00"", ""cut_h"": ""20.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000231,60x53,"{""work_w"": ""60.00"", ""work_h"": ""53.00"", ""cut_w"": ""60.00"", ""cut_h"": ""53.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000232,직사각50x30mm(2EA),"{""work_w"": ""50.00"", ""work_h"": ""30.00"", ""cut_w"": ""50.00"", ""cut_h"": ""30.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000233,60x73,"{""work_w"": ""60.00"", ""work_h"": ""73.00"", ""cut_w"": ""60.00"", ""cut_h"": ""73.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000234,직사각55x15mm(2EA),"{""work_w"": ""55.00"", ""work_h"": ""15.00"", ""cut_w"": ""55.00"", ""cut_h"": ""15.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000235,65x43,"{""work_w"": ""65.00"", ""work_h"": ""43.00"", ""cut_w"": ""65.00"", ""cut_h"": ""43.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000236,직사각55x20mm(2EA),"{""work_w"": ""55.00"", ""work_h"": ""20.00"", ""cut_w"": ""55.00"", ""cut_h"": ""20.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000237,65x53,"{""work_w"": ""65.00"", ""work_h"": ""53.00"", ""cut_w"": ""65.00"", ""cut_h"": ""53.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000238,직사각55x24mm(2EA),"{""work_w"": ""55.00"", ""work_h"": ""24.00"", ""cut_w"": ""55.00"", ""cut_h"": ""24.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000239,65x61,"{""work_w"": ""65.00"", ""work_h"": ""61.00"", ""cut_w"": ""65.00"", ""cut_h"": ""61.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000240,직사각55x33mm(2EA),"{""work_w"": ""55.00"", ""work_h"": ""33.00"", ""cut_w"": ""55.00"", ""cut_h"": ""33.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000241,65x79,"{""work_w"": ""65.00"", ""work_h"": ""79.00"", ""cut_w"": ""65.00"", ""cut_h"": ""79.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000242,직사각90x40mm(2EA),"{""work_w"": ""90.00"", ""work_h"": ""40.00"", ""cut_w"": ""90.00"", ""cut_h"": ""40.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000243,100x50,"{""work_w"": ""100.00"", ""work_h"": ""50.00"", ""cut_w"": ""100.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000244,직사각90x50mm(1EA),"{""work_w"": ""90.00"", ""work_h"": ""50.00"", ""cut_w"": ""90.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000245,직사각90x60mm(1EA),"{""work_w"": ""90.00"", ""work_h"": ""60.00"", ""cut_w"": ""90.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000246,100x70,"{""work_w"": ""100.00"", ""work_h"": ""70.00"", ""cut_w"": ""100.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=2,N,live,
SIZ_000247,직사각90x70mm(1EA),"{""work_w"": ""90.00"", ""work_h"": ""70.00"", ""cut_w"": ""90.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000248,100x80,"{""work_w"": ""100.00"", ""work_h"": ""80.00"", ""cut_w"": ""100.00"", ""cut_h"": ""80.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000249,직사각90x80mm(1EA),"{""work_w"": ""90.00"", ""work_h"": ""80.00"", ""cut_w"": ""90.00"", ""cut_h"": ""80.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=10
SIZ_000250,150x214,"{""work_w"": ""150.00"", ""work_h"": ""214.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=8,N,live,
SIZ_000251,300x214,"{""work_w"": ""300.00"", ""work_h"": ""214.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000252,213x303,"{""work_w"": ""213.00"", ""work_h"": ""303.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=7,N,live,
SIZ_000253,A5(210x148mm),"{""work_w"": ""210.00"", ""work_h"": ""148.00"", ""cut_w"": ""210.00"", ""cut_h"": ""148.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000254,214x150,"{""work_w"": ""214.00"", ""work_h"": ""150.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000255,A4(297x210mm),"{""work_w"": ""297.00"", ""work_h"": ""210.00"", ""cut_w"": ""297.00"", ""cut_h"": ""210.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000256,303x213,"{""work_w"": ""303.00"", ""work_h"": ""213.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000257,210x150,"{""work_w"": ""210.00"", ""work_h"": ""150.00"", ""cut_w"": ""210.00"", ""cut_h"": ""150.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000258,A4,"{""work_w"": ""210.00"", ""work_h"": ""297.00"", ""cut_w"": ""210.00"", ""cut_h"": ""297.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,Y,both,cp_rows=12
SIZ_000259,611x374,"{""work_w"": ""611.00"", ""work_h"": ""374.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000260,622x374,"{""work_w"": ""622.00"", ""work_h"": ""374.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000261,636x374,"{""work_w"": ""636.00"", ""work_h"": ""374.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000262,218x160,"{""work_w"": ""218.00"", ""work_h"": ""160.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
