comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note,proc_cd,opt_cd,dim_vals,print_opt_cd,plt_siz_cd,siz_width,siz_height
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,200,420.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 200장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,250,390.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 250장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,300,360.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 300장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,350,340.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 350장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,400,310.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 400장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,450,280.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 450장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,500,260.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 500장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,600,250.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 600장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,700,240.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 700장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,800,240.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 800장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,900,230.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 900장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1000,220.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1200,220.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1200장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1400,220.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1400장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1600,220.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1600장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1800,210.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1800장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,2000,210.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 2000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,2500,210.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 2500장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,3000,210.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 3000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,3500,210.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 3500장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,4000,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 4000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,4500,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 4500장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,5000,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 5000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,6000,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 6000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,7000,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 7000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,8000,200.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 8000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,9000,190.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 9000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,10000,190.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 10000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1000000,190.00,디지털인쇄 출력비(3절)/칼라(CMYK)/양면 출력매수 1000000장 이상,PROC_000004,,,POPT_000002,SIZ_000077,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1,4000.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,2,2800.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 2장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,3,2500.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 3장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,4,2000.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 4장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,5,1700.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 5장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,6,1500.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 6장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,7,1300.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 7장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,8,1200.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 8장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,9,1100.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 9장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,10,1000.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 10장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,15,900.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 15장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,20,850.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 20장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,25,800.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 25장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,30,750.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 30장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,35,700.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 35장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,40,650.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 40장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,45,600.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 45장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,50,550.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 50장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,60,500.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 60장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,70,450.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 70장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,80,400.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 80장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,90,350.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 90장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,100,350.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 100장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,150,330.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 150장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,200,310.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 200장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,250,290.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 250장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,300,270.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 300장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,350,250.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 350장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,400,230.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 400장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,450,210.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 450장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,500,190.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 500장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,600,185.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 600장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,700,180.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 700장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,800,175.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 800장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,900,170.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 900장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1000,165.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1200,163.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1200장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1400,161.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1400장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1600,159.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1600장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1800,157.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1800장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,2000,155.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 2000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,2500,154.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 2500장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,3000,153.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 3000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,3500,152.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 3500장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,4000,151.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 4000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,4500,150.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 4500장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,5000,149.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 5000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,6000,148.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 6000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,7000,147.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 7000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,8000,146.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 8000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,9000,145.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 9000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,10000,145.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 10000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
COMP_PRINT_DIGITAL_S1,2026-06-01,,,,,,1000000,145.00,디지털인쇄 출력비(국4절)/칼라(CMYK)/양면 출력매수 1000000장 이상,PROC_000004,,,POPT_000002,SIZ_000499,,
