sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,구분,ID,MES ITEM_CD,상품명,상품(옵션),파일사양_블리드,파일사양_작업사이즈,파일사양_재단사이즈,파일사양_출력용지규격,파일사양_파일명약어,파일사양_출력파일,파일사양_폴더,주문방법(필수)_업로드,주문방법(필수)_편집기,선택(옵션)_선택,선택(옵션)_가격,가격,가공(옵션)_가공,가공(옵션)_가격,제작수량(필수)_최소,제작수량(필수)_최대,제작수량(필수)_증가,추가상품(옵션)_추가상품,추가상품(옵션)_추가가격,구간할인적용테이블,Z,AA,AB,AC,AD,AE,cell_meta_json
굿즈파우치(가격포함),64,극세사타월,true,false,파일사양_작업사이즈,,패션,14661.0,,극세사타월,,,,,,,,전사인쇄,Y,Y,,,,,,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),66,슬로건,true,false,파일사양_작업사이즈,,패션,14661.0,,슬로건,양면 가로형,,,,,,PDF,전사인쇄,Y,Y,,,12000.0,,,1.0,10000.0,1.0,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),67,슬로건,true,false,파일사양_작업사이즈,,패션,14661.0,,슬로건,양면 세로형 ,,,,,,,,,,,,12000.0,,,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),69,후드티셔츠,true,false,파일사양_작업사이즈,205 x 292,패션,14662.0,,후드티셔츠,,,205 x 292,,,후드T,JPG,전사인쇄,Y,Y,멜란지 XL,,35000.0,,,1.0,10000.0,1.0,,,굿즈상품 B타입,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),70,후드티셔츠,true,false,파일사양_작업사이즈,,패션,14662.0,,후드티셔츠,,,,,,,,,,,블랙 XL,,,,,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),71,초슬림마우스패드,false,false,파일사양_작업사이즈,240 x 182,데스크/사무용품,14622.0,,초슬림마우스패드,,,240 x 182,,,,JPG,전사인쇄,Y,Y,,,5000.0,,,1.0,10000.0,1.0,,,굿즈상품 B타입,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),72,장패드,true,false,파일사양_작업사이즈,715 x 315,데스크/사무용품,14770.0,,장패드,,,715 x 315,,,장패드,JPG,전사인쇄,Y,Y,,,18000.0,,,,,,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),73,극세사클리너,true,false,파일사양_작업사이즈,160 x 153,데스크/사무용품,14648.0,,극세사클리너,,,160 x 153,,,클리너,JPG,전사인쇄,Y,Y,,,2500.0,,,1.0,10000.0,1.0,,,굿즈상품 B타입,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),74,틴케이스,true,false,파일사양_작업사이즈,81 x 105,데스크/사무용품,14623.0,,틴케이스,미니틴케이스,,81 x 105,,,틴케이스,PDF,UV인쇄,Y,Y,,,3600.0,,,1.0,10000.0,1.0,,,굿즈상품 B타입,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
굿즈파우치(가격포함),75,자석북마크,true,false,파일사양_작업사이즈,100 x 90,데스크/사무용품,14620.0,,자석북마크,2개1팩,,100 x 90,,,자석북마크,JPG,디지털인쇄,Y,Y,,,2500.0,,,1.0,10000.0,1.0,,,,,,,,,,"{""구분"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""ID"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""MES ITEM_CD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품(옵션)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력용지규격"": {""font_rgb"": ""Values must be of type <class 'str'>"", ""col_hidden"": true}, ""파일사양_파일명약어"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_출력파일"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""파일사양_폴더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_업로드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""주문방법(필수)_편집기"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_선택"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""선택(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가공"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""가공(옵션)_가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최소"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_최대"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""제작수량(필수)_증가"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""추가상품(옵션)_추가가격"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""구간할인적용테이블"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AB"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AC"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AD"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AE"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
