comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
9100012,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,5000,113000,소형 일반박 가공비 가로10mm×세로20mm 수량5000 (등급소멸 조인가)
9100013,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,6000,134000,소형 일반박 가공비 가로10mm×세로20mm 수량6000 (등급소멸 조인가)
9100014,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,7000,155000,소형 일반박 가공비 가로10mm×세로20mm 수량7000 (등급소멸 조인가)
9100015,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,8000,176000,소형 일반박 가공비 가로10mm×세로20mm 수량8000 (등급소멸 조인가)
9100016,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,9000,197000,소형 일반박 가공비 가로10mm×세로20mm 수량9000 (등급소멸 조인가)
9100017,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000722,,,,,10000,218000,소형 일반박 가공비 가로10mm×세로20mm 수량10000 (등급소멸 조인가)
9100018,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,200,12200,소형 일반박 가공비 가로10mm×세로40mm 수량200 (등급소멸 조인가)
9100019,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,300,14300,소형 일반박 가공비 가로10mm×세로40mm 수량300 (등급소멸 조인가)
9100020,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,400,16400,소형 일반박 가공비 가로10mm×세로40mm 수량400 (등급소멸 조인가)
9100021,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,500,18500,소형 일반박 가공비 가로10mm×세로40mm 수량500 (등급소멸 조인가)
9100022,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,600,20600,소형 일반박 가공비 가로10mm×세로40mm 수량600 (등급소멸 조인가)
9100023,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,700,22700,소형 일반박 가공비 가로10mm×세로40mm 수량700 (등급소멸 조인가)
9100024,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,800,24800,소형 일반박 가공비 가로10mm×세로40mm 수량800 (등급소멸 조인가)
9100025,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,900,26900,소형 일반박 가공비 가로10mm×세로40mm 수량900 (등급소멸 조인가)
9100026,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,1000,29000,소형 일반박 가공비 가로10mm×세로40mm 수량1000 (등급소멸 조인가)
9100027,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,2000,50000,소형 일반박 가공비 가로10mm×세로40mm 수량2000 (등급소멸 조인가)
9100028,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,3000,71000,소형 일반박 가공비 가로10mm×세로40mm 수량3000 (등급소멸 조인가)
9100029,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,4000,92000,소형 일반박 가공비 가로10mm×세로40mm 수량4000 (등급소멸 조인가)
9100030,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,5000,113000,소형 일반박 가공비 가로10mm×세로40mm 수량5000 (등급소멸 조인가)
9100031,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,6000,134000,소형 일반박 가공비 가로10mm×세로40mm 수량6000 (등급소멸 조인가)
9100032,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,7000,155000,소형 일반박 가공비 가로10mm×세로40mm 수량7000 (등급소멸 조인가)
9100033,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,8000,176000,소형 일반박 가공비 가로10mm×세로40mm 수량8000 (등급소멸 조인가)
9100034,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,9000,197000,소형 일반박 가공비 가로10mm×세로40mm 수량9000 (등급소멸 조인가)
9100035,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000723,,,,,10000,218000,소형 일반박 가공비 가로10mm×세로40mm 수량10000 (등급소멸 조인가)
9100036,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,200,15000,소형 일반박 가공비 가로10mm×세로60mm 수량200 (등급소멸 조인가)
9100037,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,300,18500,소형 일반박 가공비 가로10mm×세로60mm 수량300 (등급소멸 조인가)
9100038,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,400,22000,소형 일반박 가공비 가로10mm×세로60mm 수량400 (등급소멸 조인가)
9100039,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,500,25500,소형 일반박 가공비 가로10mm×세로60mm 수량500 (등급소멸 조인가)
9100040,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,600,29000,소형 일반박 가공비 가로10mm×세로60mm 수량600 (등급소멸 조인가)
9100041,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,700,32500,소형 일반박 가공비 가로10mm×세로60mm 수량700 (등급소멸 조인가)
9100042,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,800,36000,소형 일반박 가공비 가로10mm×세로60mm 수량800 (등급소멸 조인가)
9100043,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,900,39500,소형 일반박 가공비 가로10mm×세로60mm 수량900 (등급소멸 조인가)
9100044,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,1000,43000,소형 일반박 가공비 가로10mm×세로60mm 수량1000 (등급소멸 조인가)
9100045,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,2000,78000,소형 일반박 가공비 가로10mm×세로60mm 수량2000 (등급소멸 조인가)
9100046,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,3000,113000,소형 일반박 가공비 가로10mm×세로60mm 수량3000 (등급소멸 조인가)
9100047,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,4000,148000,소형 일반박 가공비 가로10mm×세로60mm 수량4000 (등급소멸 조인가)
9100048,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,5000,183000,소형 일반박 가공비 가로10mm×세로60mm 수량5000 (등급소멸 조인가)
9100049,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,6000,218000,소형 일반박 가공비 가로10mm×세로60mm 수량6000 (등급소멸 조인가)
9100050,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,7000,253000,소형 일반박 가공비 가로10mm×세로60mm 수량7000 (등급소멸 조인가)
9100051,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,8000,288000,소형 일반박 가공비 가로10mm×세로60mm 수량8000 (등급소멸 조인가)
9100052,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,9000,323000,소형 일반박 가공비 가로10mm×세로60mm 수량9000 (등급소멸 조인가)
9100053,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000724,,,,,10000,358000,소형 일반박 가공비 가로10mm×세로60mm 수량10000 (등급소멸 조인가)
9100054,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,200,16400,소형 일반박 가공비 가로10mm×세로80mm 수량200 (등급소멸 조인가)
9100055,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,300,20600,소형 일반박 가공비 가로10mm×세로80mm 수량300 (등급소멸 조인가)
9100056,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,400,24800,소형 일반박 가공비 가로10mm×세로80mm 수량400 (등급소멸 조인가)
9100057,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,500,29000,소형 일반박 가공비 가로10mm×세로80mm 수량500 (등급소멸 조인가)
9100058,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,600,33200,소형 일반박 가공비 가로10mm×세로80mm 수량600 (등급소멸 조인가)
9100059,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,700,37400,소형 일반박 가공비 가로10mm×세로80mm 수량700 (등급소멸 조인가)
9100060,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,800,41600,소형 일반박 가공비 가로10mm×세로80mm 수량800 (등급소멸 조인가)
9100061,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,900,45800,소형 일반박 가공비 가로10mm×세로80mm 수량900 (등급소멸 조인가)
9100062,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,1000,50000,소형 일반박 가공비 가로10mm×세로80mm 수량1000 (등급소멸 조인가)
9100063,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,2000,92000,소형 일반박 가공비 가로10mm×세로80mm 수량2000 (등급소멸 조인가)
9100064,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,3000,134000,소형 일반박 가공비 가로10mm×세로80mm 수량3000 (등급소멸 조인가)
9100065,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,4000,176000,소형 일반박 가공비 가로10mm×세로80mm 수량4000 (등급소멸 조인가)
9100066,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,5000,218000,소형 일반박 가공비 가로10mm×세로80mm 수량5000 (등급소멸 조인가)
9100067,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,6000,260000,소형 일반박 가공비 가로10mm×세로80mm 수량6000 (등급소멸 조인가)
9100068,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,7000,302000,소형 일반박 가공비 가로10mm×세로80mm 수량7000 (등급소멸 조인가)
9100069,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,8000,344000,소형 일반박 가공비 가로10mm×세로80mm 수량8000 (등급소멸 조인가)
9100070,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,9000,386000,소형 일반박 가공비 가로10mm×세로80mm 수량9000 (등급소멸 조인가)
9100071,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000725,,,,,10000,428000,소형 일반박 가공비 가로10mm×세로80mm 수량10000 (등급소멸 조인가)
9100072,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,200,12200,소형 일반박 가공비 가로20mm×세로10mm 수량200 (등급소멸 조인가)
9100073,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,300,14300,소형 일반박 가공비 가로20mm×세로10mm 수량300 (등급소멸 조인가)
9100074,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,400,16400,소형 일반박 가공비 가로20mm×세로10mm 수량400 (등급소멸 조인가)
9100075,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,500,18500,소형 일반박 가공비 가로20mm×세로10mm 수량500 (등급소멸 조인가)
9100076,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,600,20600,소형 일반박 가공비 가로20mm×세로10mm 수량600 (등급소멸 조인가)
9100077,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,700,22700,소형 일반박 가공비 가로20mm×세로10mm 수량700 (등급소멸 조인가)
9100078,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,800,24800,소형 일반박 가공비 가로20mm×세로10mm 수량800 (등급소멸 조인가)
9100079,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,900,26900,소형 일반박 가공비 가로20mm×세로10mm 수량900 (등급소멸 조인가)
9100080,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,1000,29000,소형 일반박 가공비 가로20mm×세로10mm 수량1000 (등급소멸 조인가)
9100081,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,2000,50000,소형 일반박 가공비 가로20mm×세로10mm 수량2000 (등급소멸 조인가)
9100082,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,3000,71000,소형 일반박 가공비 가로20mm×세로10mm 수량3000 (등급소멸 조인가)
9100083,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,4000,92000,소형 일반박 가공비 가로20mm×세로10mm 수량4000 (등급소멸 조인가)
9100084,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,5000,113000,소형 일반박 가공비 가로20mm×세로10mm 수량5000 (등급소멸 조인가)
9100085,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,6000,134000,소형 일반박 가공비 가로20mm×세로10mm 수량6000 (등급소멸 조인가)
9100086,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,7000,155000,소형 일반박 가공비 가로20mm×세로10mm 수량7000 (등급소멸 조인가)
9100087,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,8000,176000,소형 일반박 가공비 가로20mm×세로10mm 수량8000 (등급소멸 조인가)
9100088,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,9000,197000,소형 일반박 가공비 가로20mm×세로10mm 수량9000 (등급소멸 조인가)
9100089,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000726,,,,,10000,218000,소형 일반박 가공비 가로20mm×세로10mm 수량10000 (등급소멸 조인가)
9100090,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,200,12200,소형 일반박 가공비 가로20mm×세로20mm 수량200 (등급소멸 조인가)
9100091,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,300,14300,소형 일반박 가공비 가로20mm×세로20mm 수량300 (등급소멸 조인가)
9100092,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,400,16400,소형 일반박 가공비 가로20mm×세로20mm 수량400 (등급소멸 조인가)
9100093,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,500,18500,소형 일반박 가공비 가로20mm×세로20mm 수량500 (등급소멸 조인가)
9100094,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,600,20600,소형 일반박 가공비 가로20mm×세로20mm 수량600 (등급소멸 조인가)
9100095,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,700,22700,소형 일반박 가공비 가로20mm×세로20mm 수량700 (등급소멸 조인가)
9100096,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,800,24800,소형 일반박 가공비 가로20mm×세로20mm 수량800 (등급소멸 조인가)
9100097,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,900,26900,소형 일반박 가공비 가로20mm×세로20mm 수량900 (등급소멸 조인가)
9100098,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,1000,29000,소형 일반박 가공비 가로20mm×세로20mm 수량1000 (등급소멸 조인가)
9100099,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,2000,50000,소형 일반박 가공비 가로20mm×세로20mm 수량2000 (등급소멸 조인가)
9100100,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,3000,71000,소형 일반박 가공비 가로20mm×세로20mm 수량3000 (등급소멸 조인가)
9100101,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,4000,92000,소형 일반박 가공비 가로20mm×세로20mm 수량4000 (등급소멸 조인가)
9100102,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,5000,113000,소형 일반박 가공비 가로20mm×세로20mm 수량5000 (등급소멸 조인가)
9100103,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,6000,134000,소형 일반박 가공비 가로20mm×세로20mm 수량6000 (등급소멸 조인가)
9100104,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,7000,155000,소형 일반박 가공비 가로20mm×세로20mm 수량7000 (등급소멸 조인가)
9100105,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,8000,176000,소형 일반박 가공비 가로20mm×세로20mm 수량8000 (등급소멸 조인가)
9100106,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,9000,197000,소형 일반박 가공비 가로20mm×세로20mm 수량9000 (등급소멸 조인가)
9100107,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000336,,,,,10000,218000,소형 일반박 가공비 가로20mm×세로20mm 수량10000 (등급소멸 조인가)
9100108,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,200,15000,소형 일반박 가공비 가로20mm×세로40mm 수량200 (등급소멸 조인가) [+REVERSED흡수동일가]
9100109,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,300,18500,소형 일반박 가공비 가로20mm×세로40mm 수량300 (등급소멸 조인가) [+REVERSED흡수동일가]
9100110,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,400,22000,소형 일반박 가공비 가로20mm×세로40mm 수량400 (등급소멸 조인가) [+REVERSED흡수동일가]
9100111,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,500,25500,소형 일반박 가공비 가로20mm×세로40mm 수량500 (등급소멸 조인가) [+REVERSED흡수동일가]
9100112,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,600,29000,소형 일반박 가공비 가로20mm×세로40mm 수량600 (등급소멸 조인가) [+REVERSED흡수동일가]
9100113,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,700,32500,소형 일반박 가공비 가로20mm×세로40mm 수량700 (등급소멸 조인가) [+REVERSED흡수동일가]
9100114,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,800,36000,소형 일반박 가공비 가로20mm×세로40mm 수량800 (등급소멸 조인가) [+REVERSED흡수동일가]
9100115,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,900,39500,소형 일반박 가공비 가로20mm×세로40mm 수량900 (등급소멸 조인가) [+REVERSED흡수동일가]
9100116,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,1000,43000,소형 일반박 가공비 가로20mm×세로40mm 수량1000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100117,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,2000,78000,소형 일반박 가공비 가로20mm×세로40mm 수량2000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100118,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,3000,113000,소형 일반박 가공비 가로20mm×세로40mm 수량3000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100119,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,4000,148000,소형 일반박 가공비 가로20mm×세로40mm 수량4000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100120,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,5000,183000,소형 일반박 가공비 가로20mm×세로40mm 수량5000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100121,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,6000,218000,소형 일반박 가공비 가로20mm×세로40mm 수량6000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100122,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,7000,253000,소형 일반박 가공비 가로20mm×세로40mm 수량7000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100123,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,8000,288000,소형 일반박 가공비 가로20mm×세로40mm 수량8000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100124,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,9000,323000,소형 일반박 가공비 가로20mm×세로40mm 수량9000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100125,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000494,,,,,10000,358000,소형 일반박 가공비 가로20mm×세로40mm 수량10000 (등급소멸 조인가) [+REVERSED흡수동일가]
9100126,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,200,16400,소형 일반박 가공비 가로20mm×세로60mm 수량200 (등급소멸 조인가)
9100127,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,300,20600,소형 일반박 가공비 가로20mm×세로60mm 수량300 (등급소멸 조인가)
9100128,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,400,24800,소형 일반박 가공비 가로20mm×세로60mm 수량400 (등급소멸 조인가)
9100129,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,500,29000,소형 일반박 가공비 가로20mm×세로60mm 수량500 (등급소멸 조인가)
9100130,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,600,33200,소형 일반박 가공비 가로20mm×세로60mm 수량600 (등급소멸 조인가)
9100131,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,700,37400,소형 일반박 가공비 가로20mm×세로60mm 수량700 (등급소멸 조인가)
9100132,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,800,41600,소형 일반박 가공비 가로20mm×세로60mm 수량800 (등급소멸 조인가)
9100133,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,900,45800,소형 일반박 가공비 가로20mm×세로60mm 수량900 (등급소멸 조인가)
9100134,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,1000,50000,소형 일반박 가공비 가로20mm×세로60mm 수량1000 (등급소멸 조인가)
9100135,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,2000,92000,소형 일반박 가공비 가로20mm×세로60mm 수량2000 (등급소멸 조인가)
9100136,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,3000,134000,소형 일반박 가공비 가로20mm×세로60mm 수량3000 (등급소멸 조인가)
9100137,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,4000,176000,소형 일반박 가공비 가로20mm×세로60mm 수량4000 (등급소멸 조인가)
9100138,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,5000,218000,소형 일반박 가공비 가로20mm×세로60mm 수량5000 (등급소멸 조인가)
9100139,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,6000,260000,소형 일반박 가공비 가로20mm×세로60mm 수량6000 (등급소멸 조인가)
9100140,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,7000,302000,소형 일반박 가공비 가로20mm×세로60mm 수량7000 (등급소멸 조인가)
9100141,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,8000,344000,소형 일반박 가공비 가로20mm×세로60mm 수량8000 (등급소멸 조인가)
9100142,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,9000,386000,소형 일반박 가공비 가로20mm×세로60mm 수량9000 (등급소멸 조인가)
9100143,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000346,,,,,10000,428000,소형 일반박 가공비 가로20mm×세로60mm 수량10000 (등급소멸 조인가)
9100144,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,200,17800,소형 일반박 가공비 가로20mm×세로80mm 수량200 (등급소멸 조인가)
9100145,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,300,22700,소형 일반박 가공비 가로20mm×세로80mm 수량300 (등급소멸 조인가)
9100146,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,400,27600,소형 일반박 가공비 가로20mm×세로80mm 수량400 (등급소멸 조인가)
9100147,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,500,32500,소형 일반박 가공비 가로20mm×세로80mm 수량500 (등급소멸 조인가)
9100148,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,600,37400,소형 일반박 가공비 가로20mm×세로80mm 수량600 (등급소멸 조인가)
9100149,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,700,42300,소형 일반박 가공비 가로20mm×세로80mm 수량700 (등급소멸 조인가)
9100150,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,800,47200,소형 일반박 가공비 가로20mm×세로80mm 수량800 (등급소멸 조인가)
9100151,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,900,52100,소형 일반박 가공비 가로20mm×세로80mm 수량900 (등급소멸 조인가)
9100152,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,1000,57000,소형 일반박 가공비 가로20mm×세로80mm 수량1000 (등급소멸 조인가)
9100153,COMP_FOIL_SMALL_GENERAL,2026-06-01,SIZ_000727,,,,,2000,106000,소형 일반박 가공비 가로20mm×세로80mm 수량2000 (등급소멸 조인가)
