prd_cd,combo,qty,selections,procs,ok,base_amount,final_price,component_cnt,components,discounts,discount_cnt,warnings,errors,captured_at_utc
PRD_000153,할인구간(300),300,mat_cd=MAT_000377; opt_cd=OPV_001027; print_opt_cd=POPT_000012; siz_cd=SIZ_000346; siz_height=20.0; siz_width=60.0,,True,1230000,861000,2,COMP_ACRYL_NAMETAG_GS=None; ACRYLIC_TOTAL_FINISHING=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 1230000→861000.00 할인=369000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000154,기본,1,mat_cd=MAT_000386; opt_cd=OPV_001031; print_opt_cd=POPT_000007; siz_cd=SIZ_000336; siz_height=20.0; siz_width=20.0,PROC_000111,True,3000,3000,2,ACRYLIC_TOTAL_FINISHING=None; ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 3000→3000.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000154,변형(siz_cd),1,mat_cd=MAT_000386; opt_cd=OPV_001031; print_opt_cd=POPT_000007; siz_cd=SIZ_000216; siz_height=20.0; siz_width=20.0,PROC_000111,True,3000,3000,2,ACRYLIC_TOTAL_FINISHING=None; ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 3000→3000.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000154,할인구간(300),300,mat_cd=MAT_000386; opt_cd=OPV_001031; print_opt_cd=POPT_000007; siz_cd=SIZ_000336; siz_height=20.0; siz_width=20.0,PROC_000111,True,900000,630000,2,ACRYLIC_TOTAL_FINISHING=None; ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 900000→630000.00 할인=270000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000156,기본,100,mat_cd=MAT_000386; opt_cd=OPV_001029; print_opt_cd=POPT_000007; siz_cd=SIZ_000336; siz_height=20.0; siz_width=20.0,PROC_000111,True,20000,16000,1,ACRYLIC_TOTAL_FINISHING=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=20.00 20000→16000.00 할인=4000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000156,변형(opt_cd),100,mat_cd=MAT_000386; opt_cd=OPV_001030; print_opt_cd=POPT_000007; siz_cd=SIZ_000336; siz_height=20.0; siz_width=20.0,PROC_000111,True,60000,48000,1,ACRYLIC_TOTAL_FINISHING=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=20.00 60000→48000.00 할인=12000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000156,할인구간(300),300,mat_cd=MAT_000386; opt_cd=OPV_001029; print_opt_cd=POPT_000007; siz_cd=SIZ_000336; siz_height=20.0; siz_width=20.0,PROC_000111,True,60000,42000,1,ACRYLIC_TOTAL_FINISHING=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 60000→42000.00 할인=18000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000159,기본,1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000356,PROC_000111,True,12700,12700,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 12700→12700.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000159,변형(siz_cd),1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000355,PROC_000111,True,12700,12700,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 12700→12700.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000159,할인구간(300),300,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000356,PROC_000111,True,3810000,2667000,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 3810000→2667000.00 할인=1143000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000161,기본,1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000359,PROC_000111,True,16700,16700,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 16700→16700.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000161,변형(siz_cd),1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000361,PROC_000111,True,22700,22700,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 22700→22700.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000161,할인구간(300),300,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000359,PROC_000111,True,5010000,3507000,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 5010000→3507000.00 할인=1503000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000164,기본,1,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000330; siz_height=30.0; siz_width=30.0,PROC_000111,True,3600,3600,1,ACRYLIC_CLEAR8T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 3600→3600.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000164,변형(siz_cd),1,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000333; siz_height=30.0; siz_width=30.0,PROC_000111,True,3600,3600,1,ACRYLIC_CLEAR8T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 3600→3600.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000164,할인구간(300),300,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000330; siz_height=30.0; siz_width=30.0,PROC_000111,True,1080000,756000,1,ACRYLIC_CLEAR8T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 1080000→756000.00 할인=324000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000166,기본,1,mat_cd=MAT_000661; print_opt_cd=POPT_000006; siz_cd=SIZ_000369,,True,6900,6900,1,ACRYLIC_CARABINER_FINAL=None,quantity[수량구간 할인 (아크릴카라비너 수량별 구간할인)] rate=0.00 6900→6900.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000166,변형(siz_cd),1,mat_cd=MAT_000661; print_opt_cd=POPT_000006; siz_cd=SIZ_000366,,True,5800,5800,1,ACRYLIC_CARABINER_FINAL=None,quantity[수량구간 할인 (아크릴카라비너 수량별 구간할인)] rate=0.00 5800→5800.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000166,할인구간(300),300,mat_cd=MAT_000661; print_opt_cd=POPT_000006; siz_cd=SIZ_000369,,True,2070000,1656000,1,ACRYLIC_CARABINER_FINAL=None,quantity[수량구간 할인 (아크릴카라비너 수량별 구간할인)] rate=20.00 2070000→1656000.00 할인=414000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000151,기본,1,print_opt_cd=POPT_000007; siz_cd=SIZ_000011; siz_height=50.0; siz_width=50.0,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000151,변형(siz_cd),1,print_opt_cd=POPT_000007; siz_cd=SIZ_000222; siz_height=50.0; siz_width=50.0,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000157,기본,1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000406,PROC_000111,True,7800,7800,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 7800→7800.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000157,변형(siz_cd),1,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000370,PROC_000111,True,5900,5900,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 5900→5900.00 할인=0.00,1,,,2026-09-02T16:31:04+00:00
PRD_000157,할인구간(300),300,mat_cd=MAT_000386; print_opt_cd=POPT_000006; siz_cd=SIZ_000406,PROC_000111,True,2340000,1638000,1,ACRYLIC_CLEAR3T_PRINT=None,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 2340000→1638000.00 할인=702000.00,1,,,2026-09-02T16:31:04+00:00
PRD_000158,기본,1,print_opt_cd=POPT_000006; siz_cd=SIZ_000406,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000158,변형(수량),2,print_opt_cd=POPT_000006; siz_cd=SIZ_000406,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000158,할인구간(300),300,print_opt_cd=POPT_000006; siz_cd=SIZ_000406,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000162,기본,1,print_opt_cd=POPT_000006; siz_cd=SIZ_000364,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000162,변형(수량),2,print_opt_cd=POPT_000006; siz_cd=SIZ_000364,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000162,할인구간(300),300,print_opt_cd=POPT_000006; siz_cd=SIZ_000364,PROC_000111,True,0,0,1,ACRYLIC_CLEAR3T_PRINT=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000171,기본,1,siz_height=15.0; siz_width=15.0,,True,0,0,1,ACRYLIC_TOTAL_FINISHING=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000171,변형(수량),2,siz_height=15.0; siz_width=15.0,,True,0,0,1,ACRYLIC_TOTAL_FINISHING=None,,0,선택값에 매칭되는 구성요소가 없습니다(합계 0원).,,2026-09-02T16:31:04+00:00
PRD_000064,기본,1,mat_cd=MAT_000585; print_opt_cd=POPT_000001; siz_cd=SIZ_000065,PROC_000054,True,7000,7000,1,COMP_STK_PRINT=None,,0,,,2026-09-02T16:31:04+00:00
PRD_000064,변형(siz_cd),1,mat_cd=MAT_000585; print_opt_cd=POPT_000001; siz_cd=SIZ_000061,PROC_000054,True,7000,7000,1,COMP_STK_PRINT=None,,0,,,2026-09-02T16:31:04+00:00
PRD_000165,기본,1,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000507,,True,8000.00,8000,0,,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 8000.00→8000.0000 할인=0.0000,1,,,2026-09-02T16:31:04+00:00
PRD_000165,변형(수량),2,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000507,,True,16000.00,16000,0,,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=0.00 16000.00→16000.0000 할인=0.0000,1,,,2026-09-02T16:31:04+00:00
PRD_000165,할인구간(300),300,mat_cd=MAT_000416; print_opt_cd=POPT_000006; siz_cd=SIZ_000507,,True,2400000.00,1680000,0,,quantity[수량구간 할인 (아크릴 카테고리 수량별 구간할인)] rate=30.00 2400000.00→1680000.0000 할인=720000.0000,1,,,2026-09-02T16:31:04+00:00
