comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,proc_cd,opt_cd,print_opt_cd,plt_siz_cd,coat_side_cnt,spot_side_cnt,page_cnt,bdl_qty,min_qty,siz_width,siz_height,unit_price
39464,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,44000.00
39465,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,55000.00
39466,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,66000.00
39467,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,21500.00
39468,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,43000.00
39469,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,64500.00
39470,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,86000.00
39471,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,107500.00
39472,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,21500.00
39473,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,43000.00
39474,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,64500.00
39475,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,86000.00
39476,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,107500.00
39477,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39478,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,48000.00
39479,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,72000.00
39480,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,95000.00
39481,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,120000.00
39482,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39483,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,48000.00
39484,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,72000.00
39485,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,95000.00
39486,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,120000.00
39487,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,27000.00
39488,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,54000.00
39489,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,76000.00
39490,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,100000.00
39491,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,125000.00
39492,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,27000.00
39493,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,54000.00
39494,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,76000.00
39495,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,100000.00
39496,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,125000.00
39497,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,29500.00
39498,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,59000.00
39499,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,84000.00
39500,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,110000.00
39501,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,135000.00
39502,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,29500.00
39503,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,59000.00
39504,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,84000.00
39505,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,110000.00
39506,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,135000.00
39507,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,32000.00
39508,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,64000.00
39509,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,90000.00
39510,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,115000.00
39511,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,140000.00
39512,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,32000.00
39513,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,64000.00
39514,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,90000.00
39515,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,115000.00
39516,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,140000.00
39517,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20600.00
39518,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30900.00
39519,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,41500.00
39520,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39521,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,62000.00
39522,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20600.00
39523,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30900.00
39524,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,41500.00
39525,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39526,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000422,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,62000.00
39527,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39528,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39529,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39530,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39531,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39532,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39533,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39534,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39535,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39536,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000501,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39537,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20600.00
39538,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30900.00
39539,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,41500.00
39540,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39541,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,62000.00
39542,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20600.00
39543,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30900.00
39544,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,41500.00
39545,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39546,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000502,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,62000.00
39547,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,21500.00
39548,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,32500.00
39549,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,46500.00
39550,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,60000.00
39551,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,74000.00
39552,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,21500.00
39553,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,32500.00
39554,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,46500.00
39555,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,60000.00
39556,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000503,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,74000.00
39557,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39558,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39559,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39560,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39561,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39562,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39563,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39564,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39565,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39566,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000504,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39567,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39568,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39569,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39570,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39571,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39572,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20000.00
39573,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30000.00
39574,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,40000.00
39575,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,50000.00
39576,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000505,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,60000.00
39577,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39578,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,36000.00
39579,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,50000.00
39580,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,64000.00
39581,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,77000.00
39582,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39583,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,36000.00
39584,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,50000.00
39585,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,64000.00
39586,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000506,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,77000.00
39587,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,18500.00
39588,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,28000.00
39589,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,37000.00
39590,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,46500.00
39591,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,55500.00
39592,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,18500.00
39593,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,28000.00
39594,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,37000.00
39595,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,46500.00
39596,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000507,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,55500.00
39597,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,20300.00
39598,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,30500.00
39599,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,40600.00
39600,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39601,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,61000.00
39602,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,20300.00
39603,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,30500.00
39604,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,40600.00
39605,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,51500.00
39606,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000508,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,61000.00
39607,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,22000.00
39608,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,33000.00
39609,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,44000.00
39610,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,55000.00
39611,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,66000.00
39612,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,22000.00
39613,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,33000.00
39614,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,44000.00
39615,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,55000.00
39616,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000509,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,66000.00
39617,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000585,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39618,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000585,"","","","",-1,-1,-1,-1,2000,-1,-1,36000.00
39619,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000585,"","","","",-1,-1,-1,-1,3000,-1,-1,50000.00
39620,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000585,"","","","",-1,-1,-1,-1,4000,-1,-1,64000.00
39621,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000585,"","","","",-1,-1,-1,-1,5000,-1,-1,77000.00
39622,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000586,"","","","",-1,-1,-1,-1,1000,-1,-1,24000.00
39623,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000586,"","","","",-1,-1,-1,-1,2000,-1,-1,36000.00
39624,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000586,"","","","",-1,-1,-1,-1,3000,-1,-1,50000.00
39625,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000586,"","","","",-1,-1,-1,-1,4000,-1,-1,64000.00
39626,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000510,"",MAT_000586,"","","","",-1,-1,-1,-1,5000,-1,-1,77000.00
39627,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000597,"","","","",-1,-1,-1,-1,1000,-1,-1,26100.00
39628,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000597,"","","","",-1,-1,-1,-1,2000,-1,-1,39200.00
39629,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000597,"","","","",-1,-1,-1,-1,3000,-1,-1,52200.00
39630,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000597,"","","","",-1,-1,-1,-1,4000,-1,-1,65300.00
39631,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000597,"","","","",-1,-1,-1,-1,5000,-1,-1,78300.00
39632,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000598,"","","","",-1,-1,-1,-1,1000,-1,-1,26100.00
39633,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000598,"","","","",-1,-1,-1,-1,2000,-1,-1,39200.00
39634,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000598,"","","","",-1,-1,-1,-1,3000,-1,-1,52200.00
39635,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000598,"","","","",-1,-1,-1,-1,4000,-1,-1,65300.00
39636,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,"",MAT_000598,"","","","",-1,-1,-1,-1,5000,-1,-1,78300.00
39637,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000597,"","","","",-1,-1,-1,-1,1000,-1,-1,27200.00
39638,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000597,"","","","",-1,-1,-1,-1,2000,-1,-1,41500.00
39639,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000597,"","","","",-1,-1,-1,-1,3000,-1,-1,55600.00
39640,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000597,"","","","",-1,-1,-1,-1,4000,-1,-1,69900.00
39641,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000597,"","","","",-1,-1,-1,-1,5000,-1,-1,84100.00
39642,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000598,"","","","",-1,-1,-1,-1,1000,-1,-1,27200.00
39643,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000598,"","","","",-1,-1,-1,-1,2000,-1,-1,41500.00
39644,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000598,"","","","",-1,-1,-1,-1,3000,-1,-1,55600.00
39645,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000598,"","","","",-1,-1,-1,-1,4000,-1,-1,69900.00
39646,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,"",MAT_000598,"","","","",-1,-1,-1,-1,5000,-1,-1,84100.00
39647,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,"",MAT_000597,"","","","",-1,-1,-1,-1,1000,-1,-1,28500.00
39648,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,"",MAT_000597,"","","","",-1,-1,-1,-1,2000,-1,-1,46300.00
39649,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,"",MAT_000597,"","","","",-1,-1,-1,-1,3000,-1,-1,62700.00
39650,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,"",MAT_000597,"","","","",-1,-1,-1,-1,4000,-1,-1,79400.00
