PRD_000016|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000017|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000018|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000019|SIZ_000114||102x152|102.00|152.00
PRD_000019|SIZ_000113|OUTPUT_PAPER_TYPE.03|100x100|100.00|100.00
PRD_000019|SIZ_000522|OUTPUT_PAPER_TYPE.01|315x467|315.00|467.00
PRD_000019|SIZ_000115||137x137|137.00|137.00
PRD_000019|SIZ_000118||150x212|150.00|212.00
PRD_000020|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000021|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000022|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000023|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000024|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000025|SIZ_000522|OUTPUT_PAPER_TYPE.01|315x467|315.00|467.00
PRD_000025|SIZ_000120|OUTPUT_PAPER_TYPE.03|57x88|57.00|88.00
PRD_000026|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000027|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000028|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000029|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000030|SIZ_000143|OUTPUT_PAPER_TYPE.03|154x604|154.00|604.00
PRD_000030|SIZ_000142|OUTPUT_PAPER_TYPE.03|604x154|604.00|154.00
PRD_000031|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000032|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000033|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000034|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000035|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000036|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000037|SIZ_000008||90x50|92.00|52.00
PRD_000038|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000039|SIZ_000522|OUTPUT_PAPER_TYPE.01|315x467|315.00|467.00
PRD_000039|SIZ_000144|OUTPUT_PAPER_TYPE.03|92x52|92.00|52.00
PRD_000040|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000041|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000042|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000043|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000044|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000045|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000046|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000047|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000048|SIZ_000499|OUTPUT_PAPER_TYPE.01|316x467|316.00|467.00
PRD_000049|SIZ_000186|OUTPUT_PAPER_TYPE.03|635x303|635.00|303.00
PRD_000049|SIZ_000190|OUTPUT_PAPER_TYPE.03|646x303|646.00|303.00
PRD_000049|SIZ_000188|OUTPUT_PAPER_TYPE.03|644x303|644.00|303.00
PRD_000050|SIZ_000192||238x262|238.00|262.00
PRD_000050|SIZ_000191||225x193|225.00|193.00
PRD_000050|SIZ_000194||510x387|510.00|387.00
PRD_000050|SIZ_000193||262x238|262.00|238.00
PRD_000051|SIZ_000195||313x400|313.00|400.00
