CAT_000041	반칼띠지스티커	CAT_000037	3	Y	Y
CAT_000042	반칼팬시스티커	CAT_000037	3	Y	Y
CAT_000043	반칼팬시투명스티커	CAT_000037	3	Y	Y
CAT_000044	합판도무송스티커	CAT_000037	3	Y	Y
CAT_000045	특수스티커	CAT_000002	2	Y	Y
CAT_000046	타투스티커	CAT_000045	3	Y	Y
CAT_000047	스티커팩	CAT_000002	2	Y	Y
CAT_000048	프리미엄명함	CAT_000003	2	Y	Y
CAT_000049	코팅명함	CAT_000003	2	Y	Y
CAT_000050	스탠다드명함	CAT_000003	2	Y	Y
CAT_000051	펄명함	CAT_000003	2	Y	Y
CAT_000052	투명명함	CAT_000003	2	Y	Y
CAT_000053	화이트인쇄명함	CAT_000003	2	Y	Y
CAT_000054	모양명함	CAT_000003	2	Y	Y
CAT_000055	미니모양명함	CAT_000003	2	Y	Y
CAT_000056	오리지널박명함	CAT_000003	2	Y	Y
CAT_000057	형압명함	CAT_000003	2	Y	Y
CAT_000058	전단지/리플랫	CAT_000003	2	Y	N
CAT_000059	소량전단지	CAT_000058	3	Y	Y
CAT_000060	접지리플렛	CAT_000058	3	Y	Y
CAT_000061	와이드접지리플랫	CAT_000058	3	Y	Y
CAT_000062	쿠폰/상품권	CAT_000003	2	Y	N
CAT_000063	스탠다드 쿠폰/상품권	CAT_000062	3	Y	Y
CAT_000064	프리미엄 상품권/쿠폰	CAT_000062	3	Y	Y
CAT_000065	봉투/홀더 외	CAT_000003	2	Y	N
CAT_000066	봉투제작	CAT_000065	3	Y	Y
CAT_000067	아트프린트포스터	CAT_000004	2	Y	Y
CAT_000068	아트페이퍼포스터	CAT_000004	2	Y	Y
CAT_000069	방수포스터	CAT_000004	2	Y	Y
CAT_000070	접착방수포스터	CAT_000004	2	Y	Y
CAT_000071	접착투명포스터	CAT_000004	2	Y	Y
CAT_000072	패브릭포스터	CAT_000004	2	Y	N
CAT_000073	아트패브릭포스터	CAT_000072	3	Y	Y
CAT_000074	린넨패브릭포스터	CAT_000072	3	Y	Y
CAT_000075	캔버스패브릭포스터	CAT_000072	3	Y	Y
CAT_000076	아트프린트	CAT_000004	2	Y	N
CAT_000077	레더아트프린트	CAT_000076	3	Y	Y
CAT_000078	타이벡프린트	CAT_000076	3	Y	Y
CAT_000079	메쉬프린트	CAT_000076	3	Y	Y
CAT_000080	보드액자	CAT_000004	2	Y	N
CAT_000081	폼보드	CAT_000080	3	Y	Y
CAT_000082	포맥스보드	CAT_000080	3	Y	Y
CAT_000083	프레임리스액자	CAT_000080	3	Y	Y
CAT_000084	레더아트액자	CAT_000080	3	Y	Y
CAT_000085	족자포스터	CAT_000080	3	Y	Y
CAT_000086	캔버스행잉포스터	CAT_000080	3	Y	Y
CAT_000087	린넨 우드봉족자	CAT_000080	3	Y	Y
CAT_000088	PET배너	CAT_000005	2	Y	Y
CAT_000089	메쉬배너	CAT_000005	2	Y	Y
CAT_000090	일반현수막	CAT_000005	2	Y	Y
CAT_000091	메쉬현수막	CAT_000005	2	Y	Y
CAT_000092	시트커팅/스티커	CAT_000005	2	Y	N
CAT_000093	무광시트커팅	CAT_000092	3	Y	Y
CAT_000094	홀로그램시트커팅	CAT_000092	3	Y	Y
CAT_000095	유광아크릴스티커	CAT_000092	3	Y	Y
CAT_000096	미러아크릴스티커	CAT_000092	3	Y	Y
CAT_000097	POP	CAT_000005	2	Y	N
CAT_000098	미니스탠딩보드	CAT_000097	3	Y	Y
CAT_000099	미니배너	CAT_000097	3	Y	Y
CAT_000100	중철책자	CAT_000006	2	Y	Y
CAT_000101	무선책자	CAT_000006	2	Y	Y
CAT_000102	PUR책자	CAT_000006	2	Y	Y
CAT_000103	트윈링책자	CAT_000006	2	Y	Y
CAT_000104	하드커버	CAT_000006	2	Y	N
CAT_000105	하드커버책자	CAT_000104	3	Y	N
CAT_000106	레더하드커버책자	CAT_000104	3	Y	N
CAT_000107	하드커버링책자	CAT_000104	3	Y	N
CAT_000108	포토북	CAT_000006	2	Y	N
CAT_000109	심플모던포토북	CAT_000108	3	Y	N
CAT_000110	여행포토북	CAT_000108	3	Y	N
CAT_000111	큐티키즈포토북	CAT_000108	3	Y	N
CAT_000112	탁상형캘린더	CAT_000007	2	Y	N
CAT_000113	미니탁상형캘린더	CAT_000007	2	Y	N
CAT_000114	엽서캘린더	CAT_000007	2	Y	N
CAT_000115	벽걸이캘린더	CAT_000007	2	Y	N
CAT_000116	와이드벽걸이캘린더	CAT_000115	3	Y	N
CAT_000117	부자재	CAT_000007	2	Y	Y
CAT_000118	디자인캘린더	CAT_000007	2	Y	N
CAT_000119	만년다이어리(레더소프트커버)	CAT_000008	2	Y	Y
CAT_000120	만년다이어리(레더하드커버)	CAT_000008	2	Y	Y
CAT_000121	만년다이어리(소프트커버)	CAT_000008	2	Y	Y
CAT_000122	만년다이어리(하드커버)	CAT_000008	2	Y	Y
CAT_000123	먼슬리플래너	CAT_000008	2	Y	Y
CAT_000124	노트	CAT_000008	2	Y	N
CAT_000125	스프링노트	CAT_000124	3	Y	Y
CAT_000126	스프링수첩	CAT_000124	3	Y	Y
CAT_000127	메모패드	CAT_000124	3	Y	Y
CAT_000128	중철노트	CAT_000124	3	Y	Y
CAT_000129	떡메모지	CAT_000124	3	Y	Y
CAT_000130	홀더/클립보드	CAT_000008	2	Y	N
CAT_000131	레더링바인더	CAT_000130	3	Y	Y
CAT_000132	클립보드	CAT_000130	3	Y	Y
CAT_000133	투명클립보드	CAT_000130	3	Y	Y
CAT_000134	데스크소품	CAT_000008	2	Y	N
CAT_000135	만년스탬프	CAT_000134	3	Y	Y
CAT_000136	자석북마크	CAT_000134	3	Y	Y
CAT_000137	초슬림 마우스패드	CAT_000134	3	Y	Y
CAT_000138	장패드	CAT_000134	3	Y	Y
CAT_000139	틴케이스	CAT_000134	3	Y	Y
CAT_000140	아크릴키링	CAT_000009	2	Y	Y
CAT_000141	아크릴마그넷	CAT_000009	2	Y	Y
CAT_000142	아크릴뱃지	CAT_000009	2	Y	Y
CAT_000143	아크릴집게	CAT_000009	2	Y	Y
CAT_000144	아크릴스마트톡	CAT_000009	2	Y	Y
CAT_000145	맥세이프 스마트톡	CAT_000009	2	Y	Y
CAT_000146	아크릴명찰	CAT_000009	2	Y	Y
CAT_000147	골드실버아크릴명찰	CAT_000009	2	Y	Y
CAT_000148	아크릴볼펜	CAT_000009	2	Y	Y
CAT_000149	아크릴지비츠	CAT_000009	2	Y	Y
CAT_000150	아크릴네임택	CAT_000009	2	Y	Y
CAT_000151	아크릴포카키링	CAT_000009	2	Y	Y
CAT_000152	아크릴코스터	CAT_000009	2	Y	Y
CAT_000153	아크릴머리끈	CAT_000009	2	Y	Y
CAT_000154	아크릴카라비너	CAT_000009	2	Y	Y
CAT_000155	조합형	CAT_000009	2	Y	N
CAT_000156	아크릴자유형스탠드	CAT_000155	3	Y	Y
CAT_000157	판아크릴	CAT_000155	3	Y	Y
CAT_000158	아크릴포카스탠드	CAT_000155	3	Y	Y
CAT_000159	코롯토	CAT_000009	2	Y	N
CAT_000160	아크릴코롯토	CAT_000159	3	Y	Y
CAT_000161	아크릴포카코롯토	CAT_000159	3	Y	Y
CAT_000162	아크릴쉐이커코롯토	CAT_000159	3	Y	Y
CAT_000163	액세서리	CAT_000009	2	Y	N
CAT_000164	아크릴미니파츠	CAT_000163	3	Y	Y
CAT_000165	틴거울	CAT_000010	2	Y	Y
CAT_000166	컴팩트거울	CAT_000010	2	Y	Y
CAT_000167	카드거울	CAT_000010	2	Y	Y
CAT_000168	사각손거울	CAT_000010	2	Y	Y
CAT_000169	블랙사각손거울	CAT_000010	2	Y	Y
CAT_000170	머그컵	CAT_000010	3	Y	Y
CAT_000171	아이스머그컵	CAT_000010	3	Y	Y
CAT_000172	레더코스터	CAT_000010	3	Y	Y
CAT_000173	코르크코스터	CAT_000010	3	Y	Y
CAT_000174	우드코스터	CAT_000010	3	Y	Y
CAT_000175	규조토코스터	CAT_000010	3	Y	Y
CAT_000176	린넨코스터	CAT_000010	3	Y	Y
CAT_000177	워터북보틀	CAT_000010	3	Y	Y
CAT_000178	극세사클리너	CAT_000010	3	Y	Y
CAT_000179	극세사타월	CAT_000010	3	Y	Y
CAT_000180	벨벳쿠션	CAT_000010	3	Y	Y
CAT_000181	여행/아웃도어	CAT_000010	2	Y	N
CAT_000182	래더여권케이스	CAT_000181	3	Y	Y
CAT_000183	말랑여권케이스	CAT_000181	3	Y	Y
CAT_000184	말랑 네임택	CAT_000181	3	Y	Y
CAT_000185	미니매트	CAT_000181	3	Y	Y
CAT_000186	피크닉매트	CAT_000181	3	Y	Y
CAT_000187	썬캡	CAT_000181	3	Y	Y
CAT_000188	투명부채	CAT_000181	3	Y	Y
CAT_000189	기념품/액세서리	CAT_000010	2	Y	N
CAT_000190	핀버튼	CAT_000189	3	Y	Y
CAT_000191	레더스트랩키링	CAT_000189	3	Y	Y
CAT_000192	말랑키링	CAT_000189	3	Y	Y
CAT_000193	말랑증사홀더	CAT_000189	3	Y	Y
CAT_000194	말랑포카홀더	CAT_000189	3	Y	Y
CAT_000195	키캡키링	CAT_000189	3	Y	Y
CAT_000196	LED키캡키링	CAT_000189	3	Y	Y
CAT_000197	미니CD앨범	CAT_000189	3	Y	Y
CAT_000198	응원/시즌	CAT_000010	2	Y	N
CAT_000199	슬로건	CAT_000198	3	Y	Y
CAT_000200	이미지피켓(우치와)	CAT_000198	3	Y	Y
CAT_000201	하트 이미지피켓	CAT_000198	3	Y	Y
CAT_000202	미니우치와키링	CAT_000198	3	Y	Y
CAT_000203	유니폼키링	CAT_000198	3	Y	Y
CAT_000204	우치와키링	CAT_000198	3	Y	Y
CAT_000205	오마모리키링	CAT_000198	3	Y	Y
CAT_000206	패션	CAT_000010	2	Y	N
CAT_000207	양말	CAT_000206	3	Y	Y
CAT_000208	반팔티셔츠	CAT_000206	3	Y	Y
CAT_000209	후드티셔츠	CAT_000206	3	Y	Y
CAT_000210	폰케이스&액세서리	CAT_000010	2	Y	N
CAT_000211	밴드톡	CAT_000210	3	Y	Y
CAT_000212	폰스트랩	CAT_000210	3	Y	Y
CAT_000213	레더 플랫 파우치	CAT_000011	2	Y	Y
CAT_000214	레더 슬림 파우치	CAT_000011	2	Y	Y
CAT_000215	레더 삼각 파우치	CAT_000011	2	Y	Y
CAT_000216	레더 볼륨 파우치	CAT_000011	2	Y	Y
CAT_000217	레더 스트링 파우치	CAT_000011	2	Y	Y
CAT_000218	레더 스트링 원형파우치	CAT_000011	2	Y	Y
CAT_000219	레더 플랫 클러치	CAT_000011	2	Y	Y
CAT_000220	레더 삼각 클러치	CAT_000011	2	Y	Y
CAT_000221	레더아이패드/노트북파우치	CAT_000011	2	Y	Y
CAT_000222	패브릭파우치	CAT_000011	2	Y	N
CAT_000223	캔버스 플랫 파우치	CAT_000222	3	Y	Y
CAT_000224	캔버스 삼각 파우치	CAT_000222	3	Y	Y
CAT_000225	캔버스 스트랩 라벨파우치	CAT_000222	3	Y	Y
CAT_000226	광목 스트링 라벨파우치	CAT_000222	3	Y	Y
CAT_000227	린넨 스트링 파우치	CAT_000222	3	Y	Y
CAT_000228	타이벡파우치	CAT_000011	2	Y	N
CAT_000229	타이벡 플랫 파우치	CAT_000228	3	Y	Y
CAT_000230	타이벡 슬림 파우치	CAT_000228	3	Y	Y
CAT_000231	타이벡 삼각 파우치	CAT_000228	3	Y	Y
CAT_000232	타이벡 스트링 파우치	CAT_000228	3	Y	Y
CAT_000233	타이벡 플랫 클러치	CAT_000228	3	Y	Y
CAT_000234	메쉬파우치	CAT_000011	2	Y	N
CAT_000235	메쉬슬림파우치	CAT_000234	3	Y	Y
CAT_000236	메쉬볼륨파우치	CAT_000234	3	Y	Y
CAT_000237	미니파우치	CAT_000011	2	Y	N
CAT_000238	레더 플랫 미니파우치	CAT_000237	3	Y	Y
CAT_000239	레더 슬림 미니파우치	CAT_000237	3	Y	Y
CAT_000240	레더 삼각 미니파우치	CAT_000237	3	Y	Y
CAT_000241	레더 볼륨 미니파우치	CAT_000237	3	Y	Y
CAT_000242	레더 원형 미니파우치	CAT_000237	3	Y	Y
CAT_000243	필통	CAT_000011	2	Y	N
CAT_000244	레더 플랫 필통	CAT_000243	3	Y	Y
CAT_000245	레더 슬림 필통	CAT_000243	3	Y	Y
CAT_000246	레더 삼각 필통	CAT_000243	3	Y	Y
CAT_000247	레더 볼륨 필통	CAT_000243	3	Y	Y
CAT_000248	레더 원형 필통	CAT_000243	3	Y	Y
CAT_000249	캔버스 플랫 필통	CAT_000243	3	Y	Y
CAT_000250	캔버스 삼각 필통	CAT_000243	3	Y	Y
CAT_000251	레더에코백	CAT_000011	2	Y	Y
CAT_000252	레더토트백	CAT_000251	3	Y	Y
CAT_000253	레더숄더백	CAT_000251	3	Y	Y
CAT_000254	패브릭에코백	CAT_000011	2	Y	N
CAT_000255	린넨 미니에코백	CAT_000254	3	Y	Y
CAT_000256	린넨 토트백	CAT_000254	3	Y	Y
CAT_000257	린넨 에코백	CAT_000254	3	Y	Y
CAT_000258	캔버스 심플백	CAT_000254	3	Y	Y
CAT_000259	캔버스 포켓심플백	CAT_000254	3	Y	Y
CAT_000260	캔버스 포켓숄더백	CAT_000254	3	Y	Y
CAT_000261	캔버스 에코백	CAT_000254	3	Y	Y
CAT_000262	캔버스 숄더백	CAT_000254	3	Y	Y
CAT_000263	타이벡에코백	CAT_000011	2	Y	N
CAT_000264	타이벡 에코백	CAT_000263	3	Y	Y
CAT_000265	타이벡 보냉에코백	CAT_000263	3	Y	Y
CAT_000266	타이벡 보냉미니백	CAT_000263	3	Y	Y
CAT_000268	타이벡 양면 백팩	CAT_000263	3	Y	Y
CAT_000269	메쉬에코백	CAT_000011	2	Y	N
CAT_000270	메쉬 토트백	CAT_000269	3	Y	Y
CAT_000271	메쉬 에코백	CAT_000269	3	Y	Y
CAT_000272	레더라벨제작	CAT_000117	3	Y	Y
CAT_000273	인쇄배경지(OPP봉투타입)	CAT_000012	2	Y	N
CAT_000274	인쇄배경지(투명케이스타입)	CAT_000012	2	Y	N
CAT_000275	인쇄헤더택	CAT_000012	2	Y	N
CAT_000276	봉투/케이스	CAT_000012	2	Y	N
CAT_000277	OPP접착봉투	CAT_000276	3	Y	Y
CAT_000278	OPP비접착봉투	CAT_000276	3	Y	Y
CAT_000279	투명케이스	CAT_000276	3	Y	Y
CAT_000280	카드봉투	CAT_000276	3	Y	Y
CAT_000281	트레싱지봉투	CAT_000276	3	Y	Y
CAT_000282	캘린더봉투	CAT_000276	3	Y	Y
CAT_000283	라벨/포장스티커	CAT_000012	2	Y	Y
CAT_000284	라벨/택	CAT_000283	3	Y	N
CAT_000285	포장부자재	CAT_000012	2	Y	N
CAT_000286	자석고정용고무판	CAT_000285	3	Y	Y
CAT_000287	상품액세서리	CAT_000012	2	Y	N
CAT_000288	우드거치대	CAT_000287	3	Y	Y
CAT_000289	우드행거	CAT_000287	3	Y	Y
CAT_000290	와블러	CAT_000287	3	Y	Y
CAT_000291	볼체인	CAT_000287	3	Y	Y
CAT_000292	와이어링	CAT_000287	3	Y	Y
CAT_000293	상품악세사리		3	N	Y
CAT_000294	명함		3	Y	Y
CAT_000295	상품권		3	N	Y
CAT_000296	배경지		3	N	Y
CAT_000297	레드프린팅 책자 가이드		3	N	Y
CAT_000298	실사		3	N	Y
CAT_000299	단품형		3	N	Y
CAT_000300	플래너		3	N	Y
CAT_000301	소품		3	N	Y
CAT_000302	데스크/사무용품	CAT_000134	3	Y	N
CAT_000303	디지털악세서리		3	N	Y
CAT_000304	말랑(PVC고주파)	CAT_000198	3	Y	N
CAT_000305	레더파우치		3	N	Y
CAT_000306	에코백부자재		3	N	Y
CAT_000307	엽서	CAT_000001	2	Y	N
CAT_000308	엽서북	CAT_000001	2	Y	N
