CAT_000001	엽서/카드		1	Y	N
CAT_000002	스티커		1	Y	N
CAT_000003	인쇄홍보물		1	Y	N
CAT_000004	포스터		1	Y	N
CAT_000005	사인		1	Y	N
CAT_000006	책자		1	Y	N
CAT_000007	캘린더		1	Y	N
CAT_000008	문구		1	Y	N
CAT_000009	아크릴		1	Y	N
CAT_000010	라이프		1	Y	N
CAT_000011	에코백		1	Y	N
CAT_000012	포장		1	Y	N
CAT_000013	프리미엄엽서	CAT_000001	2	Y	Y
CAT_000014	코팅엽서	CAT_000001	2	Y	Y
CAT_000015	스탠다드엽서	CAT_000001	2	Y	Y
CAT_000016	투명엽서	CAT_000001	2	Y	Y
CAT_000017	화이트인쇄엽서	CAT_000001	2	Y	Y
CAT_000018	핑크별색엽서	CAT_000001	2	Y	Y
CAT_000019	금은별색엽서	CAT_000001	2	Y	Y
CAT_000020	모양엽서	CAT_000001	2	Y	Y
CAT_000021	접지카드	CAT_000001	2	Y	N
CAT_000022	2단접지카드	CAT_000021	3	Y	Y
CAT_000023	3단접지카드	CAT_000021	3	Y	Y
CAT_000024	미니접지카드	CAT_000021	3	Y	Y
CAT_000025	지그재그엽서	CAT_000021	3	Y	Y
CAT_000026	엽서북	CAT_000001	2	Y	Y
CAT_000027	포토카드	CAT_000001	2	Y	Y
CAT_000028	투명포토카드	CAT_000027	3	Y	Y
CAT_000029	종이슬로건	CAT_000027	3	Y	Y
CAT_000030	반칼 자유형 스티커	CAT_000002	2	Y	Y
CAT_000031	반칼 자유형 투명스티커	CAT_000002	2	Y	Y
CAT_000032	반칼 자유형 홀로그램스티커	CAT_000002	2	Y	Y
CAT_000033	소량 자유형 스티커	CAT_000002	2	Y	Y
CAT_000034	낱장 자유형 스티커	CAT_000002	2	Y	Y
CAT_000035	낱장 자유형 투명스티커	CAT_000002	2	Y	Y
CAT_000036	대형 자유형 스티커	CAT_000002	2	Y	Y
CAT_000037	규격 스티커	CAT_000002	2	Y	N
CAT_000038	반칼 원형 스티커	CAT_000037	3	Y	Y
CAT_000039	반칼 정사각 스티커	CAT_000037	3	Y	Y
CAT_000040	반칼직사각스티커	CAT_000037	3	Y	Y
