block,axis,kind,row_label,col_label,price
일반현수막,가로 / 세로,main,3000mm,1750mm,43200
일반현수막,가로 / 세로,main,3500mm,900mm,25200
일반현수막,가로 / 세로,main,3500mm,1000mm,28000
일반현수막,가로 / 세로,main,3500mm,1200mm,33600
일반현수막,가로 / 세로,main,3500mm,1500mm,42000
일반현수막,가로 / 세로,main,3500mm,1750mm,50400
일반현수막,가로 / 세로,main,4000mm,900mm,28800
일반현수막,가로 / 세로,main,4000mm,1000mm,32000
일반현수막,가로 / 세로,main,4000mm,1200mm,38400
일반현수막,가로 / 세로,main,4000mm,1500mm,48000
일반현수막,가로 / 세로,main,4000mm,1750mm,57600
일반현수막,가로 / 세로,main,4500mm,900mm,32400
일반현수막,가로 / 세로,main,4500mm,1000mm,36000
일반현수막,가로 / 세로,main,4500mm,1200mm,43200
일반현수막,가로 / 세로,main,4500mm,1500mm,54000
일반현수막,가로 / 세로,main,4500mm,1750mm,64800
일반현수막,가로 / 세로,main,5000mm,900mm,36000
일반현수막,가로 / 세로,main,5000mm,1000mm,40000
일반현수막,가로 / 세로,main,5000mm,1200mm,48000
일반현수막,가로 / 세로,main,5000mm,1500mm,60000
일반현수막,가로 / 세로,main,5000mm,1750mm,72000
메쉬현수막,가로 / 세로,main,900mm,900mm,20000
메쉬현수막,가로 / 세로,main,900mm,1000mm,20000
메쉬현수막,가로 / 세로,main,900mm,1200mm,21600
메쉬현수막,가로 / 세로,main,1000mm,900mm,20000
메쉬현수막,가로 / 세로,main,1000mm,1000mm,20000
메쉬현수막,가로 / 세로,main,1000mm,1200mm,24000
메쉬현수막,가로 / 세로,main,1200mm,900mm,21600
메쉬현수막,가로 / 세로,main,1200mm,1000mm,24000
메쉬현수막,가로 / 세로,main,1200mm,1200mm,28800
메쉬현수막,가로 / 세로,main,1400mm,900mm,25200
메쉬현수막,가로 / 세로,main,1400mm,1000mm,28000
메쉬현수막,가로 / 세로,main,1400mm,1200mm,33600
메쉬현수막,가로 / 세로,main,1600mm,900mm,28800
메쉬현수막,가로 / 세로,main,1600mm,1000mm,32000
메쉬현수막,가로 / 세로,main,1600mm,1200mm,38400
메쉬현수막,가로 / 세로,main,1800mm,900mm,32400
메쉬현수막,가로 / 세로,main,1800mm,1000mm,36000
메쉬현수막,가로 / 세로,main,1800mm,1200mm,43200
메쉬현수막,가로 / 세로,main,2000mm,900mm,36000
메쉬현수막,가로 / 세로,main,2000mm,1000mm,40000
메쉬현수막,가로 / 세로,main,2000mm,1200mm,48000
메쉬현수막,가로 / 세로,main,2200mm,900mm,39600
메쉬현수막,가로 / 세로,main,2200mm,1000mm,44000
메쉬현수막,가로 / 세로,main,2200mm,1200mm,52800
메쉬현수막,가로 / 세로,main,2400mm,900mm,43200
메쉬현수막,가로 / 세로,main,2400mm,1000mm,48000
메쉬현수막,가로 / 세로,main,2400mm,1200mm,57600
메쉬현수막,가로 / 세로,main,2600mm,900mm,46800
메쉬현수막,가로 / 세로,main,2600mm,1000mm,52000
메쉬현수막,가로 / 세로,main,2600mm,1200mm,62400
메쉬현수막,가로 / 세로,main,2800mm,900mm,50400
메쉬현수막,가로 / 세로,main,2800mm,1000mm,56000
메쉬현수막,가로 / 세로,main,2800mm,1200mm,67200
메쉬현수막,가로 / 세로,main,3000mm,900mm,54000
메쉬현수막,가로 / 세로,main,3000mm,1000mm,60000
메쉬현수막,가로 / 세로,main,3000mm,1200mm,72000
메쉬현수막,가로 / 세로,main,3500mm,900mm,63000
메쉬현수막,가로 / 세로,main,3500mm,1000mm,70000
메쉬현수막,가로 / 세로,main,3500mm,1200mm,84000
메쉬현수막,가로 / 세로,main,4000mm,900mm,72000
메쉬현수막,가로 / 세로,main,4000mm,1000mm,80000
메쉬현수막,가로 / 세로,main,4000mm,1200mm,96000
메쉬현수막,가로 / 세로,main,4500mm,900mm,81000
메쉬현수막,가로 / 세로,main,4500mm,1000mm,90000
메쉬현수막,가로 / 세로,main,4500mm,1200mm,108000
메쉬현수막,가로 / 세로,main,5000mm,900mm,90000
메쉬현수막,가로 / 세로,main,5000mm,1000mm,100000
메쉬현수막,가로 / 세로,main,5000mm,1200mm,120000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,무광(화이트/블랙),A4,6000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,무광(화이트/블랙),A3,11000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,무광(화이트/블랙),A2,32000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,홀로그램,A4,8000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,홀로그램,A3,16000
시트커팅 (무광 / 홀로그램),사이즈 / 소재,main,홀로그램,A2,32000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,유광 (화이트 / 블랙),290 x 90 mm,9000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,유광 (화이트 / 블랙),290 x 190 mm,14000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,유광 (화이트 / 블랙),390 x 290 mm,32000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,유광 (화이트 / 블랙),590 x 390 mm,37000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,미러 (골드/실버),290 x 90 mm,11000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,미러 (골드/실버),290 x 190 mm,18000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,미러 (골드/실버),390 x 290 mm,29000
아크릴스티커 (유광 / 미러),사이즈 / 소재,main,미러 (골드/실버),590 x 390 mm,50000
미니스탠딩보드,사이즈 / 수량,main,4,A5,3500
미니스탠딩보드,사이즈 / 수량,main,4,A4,4500
미니스탠딩보드,사이즈 / 수량,main,4,A3,6500
미니스탠딩보드,사이즈 / 수량,main,19,A5,3400
미니스탠딩보드,사이즈 / 수량,main,19,A4,4300
미니스탠딩보드,사이즈 / 수량,main,19,A3,6200
미니스탠딩보드,사이즈 / 수량,main,49,A5,3300
미니스탠딩보드,사이즈 / 수량,main,49,A4,4200
미니스탠딩보드,사이즈 / 수량,main,49,A3,6100
미니스탠딩보드,사이즈 / 수량,main,99,A5,3100
미니스탠딩보드,사이즈 / 수량,main,99,A4,4000
미니스탠딩보드,사이즈 / 수량,main,99,A3,5900
미니스탠딩보드,사이즈 / 수량,main,10000,A5,2900
미니스탠딩보드,사이즈 / 수량,main,10000,A4,3800
미니스탠딩보드,사이즈 / 수량,main,10000,A3,5500
미니배너,사이즈 / 수량,main,4,150x300 mm,6500
미니배너,사이즈 / 수량,main,4,180x420 mm,6500
미니배너,사이즈 / 수량,main,19,150x300 mm,4900
미니배너,사이즈 / 수량,main,19,180x420 mm,4900
미니배너,사이즈 / 수량,main,49,150x300 mm,4200
미니배너,사이즈 / 수량,main,49,180x420 mm,4200
미니배너,사이즈 / 수량,main,99,150x300 mm,3500
미니배너,사이즈 / 수량,main,99,180x420 mm,3500
미니배너,사이즈 / 수량,main,10000,150x300 mm,2800
미니배너,사이즈 / 수량,main,10000,180x420 mm,2800
족자포스터 추가옵션(천정형고리) 추가가격,추가옵션,addon,추가없음,*모든사이즈,0
족자포스터 추가옵션(천정형고리) 추가가격,추가옵션,addon,천정형고리 포함,*모든사이즈,6500
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,출력만,A4,0
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,출력만,A3,0
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,출력만,A2,0
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,우드행거+면끈,A4,16000
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,우드행거+면끈,A3,18000
캔버스행잉포스터 추가옵션(우드행거+면끈) 추가가격,추가옵션,addon,우드행거+면끈,A2,20000
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,출력만,A4,0
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,출력만,A3,0
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,출력만,A2,0
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,우드봉+면끈,A4,7000
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,우드봉+면끈,A3,9800
린넨우드봉족자 추가옵션(우드봉+면끈) 추가가격,추가옵션,addon,우드봉+면끈,A2,12000
배너 추가옵션(거치대) 추가가격,추가옵션,addon,거치대없음,*단일,0
배너 추가옵션(거치대) 추가가격,추가옵션,addon,실내용배너거치대,*단일,7000
배너 추가옵션(거치대) 추가가격,추가옵션,addon,실외용배너거치대(단면용),*단일,23000
배너 추가옵션(거치대) 추가가격,추가옵션,addon,실외용배너거치대(양면용),*단일,25000
일반현수막 가공옵션 추가가격,추가옵션,addon,열재단,*단일,3000
일반현수막 가공옵션 추가가격,추가옵션,addon,타공(4개),*단일,3000
일반현수막 가공옵션 추가가격,추가옵션,addon,타공(6개),*단일,4000
일반현수막 가공옵션 추가가격,추가옵션,addon,타공(8개),*단일,5000
일반현수막 가공옵션 추가가격,추가옵션,addon,양면테잎,*단일,3000
일반현수막 가공옵션 추가가격,추가옵션,addon,봉미싱,*단일,4000
메쉬현수막 가공옵션 추가가격,추가옵션,addon,재단만,*단일,0
메쉬현수막 가공옵션 추가가격,추가옵션,addon,타공(4개),*단일,3000
메쉬현수막 가공옵션 추가가격,추가옵션,addon,타공(6개),*단일,4000
메쉬현수막 가공옵션 추가가격,추가옵션,addon,타공(8개),*단일,5000
