product_key,prd_nm,gubun,variant_idx,excel_row,구분,ID,MES ITEM_CD,상품명,사이즈(필수),파일사양_블리드,파일사양_작업사이즈,파일사양_재단사이즈,파일사양_출력용지규격,파일사양_파일명약어,파일사양_출력파일,파일사양_폴더,주문방법(필수)_업로드,주문방법(필수)_편집기,선택(옵션)_선택,선택(옵션)_가격,가격,가공(옵션)_가공,가공(옵션)_가격,제작수량(필수)_최소,제작수량(필수)_최대,제작수량(필수)_증가,추가상품(옵션)_추가상품,추가상품(옵션)_추가가격,구간할인적용테이블,Z,AA,AB,AC,AD,AE
14715,레더라벨제작,에코백부자재,68,301,,,,,아이폰14미니★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,69,302,,,,,아이폰14프로★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,70,303,,,,,아이폰14프로맥스★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,71,304,,,,,아이폰15★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,72,305,,,,,아이폰15프로★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,73,306,,,,,아이폰15프로맥스★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,74,307,,,,,아이폰15플러스★,,,,,,,,업로드,,,,13000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,75,308,,,,,,,,,,,,,업로드,,,,,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,76,309,,,,임팩트 젤하드,삼성(갤럭시S22),,,,,,PNG,,업로드,,,,12000,맥세이프추가,6500,,,,,,7150원 + 맥세이프 3850,,,,,,
14715,레더라벨제작,에코백부자재,77,310,,,,,삼성(갤럭시S22플러스),,,,,,PNG,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,78,311,,,,,삼성(갤럭시S22울트라),,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,79,312,,,,,삼성(갤럭시S23)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,80,313,,,,,삼성(갤럭시S23플러스)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,81,314,,,,,삼성(갤럭시S23울트라)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,82,315,,,,,삼성(갤럭시S24)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,83,316,,,,,삼성(갤럭시S24플러스)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,84,317,,,,,삼성(갤럭시S24울트라)★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,85,318,,,,,아이폰12미니,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,86,319,,,,,아이폰12프로,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,87,320,,,,,아이폰12프로맥스,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,88,321,,,,,아이폰13,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,89,322,,,,,아이폰13미니,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,90,323,,,,,아이폰13프로,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,91,324,,,,,아이폰13프로맥스,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,92,325,,,,,아이폰14★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,93,326,,,,,아이폰14미니★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,94,327,,,,,아이폰14프로★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,95,328,,,,,아이폰14프로맥스★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,96,329,,,,,아이폰15★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,97,330,,,,,아이폰15프로★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,98,331,,,,,아이폰15프로맥스★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,99,332,,,,,아이폰15플러스★,,,,,,,,업로드,,,,12000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,100,333,,,,,,,,,,,,,업로드,,,,,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,101,334,,,,에어팟케이스★,에어팟1/2세대,,,,,,,,업로드,,,,11000,,,,,,,,무광 6600,,,,,,
14715,레더라벨제작,에코백부자재,102,335,,,,,에어팟3세대,,,,,,,,업로드,,,,11000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,103,336,,,,,에어팟프로,,,,,,,,업로드,,,,11000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,104,337,,,,,에어팟프로2세대,,,,,,,,업로드,,,,11000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,105,338,,,,,,,,,,,,,업로드,,,,,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,106,339,,,,버즈케이스★,버즈,,,,,,JPG,,업로드,,하판(블랙),,11000,,,,,,,,,,,,,,
14715,레더라벨제작,에코백부자재,107,340,,,,,버즈라이브,,,,,,JPG,,업로드,,하판(화이트),,11000,,,,,,,,,,,,,,
