productId,name,covercd,sizeno,sizename,width,height,cutsize,non_standard,has_req,has_rst
40002,페이퍼포토SET,0,5750,4R(102x152)_12장,102,152,4,False,False,False
40002,페이퍼포토SET,0,5751,5R(127x178)_9장,127,178,4,False,False,False
40002,페이퍼포토SET,0,5752,8R(204x254)_4장,204,254,4,False,False,False
40002,페이퍼포토SET,0,5754,A3(297x420)_2장,297,420,4,False,False,False
40002,페이퍼포토SET,0,5753,A4(210x297)_4장,210,297,4,False,False,False
40004,PP홀더(칼라),0,5733,220x310,440,310,6,False,False,False
40005,소량독판전단_옵셋,0,5603,16절(B5),182,257,3,False,False,True
40005,소량독판전단_옵셋,0,5609,8절(B4),257,367,3,False,False,True
40005,소량독판전단_옵셋,0,5611,A3(국4절),297,420,3,False,False,True
40005,소량독판전단_옵셋,0,5612,A4(국8절),210,297,3,False,False,False
40005,소량독판전단_옵셋,0,7077,최대사이즈,502,347,3,False,False,True
40006,롤스티커,0,5545,원형(55x55),55,55,3,False,True,False
40006,롤스티커,0,5546,원형(70x70),70,70,3,False,True,False
40006,롤스티커,0,10176,자유형,30,30,3,True,True,False
40006,롤스티커,0,5541,정사각형(60x60),60,60,3,False,True,False
40006,롤스티커,0,5542,정사각형(70x70),70,70,3,False,True,False
40006,롤스티커,0,5543,직사각형(100x50),100,50,3,False,True,False
40006,롤스티커,0,5544,직사각형(50x100),50,100,3,False,True,False
40007,가성비스티커(사각),0,5498,90x100,90,100,3,False,False,False
40007,가성비스티커(사각),0,5499,90x110,90,110,3,False,False,False
40007,가성비스티커(사각),0,5500,90x120,90,120,3,False,False,False
40007,가성비스티커(사각),0,5501,90x130,90,130,3,False,False,False
40007,가성비스티커(사각),0,5494,90x55,90,55,3,False,False,False
40007,가성비스티커(사각),0,5495,90x70,90,70,3,False,False,False
40007,가성비스티커(사각),0,5496,90x80,90,80,3,False,False,False
40007,가성비스티커(사각),0,5497,90x90,90,90,3,False,False,False
40007,가성비스티커(사각),0,5493,비규격,90,55,3,True,True,False
40008,가성비스티커(도무송),0,6066,비규격,90,55,5,True,True,False
40008,가성비스티커(도무송),0,6103,비규격(균등),90,55,14,True,True,False
40008,가성비스티커(도무송),0,5503,사각40x20,40,20,5,False,False,False
40008,가성비스티커(도무송),0,5504,사각50x20,50,20,5,False,False,False
40008,가성비스티커(도무송),0,5505,사각53x33,53,33,5,False,False,False
40008,가성비스티커(도무송),0,5506,사각55x15,55,15,5,False,False,False
40008,가성비스티커(도무송),0,5507,사각55x20,55,20,5,False,False,False
40008,가성비스티커(도무송),0,5508,사각55x25,55,25,5,False,False,False
40008,가성비스티커(도무송),0,5509,사각60x40,60,40,5,False,False,False
40008,가성비스티커(도무송),0,6074,사각60x40(균등),60,40,14,False,False,False
40008,가성비스티커(도무송),0,5510,사각85x40,85,40,5,False,False,False
40008,가성비스티커(도무송),0,6075,사각85x40(균등),85,40,14,False,False,False
40008,가성비스티커(도무송),0,5511,사각90X55,90,55,5,False,False,False
40008,가성비스티커(도무송),0,6076,사각90x55(균등),90,55,14,False,False,False
40008,가성비스티커(도무송),0,5512,원형20,20,20,5,False,False,False
40008,가성비스티커(도무송),0,5513,원형25,25,25,5,False,False,False
40008,가성비스티커(도무송),0,5514,원형30,30,30,5,False,False,False
40008,가성비스티커(도무송),0,6079,원형30(균등),30,30,14,False,False,False
40008,가성비스티커(도무송),0,5515,원형35,35,35,5,False,False,False
40008,가성비스티커(도무송),0,6080,원형35(균등),35,35,14,False,False,False
40008,가성비스티커(도무송),0,5516,원형40,40,40,5,False,False,False
40008,가성비스티커(도무송),0,6081,원형40(균등),40,40,14,False,False,False
40008,가성비스티커(도무송),0,5517,원형45,45,45,5,False,False,False
40008,가성비스티커(도무송),0,6082,원형45(균등),45,45,14,False,False,False
40008,가성비스티커(도무송),0,5518,원형50,50,50,5,False,False,False
40008,가성비스티커(도무송),0,6083,원형50(균등),50,50,14,False,False,False
40008,가성비스티커(도무송),0,5519,원형55,55,55,5,False,False,False
40008,가성비스티커(도무송),0,6084,원형55(균등),55,55,14,False,False,False
40008,가성비스티커(도무송),0,5520,원형60,60,60,5,False,False,False
40008,가성비스티커(도무송),0,6085,원형60(균등),60,60,14,False,False,False
40008,가성비스티커(도무송),0,5521,원형65,65,65,5,False,False,False
40008,가성비스티커(도무송),0,6086,원형65(균등),65,65,14,False,False,False
40008,가성비스티커(도무송),0,5522,타원20x50,20,50,5,False,False,False
40008,가성비스티커(도무송),0,5523,타원30x50,30,50,5,False,False,False
40008,가성비스티커(도무송),0,6088,타원30x50(균등),30,50,14,False,False,False
40008,가성비스티커(도무송),0,5524,타원30x60,30,60,5,False,False,False
40008,가성비스티커(도무송),0,6089,타원30x60(균등),30,60,14,False,False,False
40008,가성비스티커(도무송),0,5525,타원40x60,40,60,5,False,False,False
40008,가성비스티커(도무송),0,6090,타원40x60(균등),40,60,14,False,False,False
40008,가성비스티커(도무송),0,5526,타원40x70,40,70,5,False,False,False
40008,가성비스티커(도무송),0,6091,타원40x70(균등),40,70,14,False,False,False
40008,가성비스티커(도무송),0,5527,타원50x80,50,80,5,False,False,False
40008,가성비스티커(도무송),0,6092,타원50x80(균등),50,80,14,False,False,False
40008,가성비스티커(도무송),0,5528,타원60x90,60,90,5,False,False,False
40008,가성비스티커(도무송),0,6093,타원60x90(균등),60,90,14,False,False,False
40009,소량스티커(사각),0,5498,90x100,90,100,3,False,False,False
40009,소량스티커(사각),0,5499,90x110,90,110,3,False,False,False
40009,소량스티커(사각),0,5500,90x120,90,120,3,False,False,False
40009,소량스티커(사각),0,5501,90x130,90,130,3,False,False,False
40009,소량스티커(사각),0,5494,90x55,90,55,3,False,False,False
40009,소량스티커(사각),0,5495,90x70,90,70,3,False,False,False
40009,소량스티커(사각),0,5496,90x80,90,80,3,False,False,False
40009,소량스티커(사각),0,5497,90x90,90,90,3,False,False,False
40009,소량스티커(사각),0,5493,비규격,90,55,3,True,True,False
40010,소량스티커(도무송),0,6066,비규격,90,55,5,True,True,False
40010,소량스티커(도무송),0,6103,비규격(균등),90,55,14,True,True,False
40010,소량스티커(도무송),0,5512,원형20,20,20,5,False,False,False
40010,소량스티커(도무송),0,5513,원형25,25,25,5,False,False,False
40010,소량스티커(도무송),0,5514,원형30,30,30,5,False,False,False
40010,소량스티커(도무송),0,6079,원형30(균등),30,30,14,False,False,False
40010,소량스티커(도무송),0,5515,원형35,35,35,5,False,False,False
40010,소량스티커(도무송),0,6080,원형35(균등),35,35,14,False,False,False
40010,소량스티커(도무송),0,5516,원형40,40,40,5,False,False,False
40010,소량스티커(도무송),0,6081,원형40(균등),40,40,14,False,False,False
40010,소량스티커(도무송),0,5517,원형45,45,45,5,False,False,False
40010,소량스티커(도무송),0,6082,원형45(균등),45,45,14,False,False,False
40010,소량스티커(도무송),0,5518,원형50,50,50,5,False,False,False
40010,소량스티커(도무송),0,6083,원형50(균등),50,50,14,False,False,False
40010,소량스티커(도무송),0,5519,원형55,55,55,5,False,False,False
40010,소량스티커(도무송),0,6084,원형55(균등),55,55,14,False,False,False
40010,소량스티커(도무송),0,5520,원형60,60,60,5,False,False,False
40010,소량스티커(도무송),0,6085,원형60(균등),60,60,14,False,False,False
40010,소량스티커(도무송),0,5521,원형65,65,65,5,False,False,False
40010,소량스티커(도무송),0,6086,원형65(균등),65,65,14,False,False,False
40011,탈부착스티커(사각),0,5498,90x100,90,100,3,False,False,False
40011,탈부착스티커(사각),0,5499,90x110,90,110,3,False,False,False
40011,탈부착스티커(사각),0,5500,90x120,90,120,3,False,False,False
40011,탈부착스티커(사각),0,5501,90x130,90,130,3,False,False,False
40011,탈부착스티커(사각),0,5494,90x55,90,55,3,False,False,False
40011,탈부착스티커(사각),0,5495,90x70,90,70,3,False,False,False
40011,탈부착스티커(사각),0,5496,90x80,90,80,3,False,False,False
40011,탈부착스티커(사각),0,5497,90x90,90,90,3,False,False,False
40011,탈부착스티커(사각),0,5493,비규격,90,55,3,True,True,False
40012,탈부착스티커(도무송),0,6066,비규격,90,55,5,True,True,False
40012,탈부착스티커(도무송),0,6103,비규격(균등),90,55,14,True,True,False
40012,탈부착스티커(도무송),0,5512,원형20,20,20,5,False,False,False
40012,탈부착스티커(도무송),0,5513,원형25,25,25,5,False,False,False
40012,탈부착스티커(도무송),0,5514,원형30,30,30,5,False,False,False
40012,탈부착스티커(도무송),0,6079,원형30(균등),30,30,14,False,False,False
40012,탈부착스티커(도무송),0,5515,원형35,35,35,5,False,False,False
40012,탈부착스티커(도무송),0,6080,원형35(균등),35,35,14,False,False,False
40012,탈부착스티커(도무송),0,5516,원형40,40,40,5,False,False,False
40012,탈부착스티커(도무송),0,6081,원형40(균등),40,40,14,False,False,False
40012,탈부착스티커(도무송),0,5517,원형45,45,45,5,False,False,False
40012,탈부착스티커(도무송),0,6082,원형45(균등),45,45,14,False,False,False
40012,탈부착스티커(도무송),0,5518,원형50,50,50,5,False,False,False
40012,탈부착스티커(도무송),0,6083,원형50(균등),50,50,14,False,False,False
40012,탈부착스티커(도무송),0,5519,원형55,55,55,5,False,False,False
40012,탈부착스티커(도무송),0,6084,원형55(균등),55,55,14,False,False,False
40012,탈부착스티커(도무송),0,5520,원형60,60,60,5,False,False,False
40012,탈부착스티커(도무송),0,6085,원형60(균등),60,60,14,False,False,False
40012,탈부착스티커(도무송),0,5521,원형65,65,65,5,False,False,False
40012,탈부착스티커(도무송),0,6086,원형65(균등),65,65,14,False,False,False
40013,강접스티커(사각),0,5498,90x100,90,100,3,False,False,False
40013,강접스티커(사각),0,5499,90x110,90,110,3,False,False,False
40013,강접스티커(사각),0,5500,90x120,90,120,3,False,False,False
40013,강접스티커(사각),0,5501,90x130,90,130,3,False,False,False
40013,강접스티커(사각),0,5494,90x55,90,55,3,False,False,False
40013,강접스티커(사각),0,5495,90x70,90,70,3,False,False,False
40013,강접스티커(사각),0,5496,90x80,90,80,3,False,False,False
40013,강접스티커(사각),0,5497,90x90,90,90,3,False,False,False
40013,강접스티커(사각),0,5493,비규격,90,55,3,True,True,False
