productId,name,covercd,awkgroup,awkjobno,awkjobname
40004,PP홀더(칼라),0,박(앞면),43353,금박유광(앞면)10x10~30x100mm이하
40004,PP홀더(칼라),0,박(앞면),43354,은박유광(앞면) 10x10~30x100mm이하
40004,PP홀더(칼라),0,박(뒷면),43355,금박유광(뒷면) 10x10~30x100mm이하
40004,PP홀더(칼라),0,박(뒷면),43356,은박유광(뒷면) 10x10~30x100mm이하
40005,소량독판전단_옵셋,0,오시,11347,오시1줄(가로)
40005,소량독판전단_옵셋,0,오시,11345,오시1줄(가로중앙)
40005,소량독판전단_옵셋,0,오시,11385,오시1줄(세로)
40005,소량독판전단_옵셋,0,오시,11346,오시1줄(세로중앙)
40005,소량독판전단_옵셋,0,오시,11348,오시2줄(가로)
40005,소량독판전단_옵셋,0,오시,11349,오시2줄(세로)
40005,소량독판전단_옵셋,0,오시,11350,오시3줄(가로)
40005,소량독판전단_옵셋,0,오시,11351,오시3줄(세로)
40005,소량독판전단_옵셋,0,미싱,11359,미싱1줄(가로)
40005,소량독판전단_옵셋,0,미싱,11357,미싱1줄(가로중앙)
40005,소량독판전단_옵셋,0,미싱,11388,미싱1줄(세로)
40005,소량독판전단_옵셋,0,미싱,11358,미싱1줄(세로중앙)
40005,소량독판전단_옵셋,0,미싱,11360,미싱2줄(가로)
40005,소량독판전단_옵셋,0,미싱,11361,미싱2줄(세로)
40005,소량독판전단_옵셋,0,미싱,11362,미싱3줄(가로)
40005,소량독판전단_옵셋,0,미싱,11363,미싱3줄(세로)
40005,소량독판전단_옵셋,0,타공,11367,타공1개(3mm)
40005,소량독판전단_옵셋,0,타공,11368,타공1개(4mm)
40005,소량독판전단_옵셋,0,타공,11369,타공1개(5mm)
40005,소량독판전단_옵셋,0,타공,11370,타공1개(6mm)
40005,소량독판전단_옵셋,0,타공,11371,타공1개(7mm)
40005,소량독판전단_옵셋,0,타공,11372,타공1개(8mm)
40005,소량독판전단_옵셋,0,타공,11373,타공2개(3mm)
40005,소량독판전단_옵셋,0,타공,11374,타공2개(4mm)
40005,소량독판전단_옵셋,0,타공,11375,타공2개(5mm)
40005,소량독판전단_옵셋,0,타공,11376,타공2개(6mm)
40005,소량독판전단_옵셋,0,타공,11377,타공2개(7mm)
40005,소량독판전단_옵셋,0,타공,11378,타공2개(8mm)
40005,소량독판전단_옵셋,0,타공,11379,타공3개(3mm)
40005,소량독판전단_옵셋,0,타공,11380,타공3개(4mm)
40005,소량독판전단_옵셋,0,타공,11381,타공3개(5mm)
40005,소량독판전단_옵셋,0,타공,11382,타공3개(6mm)
40005,소량독판전단_옵셋,0,타공,11383,타공3개(7mm)
40005,소량독판전단_옵셋,0,타공,11384,타공3개(8mm)
