productId,name,category,selType,unit,pjoin,useCases,n_covertypes,n_sizes,n_papers,n_colors,n_prsjob,n_awkjob,n_prodadd,n_optioninfo,ordqty_type,ordqty_min,ordqty_max,ordqty_interval,prepayRequired,dlvygrpno,pricing_status,pricing_source,has_template,pricing_jobpresetno,pricing_error
40270,칭찬스티커SET,스티커/팬시스티커,M,매,9,sticker|label,1,1,1,1,1,0,0,1,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40273,챌린지스티커SET,스티커/팬시스티커,M,매,9,sticker|label,1,1,1,1,1,0,0,1,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40274,마스킹테이프,팬시제품,M,개,9,,1,15,1,1,1,0,0,1,select,25,1000,,True,16,requires-configuration,/std/prod/jobcost,False,,
40275,베이직펜,팬시제품,M,세트,9,,1,3,5,2,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40276,오피스연필,팬시제품,M,세트,9,,1,1,1,1,1,0,0,1,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40277,마스킹테이프(기성),팬시제품,M,개,9,,1,1,0,0,1,0,0,1,select,1,10,,True,17,requires-configuration,/std/prod/jobcost,False,,
40279,폴라로이드팩,포토/액자,M,세트,0,photo|display,1,2,1,1,1,0,0,0,select,1,100,,True,14,requires-configuration,/std/prod/jobcost,False,,
40280,틴케이스,팬시제품,M,개,0,,1,10,1,2,1,0,0,0,select,1,100,,True,57,requires-configuration,/std/prod/jobcost,False,,
40282,투명컵,카페용품,M,개,9,,1,4,1,6,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40283,투명컵뚜껑,카페용품,M,개,9,,1,4,1,1,1,0,0,1,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40284,수저세팅지,홍보물,M,매,0,,1,2,1,1,1,0,0,0,select,4000,120000,,True,,requires-configuration,/std/prod/jobcost,False,,
40285,음료캐리어,카페용품,M,개,9,,1,1,1,6,1,0,0,0,select,200,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40286,냅킨,카페용품,M,장,9,,1,2,1,6,1,0,0,0,select,8000,80000,,False,,requires-configuration,/std/prod/jobcost,False,,
40290,패브릭스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,6,1,1,1,0,0,0,select,1,100,,True,1,requires-configuration,/std/prod/jobcost,False,,
40291,용돈봉투SET,팬시제품,M,세트,9,stationery,1,3,0,0,1,0,0,0,select,1,50,,True,1,requires-configuration,/std/prod/jobcost,False,,
40292,스마트톡,폰 액세서리,M,개,9,,1,2,1,1,1,0,0,1,select,1,100,,True,23,requires-configuration,/std/prod/jobcost,False,,
40293,방수포스터,홍보물/포스터,M,매,9,flyer|poster,1,7,5,2,1,1,1,0,select,1,500,,False,,requires-configuration,/std/prod/jobcost,False,,
40294,반투명 떡메모지,판촉물,M,권,0,,1,2,1,1,1,1,0,0,select,1,100,,True,10,requires-configuration,/std/prod/jobcost,False,,
40295,반투명 떡메모지,굿즈/다꾸/굿즈,M,권,0,merchandise|promotion,1,2,1,1,1,1,0,0,select,1,100,,True,10,requires-configuration,/std/prod/jobcost,False,,
40297,종이자석광고지(패턴)_TEST,자석제품,,,,,0,0,0,0,0,0,0,0,,,,,,,requires-configuration,/std/prod/jobcost,False,,
40307,아크릴톡,폰 액세서리,M,개,9,,1,4,1,1,1,0,0,1,select,1,50,,True,23,requires-configuration,/std/prod/jobcost,False,,
40339,OPP봉투,부자재,M,개,9,stationery,1,9,0,0,1,0,0,0,select,50,1000,,True,30,requires-configuration,/std/prod/jobcost,False,,
40343,클립펜,팬시제품,M,개,9,,1,1,2,1,1,0,0,1,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40346,고평량엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,10,2,1,6,1,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40347,색지엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,4,4,1,6,1,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40348,합지엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,1,2,1,4,1,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40424,기성 아크릴톡,폰 액세서리,M,개,9,,1,15,1,1,1,0,0,0,select,1,50,,True,23,requires-configuration,/std/prod/jobcost,False,,
40425,캘린더스티커,스티커/팬시스티커,M,세트,9,sticker|label,1,7,3,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40431,캘린더스티커,캘린더,M,세트,9,sticker|label,1,6,0,0,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40432,롤스티커 디스펜서,부자재,M,개,9,sticker|label,1,0,0,0,1,0,0,0,select,1,50,,False,,requires-configuration,/std/prod/jobcost,False,,
40433,특가책자(스프링),책자,M,부,1,booklet|catalog,3,4,21,14,3,6,0,0,select,1,500,,True,,requires-configuration,/std/prod/jobcost,True,27,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40435,롱포토스티커,포토/액자,M,세트,0,sticker|label|photo|display,1,1,1,1,1,0,0,0,select,1,50,,True,1,requires-configuration,/std/prod/jobcost,False,,
40436,롱포토스티커,스티커/팬시스티커,M,세트,0,sticker|label|photo|display,1,1,1,1,1,0,0,0,select,1,50,,True,1,requires-configuration,/std/prod/jobcost,False,,
40437,미니현수막,사인제품/현수막,M,개,9,banner|large-format,1,6,1,1,1,2,2,0,select,1,1000,,True,38,requires-configuration,/std/prod/jobcost,False,,
40439,판스티커(원형),스티커/판스티커,M,매,0,sticker|label,1,8,10,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40440,판스티커(사각형),스티커/판스티커,M,매,0,sticker|label,1,23,10,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40441,판스티커(자유형),스티커/판스티커,M,매,0,sticker|label,1,11,10,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40442,판스티커(이지템플릿 전용),스티커/판스티커,M,매,0,sticker|label,1,4,10,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40443,레터링스티커,사인제품/시트지,M,개,9,sticker|label,1,4,18,1,1,0,0,1,select,1,1000,,True,39,requires-configuration,/std/prod/jobcost,False,,
40444,이중컵,카페용품,M,개,9,,1,3,1,1,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40445,일반컵홀더,카페용품,M,개,9,,1,2,1,1,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40446,고평량 에코명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,4,5,2,1,4,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40448,현수막,선거홍보물,M,개,9,banner|large-format,1,4,1,1,1,3,2,0,select,1,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40449,어깨띠,선거홍보물,M,매,0,,1,3,1,1,1,0,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40450,종이썬캡,선거홍보물,M,개,0,,1,1,1,1,1,1,0,0,select,200,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40451,캠페인버튼,선거홍보물,M,개,0,,1,5,1,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40453,선거명함,선거홍보물,M,매,0,business-card|corporate-identity,1,1,4,1,1,0,0,0,select,1000,30000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40454,선거벽보박스,부자재,M,개,9,,1,0,0,0,1,0,0,1,select,1,1,,False,,requires-configuration,/std/prod/jobcost,False,,
40457,소량종이부채,판촉물,M,매,0,,1,6,1,1,1,1,0,0,select,6,300,,True,28,requires-configuration,/std/prod/jobcost,False,,
40458,소량종이부채,굿즈/다꾸/굿즈,M,매,0,merchandise|promotion,1,6,1,1,1,1,0,0,select,6,300,,True,37,requires-configuration,/std/prod/jobcost,False,,
40461,폰케이스(슬림하드),폰 액세서리,M,개,9,,1,50,1,2,1,0,0,0,select,1,500,,True,23,requires-configuration,/std/prod/jobcost,False,,
40462,폰케이스(투명젤리),폰 액세서리,M,개,9,,1,49,1,2,1,0,0,0,select,1,500,,True,23,requires-configuration,/std/prod/jobcost,False,,
40463,폰케이스(투명젤하드),폰 액세서리,M,개,9,,1,51,1,2,1,0,0,0,select,1,500,,True,23,requires-configuration,/std/prod/jobcost,False,,
40464,피그라펜,팬시제품,M,개,9,,1,1,5,2,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40467,소량스파클스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,2,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40468,반팔T-프린트스타(17수),어패럴,M,장,9,,1,12,30,8,1,0,1,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40469,소량떡메모지,판촉물,M,권,0,,1,5,1,1,1,1,1,0,select,10,30,,True,10,requires-configuration,/std/prod/jobcost,False,,
40470,소량떡메모지,굿즈/다꾸/굿즈,M,권,0,merchandise|promotion,1,5,1,1,1,1,1,0,select,10,30,,True,10,requires-configuration,/std/prod/jobcost,False,,
40471,배쑝와쑝박스,와우기획상품,M,개,9,,1,0,0,0,1,0,0,0,select,1,1,,False,,requires-configuration,/std/prod/jobcost,False,,
40472,정밀도무송스티커,스티커,M,매,0,sticker|label,1,2,3,1,1,1,0,0,select,1000,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40473,사원증 목걸이/집게,부자재,S,개,9,,1,4,0,0,1,0,0,1,select,1,100,,True,32,requires-configuration,/std/prod/jobcost,False,,
40475,소량레인보우스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,2,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40476,긴팔T-프린트스타(17수),어패럴,M,장,9,,1,10,8,17,1,0,1,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40477,카펜터연필,팬시제품,M,개,9,,1,1,8,2,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40478,에코백(기존),어패럴,M,개,9,,1,1,1,4,1,0,1,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40479,에코백,어패럴,M,개,9,,1,3,6,4,1,0,1,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40480,접착식 폴리백,부자재,M,개,9,,1,2,0,0,1,0,0,0,select,50,500,,True,33,requires-configuration,/std/prod/jobcost,False,,
40481,소량레인보우스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,2,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40482,소량스파클스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,2,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40483,포토카드,굿즈/다꾸/굿즈,M,세트,0,merchandise|promotion|photo|display,1,1,4,1,1,0,1,0,select,1,1,,True,1,requires-configuration,/std/prod/jobcost,False,,
40484,탑로더,부자재,M,세트,9,,1,0,0,0,1,0,0,0,select,1,100,,True,34,requires-configuration,/std/prod/jobcost,False,,
40485,맨투맨-프린트스타(쭈리),어패럴,M,장,9,,1,12,8,17,1,0,0,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40487,후드-프린트스타(쭈리),어패럴,M,장,9,,1,12,7,15,1,0,0,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40489,후드집업-프린트스타(쭈리),어패럴,M,장,9,,1,12,7,15,1,0,0,0,select,1,200,,True,24,requires-configuration,/std/prod/jobcost,False,,
40491,에어팟케이스,폰 액세서리,M,개,9,,1,13,14,1,1,0,0,0,select,1,500,,True,23,requires-configuration,/std/prod/jobcost,False,,
40492,버즈케이스,폰 액세서리,M,개,9,,1,3,3,1,1,0,0,0,select,1,500,,True,23,requires-configuration,/std/prod/jobcost,False,,
40493,엠보싱금박명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,1,3,4,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40494,엠보싱은박명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,1,3,4,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40495,엠보싱홀로그램박명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,1,3,4,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40504,투명엠보싱엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,5,3,1,1,1,0,select,12,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40505,엠보싱금박엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,5,3,1,1,1,0,select,12,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40506,엠보싱은박엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,5,3,1,1,1,0,select,12,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40507,엠보싱홀로그램박엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,5,3,1,1,1,0,select,12,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40508,칼라옵셋-NCR지(2매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40509,벨벳코팅명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,3,1,2,1,2,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40510,칼라옵셋-NCR지(3매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40511,칼라옵셋-NCR지(4매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40512,칼라옵셋-양식지,서식류,M,매,0,,1,2,3,2,1,4,0,0,select,1000,32000,,True,,requires-configuration,/std/prod/jobcost,False,,
40513,칼라옵셋-영수증,서식류,M,권,0,,1,6,3,2,1,3,0,0,select,10,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40514,슬라이드 지퍼백,부자재,M,매,9,,1,0,0,0,1,0,0,1,select,1,200,,True,2,requires-configuration,/std/prod/jobcost,False,,
40515,투명엠보싱스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40516,엠보싱금박스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40517,엠보싱은박스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40518,엠보싱홀로그램박스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,1,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40519,투명엠보싱스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40520,엠보싱금박스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40521,엠보싱은박스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40522,엠보싱홀로그램박스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,2,3,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40523,PVC포토카드,굿즈/다꾸/굿즈,M,매,0,merchandise|promotion|photo|display,1,1,1,2,1,0,0,0,select,1,500,,True,1,requires-configuration,/std/prod/jobcost,False,,
40524,인쇄레시피,와우기획상품,M,세트,9,,1,0,0,0,1,0,0,0,select,1,100,,True,44,requires-configuration,/std/prod/jobcost,False,,
40525,PVC커버노트,책자,M,부,1,booklet|catalog,2,1,3,12,2,2,0,0,select,1,500,,True,,requires-configuration,/std/prod/jobcost,True,29,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40527,일반명함,명함/비즈하우스 일본명함,M,매,0,business-card|corporate-identity,1,1,3,2,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40528,특수지명함,명함/비즈하우스 일본명함,M,매,0,business-card|corporate-identity,1,1,15,2,1,1,0,0,select,200,33000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40529,디지털AP명함,명함/비즈하우스 일본명함,M,매,0,business-card|corporate-identity,1,1,34,2,1,1,0,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40530,디지털인디고명함,명함/비즈하우스 일본명함,M,매,0,business-card|corporate-identity,1,1,5,2,1,1,0,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40531,고평량명함,명함/비즈하우스 일본명함,M,매,0,business-card|corporate-identity,1,1,11,2,1,1,0,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40532,텀블러,판촉물,M,개,9,,1,2,2,1,1,0,0,0,select,1,200,,True,45,requires-configuration,/std/prod/jobcost,False,,
40533,USB,판촉물,M,개,9,,1,1,2,2,1,0,0,0,select,10,200,,True,53,requires-configuration,/std/prod/jobcost,False,,
40534,조각스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,3,8,1,1,1,0,0,select,4,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40559,스트로우,카페용품,M,개,9,,1,7,0,0,1,0,0,0,select,500,10000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40561,연필모양지우개,팬시제품,M,개,9,,1,1,2,1,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40563,윈도우플래그,사인제품/배너,M,개,9,banner|large-format,1,9,2,1,1,0,1,0,select,1,300,,True,55,requires-configuration,/std/prod/jobcost,False,,
40567,1도옵셋-NCR지(2매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40568,1도옵셋-NCR지(3매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40569,1도옵셋-NCR지(4매1조),서식류,M,권,0,,1,4,4,4,1,3,0,1,select,10,480,,True,,requires-configuration,/std/prod/jobcost,False,,
40570,1도옵셋-양식지,서식류,M,매,0,,1,2,3,2,1,4,0,0,select,1000,32000,,True,,requires-configuration,/std/prod/jobcost,False,,
40571,1도옵셋-영수증,서식류,M,권,0,,1,6,3,2,1,3,0,0,select,10,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40572,소량 청첩장/초대장,행택/쿠폰/안내장,M,매,0,,1,7,8,2,1,3,0,0,select,10,100,,True,1,requires-configuration,/std/prod/jobcost,False,,
40573,모양보드,사인제품,M,개,9,,1,5,8,1,1,1,0,0,select,1,250,,True,,requires-configuration,/std/prod/jobcost,False,,
40574,미니등신대,사인제품/등신대,M,개,9,,1,5,8,1,1,1,2,0,select,1,250,,True,,requires-configuration,/std/prod/jobcost,False,,
40575,일반등신대,사인제품/등신대,M,개,9,,1,2,8,1,1,1,2,0,select,1,300,,False,,requires-configuration,/std/prod/jobcost,False,,
40577,등신대 종이거치대,부자재,S,개,9,,1,3,0,0,1,0,0,0,select,1,300,,True,,requires-configuration,/std/prod/jobcost,False,,
40578,등신대 철제거치대,부자재,S,개,9,,1,3,0,0,1,0,0,0,select,1,300,,True,,requires-configuration,/std/prod/jobcost,False,,
40579,헤더택,행택/쿠폰/안내장,M,매,0,,1,5,4,1,1,2,1,0,select,8,2000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40582,차량용 자석스티커,자석제품,M,개,9,sticker|label,1,11,1,1,1,0,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40583,카드 키홀더,홀더,M,매,0,,1,3,3,2,1,1,0,0,select,200,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40585,현수막배너,사인제품/배너,M,매,9,banner|large-format,1,1,1,1,1,1,1,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40586,실내용 배너거치대(일반형),부자재,M,개,9,banner|large-format,1,1,0,0,1,0,0,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40588,행잉액자,포토/액자,M,개,0,photo|display,1,2,1,1,1,0,0,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40589,메쉬현수막,사인제품/현수막,M,개,9,banner|large-format,1,5,1,1,1,2,2,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40590,프리미엄 명함케이스,부자재,M,개,9,business-card|corporate-identity,1,2,0,0,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40591,비접착 OPP봉투,부자재,M,개,9,stationery,1,5,0,0,1,0,0,0,select,50,1000,,True,30,requires-configuration,/std/prod/jobcost,False,,
40592,투명 클립펜,팬시제품,M,개,9,,1,1,2,1,1,0,0,1,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40593,네컷스티커,스티커/팬시스티커,M,세트,0,sticker|label,1,2,3,1,1,0,0,0,select,1,50,,True,1,requires-configuration,/std/prod/jobcost,False,,
40595,컬러레터링스티커,사인제품/시트지,M,개,9,sticker|label,1,4,3,2,1,0,0,1,select,1,1000,,True,39,requires-configuration,/std/prod/jobcost,False,,
40596,클립펜 틴케이스,팬시제품,M,개,0,,1,1,1,1,1,0,0,0,select,1,1000,,True,62,requires-configuration,/std/prod/jobcost,False,,
40597,컴퓨터용 클립펜,팬시제품,M,개,9,,1,1,2,1,1,0,0,0,select,1,1000,,True,63,requires-configuration,/std/prod/jobcost,False,,
40598,클래퍼,굿즈/다꾸/굿즈,M,개,0,merchandise|promotion,1,1,2,1,1,0,0,0,select,1,200,,True,64,requires-configuration,/std/prod/jobcost,False,,
40599,미니명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,1,6,2,1,3,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40600,개폐형 철제입간판,사인제품/입간판,M,개,9,,1,1,1,2,1,0,1,0,select,1,1000,,False,65,requires-configuration,/std/prod/jobcost,False,,
40601,선반형 철제입간판,사인제품/입간판,M,개,9,,1,1,2,1,1,0,1,0,select,1,1000,,False,66,requires-configuration,/std/prod/jobcost,False,,
40602,걸이형 철제입간판,사인제품/입간판,M,개,9,,1,1,2,1,1,0,1,0,select,1,1000,,False,67,requires-configuration,/std/prod/jobcost,False,,
40603,개폐형 철제입간판,부자재,S,개,9,,1,2,0,0,1,0,0,1,select,1,1000,,False,,requires-configuration,/std/prod/jobcost,False,,
40604,선반형 철제입간판,부자재,S,개,9,,1,1,0,0,1,0,0,1,select,1,1000,,False,,requires-configuration,/std/prod/jobcost,False,,
40605,걸이형 철제입간판,부자재,S,개,9,,1,1,0,0,1,0,0,1,select,1,1000,,False,,requires-configuration,/std/prod/jobcost,False,,
40607,식권,행택/쿠폰/안내장/청첩장/초대장,M,매,0,,1,2,3,2,1,1,3,0,select,100,1000,,True,68,requires-configuration,/std/prod/jobcost,False,,
40608,샤오미볼펜,팬시제품,M,개,9,,1,1,1,1,1,0,0,0,select,1,1000,,True,69,requires-configuration,/std/prod/jobcost,False,,
40609,모양포스터,디지털인쇄,M,매,0,flyer|poster,1,4,14,2,1,3,2,0,select,1,300,,True,6,requires-configuration,/std/prod/jobcost,False,,
40611,띠지스티커(도무송),스티커/띠지스티커,M,매,0,sticker|label,1,20,6,2,1,1,0,0,select,500,100000,,True,36,requires-configuration,/std/prod/jobcost,False,,
40612,띠지스티커(사각),스티커/띠지스티커,M,매,0,sticker|label,1,12,6,2,1,1,0,0,select,500,100000,,True,36,requires-configuration,/std/prod/jobcost,False,,
40614,모양엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,3,5,2,1,1,1,0,select,6,300,,True,71,requires-configuration,/std/prod/jobcost,False,,
40615,캔버스엽서,행택/쿠폰/안내장/프리미엄엽서,M,매,0,stationery,1,4,1,2,1,4,1,0,select,100,1000,,True,72,requires-configuration,/std/prod/jobcost,False,,
40616,포토카드(대량),굿즈/다꾸/굿즈,M,매,0,merchandise|promotion|photo|display,1,1,4,1,1,0,1,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40619,기성 벽걸이캘린더(2026년),캘린더,M,개,9,,1,9,2,4,1,0,0,0,select,100,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40620,기성 벽걸이캘린더(윤전-2026년),캘린더,M,개,9,,1,4,1,2,1,0,0,0,select,100,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40621,우드 행잉 캘린더,캘린더,M,개,0,,1,2,1,1,1,0,0,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
