productId,name,category,selType,unit,pjoin,useCases,n_covertypes,n_sizes,n_papers,n_colors,n_prsjob,n_awkjob,n_prodadd,n_optioninfo,ordqty_type,ordqty_min,ordqty_max,ordqty_interval,prepayRequired,dlvygrpno,pricing_status,pricing_source,has_template,pricing_jobpresetno,pricing_error
40002,페이퍼포토SET,포토/액자,M,개,0,photo|display,1,5,8,1,1,0,1,0,select,1,100,,True,13,requires-configuration,/std/prod/jobcost,False,,
40004,PP홀더(칼라),홀더,M,매,0,,1,1,1,1,1,2,0,0,select,300,20000,,True,,requires-configuration,/std/prod/jobcost,False,,
40005,소량독판전단_옵셋,전단/소량독판전단,M,매,0,flyer|poster,1,5,58,3,1,10,0,0,select,200,8000,,True,,requires-configuration,/std/prod/jobcost,False,,
40006,롤스티커,스티커,M,매,9,sticker|label,1,7,8,2,1,0,1,1,select,1000,2000,,True,,requires-configuration,/std/prod/jobcost,False,,
40007,가성비스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,3,1,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40008,가성비스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,45,3,1,1,1,0,0,select,500,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40009,소량스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,5,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40010,소량스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,20,5,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40011,탈부착스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,1,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40012,탈부착스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,20,1,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40013,강접스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,2,1,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40014,강접스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,45,2,1,1,1,0,0,select,500,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40015,방수스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,2,2,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40016,방수스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,28,3,2,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40017,광택스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,28,6,2,1,1,0,0,select,1000,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40018,종이스티커(사각),스티커/사각스티커,M,매,0,sticker|label,1,9,2,2,1,1,0,0,select,1000,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40019,종이스티커(도무송),스티커/도무송스티커,M,매,0,sticker|label,1,28,2,2,1,1,0,0,select,1000,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40020,배달스티커,스티커,M,매,0,sticker|label,1,16,3,1,1,1,0,0,select,1000,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40022,대량포스터,홍보물/포스터,M,매,1,flyer|poster,1,6,66,14,2,3,0,0,input,50,50000,1,True,,requires-configuration,/std/prod/jobcost,False,,
40023,아크릴보드,사인제품/사각보드,M,개,9,,1,10,4,1,1,0,0,1,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40024,명함샘플팩,와우기획상품,M,개,9,business-card|corporate-identity,1,0,0,0,1,0,0,0,select,1,100,,True,1,requires-configuration,/std/prod/jobcost,False,,
40026,합판전단,전단,M,연,0,flyer|poster,1,14,2,2,1,3,0,0,select,0.5,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40027,소량독판전단_UV옵셋,전단/소량독판전단,M,매,0,flyer|poster,1,12,128,2,1,10,0,0,select,200,8000,,True,,requires-configuration,/std/prod/jobcost,False,,
40028,문고리전단,전단,M,연,0,flyer|poster,1,4,4,2,1,0,0,0,select,1,50,,True,,requires-configuration,/std/prod/jobcost,False,,
40029,소량포스터,디지털인쇄,M,매,0,flyer|poster,1,4,16,2,1,2,2,0,select,1,500,,True,6,requires-configuration,/std/prod/jobcost,False,,
40031,테이블세팅지,홍보물,M,매,0,,1,4,2,3,1,1,0,0,select,4000,120000,,True,,requires-configuration,/std/prod/jobcost,False,,
40032,패키지,디지털인쇄,M,매,0,,1,8,12,1,1,1,0,0,select,2,500,,True,7,requires-configuration,/std/prod/jobcost,False,,
40033,스탠드POP,디지털인쇄,M,매,0,,1,4,1,1,1,1,0,0,select,2,300,,True,8,requires-configuration,/std/prod/jobcost,False,,
40034,칼라봉투,봉투,M,매,0,stationery,1,12,18,1,1,2,0,0,select,1000,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40035,마스타봉투,봉투,M,매,0,stationery,1,14,14,4,1,0,0,0,select,200,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40036,소량봉투,봉투,M,매,0,stationery,1,6,7,2,1,0,0,0,select,10,500,,True,9,requires-configuration,/std/prod/jobcost,False,,
40037,대량리플렛,홍보물/리플렛,M,매,1,,1,10,74,14,2,10,0,0,input,50,50000,1,True,,requires-configuration,/std/prod/jobcost,False,,
40038,상품권/티켓,행택/쿠폰/안내장,M,매,0,,1,4,6,2,1,8,0,0,select,200,30000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40039,2단접지형,행택/쿠폰/안내장/청첩장/초대장,M,매,0,,1,5,4,2,1,7,0,0,select,200,3000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40040,종이자석광고지(UV코팅),자석제품,M,매,0,,1,8,1,2,1,1,0,0,select,1000,20000,,True,,requires-configuration,/std/prod/jobcost,False,,
40041,종이홀더,홀더,M,매,0,,1,7,10,3,1,3,0,0,select,500,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40042,캔버스액자,포토/액자,M,개,0,photo|display,1,6,1,1,1,1,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40043,사원증,판촉물,M,개,9,,1,1,1,2,1,3,0,0,select,1,500,,True,20,requires-configuration,/std/prod/jobcost,False,,
40044,소량전단_KM-1,디지털인쇄,M,매,0,flyer|poster,1,4,33,2,1,4,0,0,select,2,500,,True,5,requires-configuration,/std/prod/jobcost,False,,
40045,소량전단_AP(구.넥스),디지털인쇄,M,매,1,flyer|poster,1,7,72,2,1,9,0,0,input,1,200000,1,True,5,requires-configuration,/std/prod/jobcost,False,,
40046,철제입간판,사인제품/입간판,M,개,9,,1,3,1,1,1,0,1,0,select,1,10,,True,,requires-configuration,/std/prod/jobcost,False,,
40047,LED라이트배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,1,0,0,2,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40048,플라잉배너,사인제품/배너,M,개,9,banner|large-format,1,3,1,1,0,0,1,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40049,롤블라인드,사인제품,M,개,9,,1,3,1,1,0,0,0,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40050,스프링배너,사인제품/배너,M,개,9,banner|large-format,1,3,3,1,1,0,1,0,select,1,10,,True,,requires-configuration,/std/prod/jobcost,False,,
40051,물통스프링배너,사인제품/배너,M,개,9,banner|large-format,1,3,3,1,0,0,2,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40052,롱스텐드게시대,사인제품/배너,M,개,9,banner|large-format,1,8,0,1,1,0,0,1,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40053,반사시트지,사인제품/시트지,M,개,9,,1,1,1,1,1,1,1,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40054,독판전단,전단,M,매,1,flyer|poster,1,18,74,14,2,11,0,0,input,50,50000,1,True,,requires-configuration,/std/prod/jobcost,False,,
40055,소량전단_인디고,디지털인쇄,M,매,1,flyer|poster,1,4,53,4,1,12,0,0,input,1,200000,1,True,5,requires-configuration,/std/prod/jobcost,False,,
40056,레이저마킹명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,5,1,1,1,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40057,패턴명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,1,2,1,2,3,0,select,200,2000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40058,투명엠보싱명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,1,2,2,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40059,레이저컷팅명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,17,2,1,1,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40060,모양명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,8,6,2,1,3,3,0,select,96,960,,True,1,requires-configuration,/std/prod/jobcost,False,,
40061,디지털인디고명함,명함/디지털명함,M,매,0,business-card|corporate-identity,1,4,6,2,1,7,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40062,일반명함(핫딜),명함/핫딜명함,M,매,0,business-card|corporate-identity,1,2,3,2,1,4,3,0,select,500,500,,True,1,requires-configuration,/std/prod/jobcost,False,,
40063,은별색명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,1,2,1,7,3,0,select,200,3000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40064,디지털AP명함(구.넥스),명함/디지털명함,M,매,0,business-card|corporate-identity,1,4,32,2,1,7,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40065,UV코팅명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,2,2,1,1,3,0,select,200,2000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40066,고평량명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,4,15,2,1,6,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40067,카드명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,1,17,6,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40068,반투명명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,4,1,1,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40069,색지명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,4,4,4,1,7,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40070,특수지명함,명함,M,매,0,business-card|corporate-identity,1,3,17,2,1,7,3,0,select,200,33000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40072,기존-NCR지,시스템상품,M,권,0,,1,8,5,18,1,3,0,1,select,10,240,,True,,requires-configuration,/std/prod/jobcost,False,,
40073,일반명함,명함,M,매,0,business-card|corporate-identity,1,3,3,2,1,8,3,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40076,주차스티커,스티커,M,매,9,sticker|label,1,3,6,2,1,0,0,0,select,1000,5000,,True,26,requires-configuration,/std/prod/jobcost,False,,
40077,복권,명함,M,매,0,business-card|corporate-identity,1,2,1,2,1,0,2,0,select,500,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40078,LED라이트배너 거치대,부자재,,,,banner|large-format,0,0,0,0,0,0,0,0,,,,,,,requires-configuration,/std/prod/jobcost,False,,
40079,철제입간판,부자재,M,개,9,,1,3,0,0,1,0,0,1,select,1,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40080,큐방(4cm),부자재,M,개,9,,1,0,0,0,1,0,0,0,select,4,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40081,스텐입간판,사인제품/입간판,M,개,9,,1,2,3,2,1,0,0,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40082,아크릴입간판,사인제품/입간판,M,개,9,,1,2,6,2,1,0,0,0,select,1,10,,True,,requires-configuration,/std/prod/jobcost,False,,
40083,떡메모지,판촉물,M,권,0,,1,11,1,1,1,1,1,0,select,20,1000,,True,10,requires-configuration,/std/prod/jobcost,False,,
40084,종이슬로건,판촉물,M,매,0,,1,3,5,2,1,1,0,0,select,10,100,,True,11,requires-configuration,/std/prod/jobcost,False,,
40085,김서림방지 안경닦이,판촉물,M,개,9,,1,1,1,1,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40088,종이썬캡,판촉물,M,개,0,,1,1,2,1,1,1,0,0,select,200,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40089,PP부채,판촉물,,,,,0,0,0,0,0,0,0,0,,,,,,,requires-configuration,/std/prod/jobcost,False,,
40090,명찰,판촉물,M,개,9,,1,1,1,1,1,1,0,0,select,1,500,,True,20,requires-configuration,/std/prod/jobcost,False,,
40091,어깨띠,판촉물,M,매,0,,1,3,1,1,1,0,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40092,책받침,판촉물,M,매,0,,1,4,1,2,1,0,0,0,select,500,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40093,자석스티커,자석제품,M,개,9,sticker|label,1,13,2,1,1,0,0,0,select,1000,20000,,False,,requires-configuration,/std/prod/jobcost,False,,
40095,소량자석스티커,자석제품,M,매,0,sticker|label,1,6,1,1,1,0,0,0,select,1,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40096,노프레임액자,포토/액자,M,개,9,photo|display,1,8,1,1,1,0,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40097,엽서SET,포토/액자,M,개,0,stationery|photo|display,1,2,2,2,1,0,0,0,select,1,100,,True,12,requires-configuration,/std/prod/jobcost,False,,
40098,기존-양식지,시스템상품,M,매,0,,1,2,13,10,1,4,0,0,select,1000,40000,,True,,requires-configuration,/std/prod/jobcost,False,,
40099,기존-영수증,시스템상품,M,권,0,,1,8,11,10,1,3,0,0,select,10,80,,True,,requires-configuration,/std/prod/jobcost,False,,
40104,대형현수막,사인제품/현수막,M,개,9,banner|large-format,1,1,1,1,1,2,2,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40105,미니배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,1,1,1,1,0,select,1,1000,,True,18,requires-configuration,/std/prod/jobcost,False,,
40106,PET배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,1,1,2,4,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40108,엽서형,행택/쿠폰/안내장/청첩장/초대장,M,매,0,stationery,1,6,4,2,1,6,0,0,select,200,3000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40109,행택,행택/쿠폰/안내장,M,매,0,,1,18,11,6,1,0,1,0,select,100,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40110,쿠폰,행택/쿠폰/안내장,M,매,0,,1,5,2,2,1,7,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40111,로프(3Mx4개),부자재,M,세트,9,,1,0,0,0,1,0,0,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40112,사원증 케이스,부자재,M,개,9,,1,5,0,0,1,0,0,1,select,1,100,,True,20,requires-configuration,/std/prod/jobcost,False,,
40113,양모헤라(시트지밀대),부자재,M,개,9,,1,0,0,0,1,0,0,0,select,1,1000,,False,,requires-configuration,/std/prod/jobcost,False,,
40114,족자형현수막,사인제품/현수막,M,개,9,banner|large-format,1,1,1,1,1,2,0,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40115,일반현수막,사인제품/현수막,M,개,9,banner|large-format,1,4,1,1,1,3,2,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40116,행택 부자재,부자재,M,개,9,,1,0,0,0,1,0,0,1,select,100,50000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40117,포스터박스,부자재,S,개,9,flyer|poster,1,2,0,0,1,0,0,0,select,1,1,,False,,requires-configuration,/std/prod/jobcost,False,,
40118,지관통,부자재,M,개,9,,1,2,0,0,1,0,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40119,미니배너 거치대,부자재,M,개,9,banner|large-format,1,2,0,0,1,0,0,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40120,실외용 배너거치대,부자재,M,개,9,banner|large-format,1,2,0,0,1,0,0,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40121,실내용 배너거치대(고급형),부자재,M,개,9,banner|large-format,1,1,0,0,1,0,0,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40122,전단박스,부자재,M,개,9,flyer|poster,1,2,0,0,1,0,0,0,select,1,1000,,False,29,requires-configuration,/std/prod/jobcost,False,,
40123,종이 명함케이스,부자재,M,개,9,business-card|corporate-identity,1,2,0,0,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40124,반투명 명함케이스,부자재,M,개,9,business-card|corporate-identity,1,2,0,0,1,0,0,0,select,1,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40125,플라잉배너 받침대,부자재,S,개,9,banner|large-format,1,0,0,0,1,0,0,1,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40127,스프링배너 거치대,부자재,S,개,9,banner|large-format,1,3,0,0,1,0,0,0,select,1,10,,True,,requires-configuration,/std/prod/jobcost,False,,
40128,거치대바퀴(박스형),부자재,S,개,9,,1,0,0,0,1,0,0,0,select,4,40,,False,,requires-configuration,/std/prod/jobcost,False,,
40129,거치대바퀴(일반형),부자재,S,개,9,,1,0,0,0,1,0,0,0,select,4,40,,False,,requires-configuration,/std/prod/jobcost,False,,
40135,모던액자,부자재,M,개,9,photo|display,1,5,0,0,1,0,0,1,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40136,핀버튼,판촉물/버튼,M,개,0,,1,6,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40137,3단접지형,행택/쿠폰/안내장/청첩장/초대장,M,매,0,,1,3,4,2,1,7,0,0,select,200,3000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40139,당일출고명함,명함,M,매,0,business-card|corporate-identity,1,1,7,2,1,0,0,0,select,200,1000,,True,21,requires-configuration,/std/prod/jobcost,False,,
40142,UV코팅명함(핫딜),명함/핫딜명함,M,매,0,business-card|corporate-identity,1,1,2,2,1,1,3,0,select,200,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40145,핫딜스티커,스티커,M,매,0,sticker|label,1,2,5,1,1,2,0,0,select,1000,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
