CAT_000076	1
CAT_000116	1
CAT_000307	8
CAT_000284	1
CAT_000129	1
CAT_000228	5
CAT_000155	11
CAT_000114	1
CAT_000107	1
CAT_000308	1
CAT_000281	1
CAT_000002	16
CAT_000112	3
CAT_000011	49
CAT_000189	5
CAT_000001	14
CAT_000106	1
CAT_000004	15
CAT_000302	1
CAT_000009	15
CAT_000234	2
CAT_000254	8
CAT_000008	20
CAT_000006	4
CAT_000113	1
CAT_000058	1
CAT_000026	2
CAT_000193	1
CAT_000206	5
CAT_000105	22
CAT_000275	1
CAT_000287	3
CAT_000263	5
CAT_000003	17
CAT_000269	2
CAT_000108	8
CAT_000147	1
CAT_000062	2
CAT_000010	41
CAT_000276	2
CAT_000115	2
CAT_000124	6
CAT_000243	7
CAT_000007	3
CAT_000012	12
CAT_000310	2
CAT_000181	4
CAT_000274	1
CAT_000222	5
CAT_000021	4
CAT_000072	2
CAT_000237	5
CAT_000273	1
CAT_000005	10
CAT_000304	1
