dsc_tbl_cd,할인테이블명,prd_cd,상품명,카테고리,적용구간요약,비고(검증결과)
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000160,아크릴자유형스탠드,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000161,판아크릴,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000162,아크릴포카스탠드,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000163,아크릴미니파츠,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000164,아크릴코롯토,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000165,포카코롯토,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000167,아크릴코롯토,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000168,아크릴입체코롯토,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000169,아크릴입체블럭,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000170,아크릴쉐이커★,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
DSC_ACR_QTY,아크릴 카테고리 수량별 구간할인,PRD_000171,지비츠★,아크릴 > 조합형(주),1~49:0% / 50~99:10% / 100~299:20% / 300~499:30% / 500~999:40% / 1000~무제한:50%,실재:Y; 카테고리정합:정합(조합형); 중복:없음
