mat_cd	mat_nm	mat_typ_cd	upr_mat_cd	sel_typ_cd	max_sel_cnt	width	height	depth	weight	bdl_qty	use_yn	note	reg_dt	upd_dt	del_yn	del_dt
MAT_000168	레자크체크백색 110g	MAT_TYPE.14							110.00		Y		2026-06-03 12:46:02.974607	2026-06-16 18:58:48.522402	N	
MAT_000169	레자크줄무늬백색 110g	MAT_TYPE.14							110.00		Y		2026-06-03 12:46:02.974607	2026-06-16 18:58:59.285475	N	
MAT_000170	투명데드롱스티커	MAT_TYPE.13							25.00		Y		2026-06-03 12:46:02.974607	2026-06-16 18:43:48.468758	N	
MAT_000171	은데드롱스티커	MAT_TYPE.13							25.00		Y		2026-06-03 12:46:02.974607	2026-06-16 18:43:39.80827	N	
MAT_000172	하드커버전용지+무광코팅	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607		N	
MAT_000173	레더하드커버 A	MAT_TYPE.06		SEL_TYPE.01							Y	IMPORT 약어/base 기준 root (2 자식)	2026-06-03 12:46:02.974607	2026-06-16 18:59:26.00766	Y	2026-06-16 18:59:26.005437
MAT_000174	레더하드커버 A5	MAT_TYPE.06	MAT_000173								Y		2026-06-03 12:46:02.974607	2026-06-16 18:59:26.002017	Y	2026-06-16 18:59:25.999298
MAT_000175	레더하드커버 A4	MAT_TYPE.06	MAT_000173								Y		2026-06-03 12:46:02.974607	2026-06-16 18:59:25.996121	Y	2026-06-16 18:59:25.993999
MAT_000176	인화지	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000177	매트지	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000178	PET	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000179	PVC	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000180	투명PVC	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000181	그래픽천	MAT_TYPE.08									Y	| 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-16 18:26:30.437924	N	
MAT_000182	현수막천	MAT_TYPE.08									Y	| 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-16 18:26:41.317473	N	
MAT_000183	메쉬	MAT_TYPE.08									Y	| 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-16 18:26:49.867495	N	
MAT_000184	린넨	MAT_TYPE.05									Y	 | 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-13 23:58:01.490467	N	
MAT_000185	캔버스(옥스포드)	MAT_TYPE.05									Y	| 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-16 18:39:45.60449	N	
MAT_000186	레더(화이트)	MAT_TYPE.05									Y		2026-06-03 12:46:02.974607	2026-06-16 18:42:14.512951	N	
MAT_000187	타이벡(하드)	MAT_TYPE.05									Y	 | 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-13 23:58:01.490467	N	
MAT_000188	타이벡(소프트)	MAT_TYPE.05									Y	 | 정정 2026-06-14: 실사소재(.08)→원단(.05) product-bom §146	2026-06-03 12:46:02.974607	2026-06-13 23:58:01.490467	N	
MAT_000189	화이트시트	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000190	블랙시트	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000191	홀로그램시트	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607		N	
MAT_000192	투명아크릴	MAT_TYPE.03									Y		2026-06-03 12:46:02.974607	2026-06-16 19:03:56.087327	Y	2026-06-16 19:03:56.085515
MAT_000193	아크릴 화이트 3mm	MAT_TYPE.03									Y		2026-06-03 12:46:02.974607	2026-06-16 19:06:02.009352	N	
MAT_000194	아크릴 블랙 3mm	MAT_TYPE.03									Y		2026-06-03 12:46:02.974607	2026-06-16 19:06:19.150812	N	
MAT_000195	아크릴 골드 3mm	MAT_TYPE.03									Y		2026-06-03 12:46:02.974607	2026-06-16 19:06:33.601842	N	
MAT_000196	아크릴 실버 3mm	MAT_TYPE.03									Y		2026-06-03 12:46:02.974607	2026-06-16 19:06:46.753714	N	
MAT_000197	OPP접착봉투	MAT_TYPE.10								50	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	Y	2026-06-18 02:10:28.132098
MAT_000198	OPP비접착봉투	MAT_TYPE.10								20	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	Y	2026-06-18 02:10:28.132098
MAT_000199	트래싱지 카드봉투	MAT_TYPE.10								20	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	Y	2026-06-18 02:10:28.132098
MAT_000200	카드봉투	MAT_TYPE.10								10	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	Y	2026-06-18 02:10:28.132098
MAT_000201	캘린더봉투	MAT_TYPE.10								10	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	Y	2026-06-18 02:10:28.132098
MAT_000202	볼체인 오렌지 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:38:08.86375	N	
MAT_000203	볼체인 핑크 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:41:42.736597	N	
MAT_000204	볼체인 핫핑크 (3개1팩)	MAT_TYPE.10								3	Y		2026-06-03 12:46:02.974607	2026-06-16 18:40:43.558479	N	
MAT_000205	볼체인 민트그린 (3개1팩)	MAT_TYPE.10								3	Y		2026-06-03 12:46:02.974607	2026-06-16 18:40:23.559603	N	
MAT_000206	볼체인 블루 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:38:17.924447	N	
MAT_000207	볼체인 바이올렛 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:37:56.778676	N	
MAT_000208	볼체인 블랙 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:37:47.525204	N	
MAT_000209	볼체인 화이트 (3개1팩)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:25:59.177666	N	
MAT_000210	와이어링 실버	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000211	와이어링	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:41:26.920939	Y	2026-06-16 18:41:26.918576
MAT_000212	와이어링 화이트	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000213	와이어링 블랙	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000214	2개1세트	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 17:48:00.513192	Y	2026-06-16 17:48:00.512486
MAT_000215	천정고리	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000216	투명케이스	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000217	행택끈 사각검정 (100개)	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000218	행택끈	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:37:19.092985	Y	2026-06-16 18:37:19.091149
MAT_000219	행택끈 사각백색 (100개)	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000220	행택끈 사각마사 (100개)	MAT_TYPE.07								100	Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000221	자석고정용고무판 20 x 20 (20개입)	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000222	우드거치대 120mm (4mm홈) 내추럴	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000223	우드거치대	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:24:42.430599	Y	2026-06-16 18:24:42.427298
MAT_000224	우드봉 270mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000225	우드봉	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:34:35.092007	Y	2026-06-16 18:34:35.090113
MAT_000226	우드봉 360mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000227	우드봉 480mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000228	우드행거 230mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000229	우드행거	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:35:26.549	Y	2026-06-16 18:35:26.546961
MAT_000230	우드행거 320mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000231	우드행거 440mm + 면끈	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607	2026-06-18 02:10:28.132098	N	
MAT_000232	만년스탬프 리필잉크 청보라 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:25:21.240647	N	
MAT_000233	만년스탬프 리필잉크	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:25:30.587261	Y	2026-06-16 18:25:30.585228
MAT_000234	만년스탬프 리필잉크 빨강 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:24:57.493537	N	
MAT_000235	만년스탬프 리필잉크 검정 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:25:06.749136	N	
MAT_000236	만년스탬프 리필잉크 파랑 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:25:13.737934	N	
MAT_000237	만년스탬프 리필잉크 초록 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:30:09.192987	N	
MAT_000238	만년스탬프 리필잉크 핑크 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:32:19.516115	N	
MAT_000239	만년스탬프 리필잉크 노랑 (5cc)	MAT_TYPE.10									Y		2026-06-03 12:46:02.974607	2026-06-16 18:32:27.362517	N	
MAT_000240	스타드림(다이아) 240g	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607		N	
MAT_000241	스타드림(로츠쿼츠) 240g	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607		N	
MAT_000242	미색스티커	MAT_TYPE.11									Y	 | 정정 2026-06-14: 자재유형 종이(.01)→스티커(.11) 점착지	2026-06-03 12:46:02.974607	2026-06-13 23:58:02.425879	N	
MAT_000243	투명전용지	MAT_TYPE.11									Y	 | 정정 2026-06-14: 자재유형 종이(.01)→스티커(.11) 점착지	2026-06-03 12:46:02.974607	2026-06-13 23:58:02.425879	N	
MAT_000244	투명커버 유광투명커버	MAT_TYPE.02	MAT_000009								Y		2026-06-03 12:46:02.974607	2026-06-16 19:04:16.233333	Y	2026-06-16 19:04:16.231481
MAT_000245	투명커버 무광투명커버	MAT_TYPE.02	MAT_000009								Y		2026-06-03 12:46:02.974607	2026-06-16 19:04:16.227687	Y	2026-06-16 19:04:16.225643
MAT_000246	전용지	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607	2026-06-16 19:00:35.949767	Y	2026-06-16 19:00:35.947642
MAT_000247	D링 D링(31mm)	MAT_TYPE.07	MAT_000017								Y		2026-06-03 12:46:02.974607	2026-06-03 12:46:02.974607	N	
MAT_000248	D링 D링(42mm)	MAT_TYPE.07	MAT_000017								Y		2026-06-03 12:46:02.974607	2026-06-03 12:46:02.974607	N	
MAT_000249	D링(56mm)	MAT_TYPE.02									Y		2026-06-03 12:46:02.974607	2026-06-16 18:01:02.755277	N	
MAT_000250	아트250+무광코팅	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607		N	
MAT_000251	그레이	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:20.543784	Y	2026-06-16 17:54:20.541688
MAT_000252	삼각대(그레이)	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607		N	
MAT_000253	링 블랙	MAT_TYPE.07	MAT_000012								Y		2026-06-03 12:46:02.974607	2026-06-03 12:46:02.974607	N	
MAT_000254	삼각대(블랙)	MAT_TYPE.07									Y		2026-06-03 12:46:02.974607		N	
MAT_000255	화이트	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:00.876519	Y	2026-06-16 19:09:00.874655
MAT_000256	블랙	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:00.873097	Y	2026-06-16 19:09:00.87129
MAT_000257	홀로그램	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:00.869729	Y	2026-06-16 19:09:00.866556
MAT_000258	골드	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:00.863505	Y	2026-06-16 19:09:00.861473
MAT_000259	실버	MAT_TYPE.08									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:00.858164	Y	2026-06-16 19:09:00.855799
MAT_000260	아트250 + 무광코팅	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607	2026-06-16 19:02:13.89435	Y	2026-06-16 19:02:13.892615
MAT_000261	무지내지	MAT_TYPE.01									Y		2026-06-03 12:46:02.974607	2026-06-16 19:02:13.891044	Y	2026-06-16 19:02:13.889284
MAT_000262	무광 75mm	MAT_TYPE.12				75.00	75.00				Y		2026-06-03 12:46:02.974607	2026-06-16 19:00:55.119376	Y	2026-06-16 19:00:55.117429
MAT_000263	원형 90mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:43.917793	Y	2026-06-16 17:44:43.91659
MAT_000264	사각 90mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:43.913766	Y	2026-06-16 17:44:43.912507
MAT_000265	사각 110mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:15.302693	Y	2026-06-16 17:44:15.30143
MAT_000266	원형 102mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:15.299151	Y	2026-06-16 17:44:15.297936
MAT_000267	사각 100mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:15.293955	Y	2026-06-16 17:44:15.292384
MAT_000268	화이트머그 (11온스)	MAT_TYPE.12									Y		2026-06-03 12:46:02.974607	2026-06-16 17:56:18.441923	N	
MAT_000269	워터북보틀 350ml	MAT_TYPE.12									Y		2026-06-03 12:46:02.974607	2026-06-16 17:57:57.81079	N	
MAT_000270	워터북보틀 500ml	MAT_TYPE.12									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:55.784194	N	
MAT_000271	단면	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:42:34.737849	Y	2026-06-16 17:42:34.746256
MAT_000272	양면	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:43:08.551136	Y	2026-06-16 17:43:08.560289
MAT_000273	원형 58mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:43.910036	Y	2026-06-16 17:44:43.908763
MAT_000274	사각 57mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:44:43.905884	Y	2026-06-16 17:44:43.904542
MAT_000275	미니 50mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:43:42.887777	Y	2026-06-16 17:43:42.895968
MAT_000276	일반 100mm	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:41:30.10647	Y	2026-06-16 17:41:30.117501
MAT_000277	2구	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:33.697229	Y	2026-06-16 17:58:33.695797
MAT_000278	3구	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:33.693114	Y	2026-06-16 17:58:33.691711
MAT_000279	4구	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:33.6901	Y	2026-06-16 17:58:33.68857
MAT_000280	1구	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:33.68618	Y	2026-06-16 17:58:33.684985
MAT_000281	미니CD키링 세트	MAT_TYPE.12									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:42.437898	N	
MAT_000282	화이트 M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.733501	Y	2026-06-16 19:09:38.731377
MAT_000283	화이트 L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.728268	Y	2026-06-16 19:09:38.72377
MAT_000284	화이트 XL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.721964	Y	2026-06-16 19:09:38.719141
MAT_000285	화이트 XXL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.715432	Y	2026-06-16 19:09:38.712409
MAT_000286	블랙 M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.710542	Y	2026-06-16 19:09:38.708525
MAT_000287	블랙 L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.706821	Y	2026-06-16 19:09:38.704473
MAT_000288	블랙 XL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.701355	Y	2026-06-16 19:09:38.699239
MAT_000289	블랙 XXL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.696531	Y	2026-06-16 19:09:38.690485
MAT_000290	양면 가로형	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.027611	Y	2026-06-16 17:45:56.025929
MAT_000291	양면 세로형	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:42:23.280857	Y	2026-06-16 17:42:23.289404
MAT_000292	멜란지 XL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:09:38.686752	Y	2026-06-16 19:09:38.684772
MAT_000293	미니틴케이스	MAT_TYPE.12									Y		2026-06-03 12:46:02.974607	2026-06-16 17:58:14.992118	N	
MAT_000294	2개1팩	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:37:47.401001	Y	2026-06-16 17:37:47.409995
MAT_000295	A5용	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.022977	Y	2026-06-16 17:45:56.021429
MAT_000296	A4용	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:43:28.678228	Y	2026-06-16 17:43:28.688737
MAT_000297	청보라	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.386019	Y	2026-06-16 19:01:13.384209
MAT_000298	빨강	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.38255	Y	2026-06-16 19:01:13.380503
MAT_000299	검정	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.37849	Y	2026-06-16 19:01:13.376756
MAT_000300	파랑	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.374874	Y	2026-06-16 19:01:13.37312
MAT_000301	초록	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.371348	Y	2026-06-16 19:01:13.369192
MAT_000302	핑크	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.367639	Y	2026-06-16 19:01:13.36592
MAT_000303	노랑	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.364269	Y	2026-06-16 19:01:13.362572
MAT_000304	원형	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 18:45:08.326254	Y	2026-06-16 18:45:08.336232
MAT_000305	사각	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.01626	Y	2026-06-16 17:45:56.014531
MAT_000306	꽃	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.011608	Y	2026-06-16 17:45:56.010124
MAT_000307	별	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.007393	Y	2026-06-16 17:45:56.005429
MAT_000308	하트	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:56.000634	Y	2026-06-16 17:45:55.998879
MAT_000309	양면인쇄	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:51.783365	Y	2026-06-16 17:54:51.781428
MAT_000310	핑크글리터	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:51.778171	Y	2026-06-16 17:54:51.776959
MAT_000311	전면만 인쇄	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.360877	Y	2026-06-16 19:01:13.358991
MAT_000312	화이트글리터	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:51.773443	Y	2026-06-16 17:54:51.772363
MAT_000313	배면만 인쇄	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 19:01:13.355828	Y	2026-06-16 19:01:13.35384
MAT_000314	블루글리터	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:51.770976	Y	2026-06-16 17:54:51.769258
MAT_000315	블랙글리터	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:54:51.766201	Y	2026-06-16 17:54:51.764161
MAT_000316	양면유광	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:08.334939	Y	2026-06-16 17:45:08.332687
MAT_000317	양면유광 M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:41:44.512092	Y	2026-06-16 17:41:44.521061
MAT_000318	양면유광 L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:38:38.130297	Y	2026-06-16 17:38:38.140003
MAT_000319	M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:38:07.058635	Y	2026-06-16 17:38:07.073019
MAT_000320	L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:41:51.675529	Y	2026-06-16 17:41:51.687704
MAT_000321	정사각M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:08.329151	Y	2026-06-16 17:45:08.327319
MAT_000322	직사각M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:37:53.210214	Y	2026-06-16 17:37:53.223988
MAT_000323	11인치	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:08.324252	Y	2026-06-16 17:45:08.322755
MAT_000324	13인치	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:37:21.779308	Y	2026-06-16 17:37:21.788312
MAT_000325	15인치	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:45:08.318428	Y	2026-06-16 17:45:08.313516
MAT_000326	S	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:36:20.868803	Y	2026-06-16 17:36:20.879761
MAT_000327	XL	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:36:29.02617	Y	2026-06-16 17:36:29.038943
MAT_000328	직사각L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:37:09.818397	Y	2026-06-16 17:37:09.828427
MAT_000329	직사각	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:37:15.757284	Y	2026-06-16 17:37:15.767779
MAT_000330	정사각	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:35:56.925465	Y	2026-06-16 17:35:56.935693
MAT_000331	마카롱	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:35:48.335197	Y	2026-06-16 17:35:48.346637
MAT_000332	세로형	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:36:06.974879	Y	2026-06-16 17:36:06.986344
MAT_000333	가로형	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:36:13.792003	Y	2026-06-16 17:36:13.801714
MAT_000334	세로M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:40:23.331757	Y	2026-06-16 17:40:23.346825
MAT_000335	블랙M	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:35:32.096416	Y	2026-06-16 17:35:32.115673
MAT_000336	가로L	MAT_TYPE.09									Y		2026-06-03 12:46:02.974607	2026-06-16 17:09:44.285649	Y	2026-06-16 17:09:44.300614
MAT_000337	큐방	MAT_TYPE.07									Y	silsa 큐방(4개)추가 옵션 자재. 금속 부속. search-before-mint 부재 재확인(2026-06-09 live 0행). MAT_TYPE.07 부속.	2026-06-08 16:18:36.27302	2026-06-16 19:11:13.387727	Y	2026-06-16 19:11:13.385917
MAT_000338	각목	MAT_TYPE.07									Y	silsa 각목(900이하)+끈 옵션 자재. 사각단면 목재(우드봉 차용 배제·D③). 900이하 규격. 2규격 별 mat_cd 모델(D-2 적용결정).	2026-06-08 16:18:36.27302	2026-06-16 17:40:13.218786	Y	2026-06-16 17:40:13.229457
MAT_000339	각목(900초과)	MAT_TYPE.07									Y	silsa 각목(900초과)+끈 옵션 자재. 사각단면 목재. 900초과 규격. 2규격 별 mat_cd 모델(D-2 적용결정).	2026-06-08 16:18:36.27302	2026-06-08 16:29:25.241308	Y	2026-06-08 16:29:25.241308
MAT_000340	봉제사	MAT_TYPE.07									Y	silsa 봉미싱 옵션 자재. 봉제용 실(D② 실=자재 확정·소모성 미등록 후보 철회). search-before-mint 부재 재확인(2026-06-09 live 0행). MAT_TYPE.07 부속.	2026-06-08 16:18:36.27302	2026-06-16 17:45:08.303128	Y	2026-06-16 17:45:08.300613
