code,display_name,raw_value_json,unit,semantic_axis,product_bindings,price_dependent,source,note
MAT_000106,몽블랑 160g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,6,Y,both,price_dep_rows=1
MAT_000107,몽블랑 190g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,14,Y,both,price_dep_rows=1
MAT_000108,몽블랑 210g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,8,Y,both,price_dep_rows=1
MAT_000109,몽블랑 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,17,Y,both,price_dep_rows=1
MAT_000110,몽블랑 130g (3절),"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,0,N,live,
MAT_000111,몽블랑 190g (3절),"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,1,N,both,
MAT_000112,몽블랑 240g (3절),"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000103"", ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,1,N,both,
MAT_000113,아코팩(웜화이트) 250g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,14,Y,both,price_dep_rows=1
MAT_000114,리사이클러스 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,11,Y,both,price_dep_rows=1
MAT_000115,매쉬멜로우 233g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,11,Y,both,price_dep_rows=1
