sql_file,sql_table,natural_key,source_csv,source_ref
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000580,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D254
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000595,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E254
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000611,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F254
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000545,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B255
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000563,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C255
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000581,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D255
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000596,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E255
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000612,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F255
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000546,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B256
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000564,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C256
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000582,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D256
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000597,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E256
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000613,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F256
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000547,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B257
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000565,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C257
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000583,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D257
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000598,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E257
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000614,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F257
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000548,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B258
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000566,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C258
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000584,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D258
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000599,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E258
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000615,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F258
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000549,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B259
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000567,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C259
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000585,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D259
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000600,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E259
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000616,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F259
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000550,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B260
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000568,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C260
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000586,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D260
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000601,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E260
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000617,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F260
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000551,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B261
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000569,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C261
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000587,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D261
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000602,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E261
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000618,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F261
_blocked/B03a_t_mat_materials_MINT.sql,t_mat_materials,[CONFIRM]봉제사,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 봉제사]
_blocked/B03a_t_mat_materials_MINT.sql,t_mat_materials,[CONFIRM]큐방,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 큐방]
_blocked/B03a_t_mat_materials_MINT.sql,t_mat_materials,[CONFIRM]각목(900이하),t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 각목900이하]
_blocked/B03a_t_mat_materials_MINT.sql,t_mat_materials,[CONFIRM]각목(900초과),t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 각목900초과]
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|MAT_000069|USAGE.07,t_prd_product_option_items_BLOCKED.csv,MAT_000069
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|[CONFIRM-MAT 봉제사]|USAGE.07,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 봉제사]
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|[CONFIRM-MAT 큐방]|USAGE.07,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 큐방]
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|MAT_000070|USAGE.07,t_prd_product_option_items_BLOCKED.csv,MAT_000070
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|[CONFIRM-MAT 각목900이하]|USAGE.07,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 각목900이하]
_blocked/B03b_t_prd_product_materials_LINK.sql,t_prd_product_materials,PRD_000138|[CONFIRM-MAT 각목900초과]|USAGE.07,t_prd_product_option_items_BLOCKED.csv,[CONFIRM-MAT 각목900초과]
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-YANGMYEONTAPE|1,t_prd_product_option_items_BLOCKED.csv,OP-GAGONG-YANGMYEONTAPE#1→MAT_000069
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-BONGMISING|1,t_prd_product_option_items_BLOCKED.csv,OP-GAGONG-BONGMISING#1→[CONFIRM-MAT 봉제사]
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-QBANG4|1,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-QBANG4#1→[CONFIRM-MAT 큐방]
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-STRING4|1,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-STRING4#1→MAT_000070
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-LE900|1,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-GAKMOK-LE900#1→[CONFIRM-MAT 각목900이하]
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-LE900|2,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-GAKMOK-LE900#2→MAT_000070
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-GT900|1,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-GAKMOK-GT900#1→[CONFIRM-MAT 각목900초과]
_blocked/B04_t_prd_product_option_items_MAT.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-GT900|2,t_prd_product_option_items_BLOCKED.csv,OP-CHUGA-GAKMOK-GT900#2→MAT_000070
