comp_price_id,comp_cd,placeholder_siz,W,H,target_siz_cd,status
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x900,1000,900,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x900,1200,900,SIZ_000320,REUSE
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x900,1500,900,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x900,1750,900,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x1000,900,1000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x1000,1000,1000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x1000,1200,1000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x1000,1750,1000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x1200,1000,1200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x1200,1200,1200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x1200,1500,1200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x1200,1750,1200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x1400,900,1400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x1400,1000,1400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x1400,1200,1400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x1400,1500,1400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x1400,1750,1400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x1600,900,1600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x1600,1000,1600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x1600,1200,1600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x1600,1500,1600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x1600,1750,1600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x1800,900,1800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x1800,1000,1800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x1800,1200,1800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x1800,1500,1800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x1800,1750,1800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x2000,900,2000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x2000,1000,2000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x2000,1200,2000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x2000,1500,2000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x2000,1750,2000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x2200,900,2200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x2200,1000,2200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x2200,1200,2200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x2200,1500,2200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x2200,1750,2200,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x2400,900,2400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x2400,1000,2400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x2400,1200,2400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x2400,1500,2400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x2400,1750,2400,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x2600,900,2600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x2600,1000,2600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x2600,1200,2600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x2600,1500,2600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x2600,1750,2600,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x2800,900,2800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x2800,1000,2800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x2800,1200,2800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x2800,1500,2800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x2800,1750,2800,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x3000,900,3000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x3000,1000,3000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x3000,1200,3000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x3000,1500,3000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x3000,1750,3000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x3500,900,3500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x3500,1000,3500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x3500,1200,3500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x3500,1500,3500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x3500,1750,3500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x4000,900,4000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x4000,1000,4000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x4000,1200,4000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x4000,1500,4000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x4000,1750,4000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x4500,900,4500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x4500,1000,4500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x4500,1200,4500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x4500,1500,4500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x4500,1750,4500,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_900x5000,900,5000,SIZ_000322,REUSE
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1000x5000,1000,5000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1200x5000,1200,5000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1500x5000,1500,5000,,NEW
,COMP_POSTER_BANNER_NORMAL,SIZ_PENDING_POSTER_1750x5000,1750,5000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x900,1000,900,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x900,1200,900,SIZ_000320,REUSE
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x1000,900,1000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x1000,1000,1000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x1000,1200,1000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x1200,1000,1200,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x1200,1200,1200,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x1400,900,1400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x1400,1000,1400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x1400,1200,1400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x1600,900,1600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x1600,1000,1600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x1600,1200,1600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x1800,900,1800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x1800,1000,1800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x1800,1200,1800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x2000,900,2000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x2000,1000,2000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x2000,1200,2000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x2200,900,2200,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x2200,1000,2200,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x2200,1200,2200,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x2400,900,2400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x2400,1000,2400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x2400,1200,2400,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x2600,900,2600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x2600,1000,2600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x2600,1200,2600,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x2800,900,2800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x2800,1000,2800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x2800,1200,2800,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x3000,900,3000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x3000,1000,3000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x3000,1200,3000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x3500,900,3500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x3500,1000,3500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x3500,1200,3500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x4000,900,4000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x4000,1000,4000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x4000,1200,4000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x4500,900,4500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x4500,1000,4500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x4500,1200,4500,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_900x5000,900,5000,SIZ_000322,REUSE
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1000x5000,1000,5000,,NEW
,COMP_POSTER_BANNER_MESH,SIZ_PENDING_POSTER_1200x5000,1200,5000,,NEW
