comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
1,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,1,2000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥1
2,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,1,4000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥1
3,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,1,2000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥1
4,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,1,4000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥1
5,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,2,1500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥2
6,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,2,3000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥2
7,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,2,1500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥2
8,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,2,3000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥2
9,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,5,1200,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥5
10,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,5,2400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥5
11,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,5,1200,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥5
12,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,5,2400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥5
13,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,10,1000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥10
14,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,10,2000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥10
15,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,10,1000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥10
16,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,10,2000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥10
17,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,20,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥20
18,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,20,1600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥20
19,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,20,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥20
20,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,20,1600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥20
21,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,30,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥30
22,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,30,1600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥30
23,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,30,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥30
24,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,30,1600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥30
25,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,40,700,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥40
26,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,40,1400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥40
27,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,40,700,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥40
28,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,40,1400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥40
29,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,50,700,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥50
30,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,50,1400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥50
31,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,50,700,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥50
32,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,50,1400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥50
33,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,70,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥70
34,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,70,1200,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥70
35,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,70,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥70
36,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,70,1200,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥70
37,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,100,500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥100
38,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,100,1000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥100
39,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,100,500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥100
40,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,100,1000,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥100
41,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,150,400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥150
42,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,150,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥150
43,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,150,400,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥150
44,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,150,800,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥150
45,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,200,300,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥200
46,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,200,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥200
47,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,200,300,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥200
48,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,200,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥200
49,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,250,300,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥250
50,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,250,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥250
51,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,250,300,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥250
52,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,250,600,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥250
53,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,1,,300,250,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/단면 출력매수≥300
54,COMP_COAT_MATTE,2026-06-01,SIZ_000499,,,2,,300,500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/무광코팅/양면 출력매수≥300
55,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,1,,300,250,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/단면 출력매수≥300
56,COMP_COAT_GLOSSY,2026-06-01,SIZ_000499,,,2,,300,500,[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 코팅(국4절)/유광코팅/양면 출력매수≥300
