prd_cd,siz_cd,dflt_yn,disp_seq,reg_dt,upd_dt
PRD_000157,SIZ_000148,Y,1,2026-06-03 12:46:02.974607,
PRD_000158,SIZ_000012,Y,1,2026-06-03 12:46:02.974607,
PRD_000159,SIZ_000355,Y,1,2026-06-03 12:46:02.974607,
PRD_000159,SIZ_000356,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000357,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000358,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000359,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000360,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,SIZ_000361,Y,1,2026-06-03 12:46:02.974607,
PRD_000161,SIZ_000359,Y,1,2026-06-03 12:46:02.974607,
PRD_000161,SIZ_000361,Y,1,2026-06-03 12:46:02.974607,
PRD_000162,SIZ_000364,Y,1,2026-06-03 12:46:02.974607,
PRD_000163,SIZ_000365,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000011,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000043,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000148,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000211,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000330,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,SIZ_000333,Y,1,2026-06-03 12:46:02.974607,
PRD_000165,SIZ_000012,Y,1,2026-06-03 12:46:02.974607,
PRD_000166,SIZ_000366,Y,1,2026-06-03 12:46:02.974607,
PRD_000166,SIZ_000367,Y,1,2026-06-03 12:46:02.974607,
PRD_000166,SIZ_000368,Y,1,2026-06-03 12:46:02.974607,
PRD_000166,SIZ_000369,Y,1,2026-06-03 12:46:02.974607,
PRD_000169,SIZ_000003,Y,1,2026-06-03 12:46:02.974607,
PRD_000169,SIZ_000043,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000011,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000370,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000371,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000372,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000373,Y,1,2026-06-03 12:46:02.974607,
PRD_000170,SIZ_000374,Y,1,2026-06-03 12:46:02.974607,
PRD_000172,SIZ_000375,Y,1,2026-06-03 12:46:02.974607,
PRD_000173,SIZ_000375,Y,1,2026-06-03 12:46:02.974607,
PRD_000174,SIZ_000375,Y,1,2026-06-03 12:46:02.974607,
PRD_000175,SIZ_000375,Y,1,2026-06-03 12:46:02.974607,
PRD_000176,SIZ_000170,Y,1,2026-06-03 12:46:02.974607,
PRD_000177,SIZ_000170,Y,1,2026-06-03 12:46:02.974607,
PRD_000178,SIZ_000377,Y,1,2026-06-03 12:46:02.974607,
PRD_000179,SIZ_000379,Y,1,2026-06-03 12:46:02.974607,
PRD_000179,SIZ_000380,Y,1,2026-06-03 12:46:02.974607,
PRD_000180,SIZ_000379,Y,1,2026-06-03 12:46:02.974607,
PRD_000181,SIZ_000196,Y,1,2026-06-03 12:46:02.974607,
PRD_000182,SIZ_000119,Y,1,2026-06-03 12:46:02.974607,
PRD_000182,SIZ_000266,Y,1,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000384,Y,1,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000386,Y,1,2026-06-03 12:46:02.974607,
PRD_000186,SIZ_000388,Y,1,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000384,Y,1,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000386,Y,1,2026-06-03 12:46:02.974607,
PRD_000187,SIZ_000388,Y,1,2026-06-03 12:46:02.974607,
PRD_000197,SIZ_000396,Y,1,2026-06-03 12:46:02.974607,
PRD_000198,SIZ_000399,Y,1,2026-06-03 12:46:02.974607,
PRD_000198,SIZ_000402,Y,1,2026-06-03 12:46:02.974607,
PRD_000202,SIZ_000406,Y,1,2026-06-03 12:46:02.974607,
PRD_000215,SIZ_000413,Y,1,2026-06-03 12:46:02.974607,
PRD_000215,SIZ_000415,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000419,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000420,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000421,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000422,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000423,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000424,Y,1,2026-06-03 12:46:02.974607,
PRD_000217,SIZ_000425,Y,1,2026-06-03 12:46:02.974607,
PRD_000218,SIZ_000426,Y,1,2026-06-03 12:46:02.974607,
PRD_000241,SIZ_000448,Y,1,2026-06-03 12:46:02.974607,
PRD_000242,SIZ_000246,Y,1,2026-06-03 12:46:02.974607,
PRD_000242,SIZ_000449,Y,1,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000492,Y,1,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000494,Y,1,2026-06-03 12:46:02.974607,
PRD_000280,SIZ_000496,Y,1,2026-06-03 12:46:02.974607,
