적용일	공정	가로 (mm)	세로 (mm)	수량(이상)	고정	비고
2026-06-01	PROC_000154	10	80	6000	386000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	10	6000	199900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	80	6000	451900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	40	6000	325900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	60	6000	512000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	20	7000	231900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	60	7000	449000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	20	7000	231900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	80	7000	525900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	10	7000	231900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	80	7000	449000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	10	7000	231900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	60	7000	378900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	80	7000	596000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	20	7000	378900.00	소형 박가공비 등급B·가로40이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	40	7000	231900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	40	7000	525900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	60	7000	596000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	10	7000	231900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	40	7000	378900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	10	8000	263900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	80	8000	512000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	40	8000	599900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	60	8000	431900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	10	8000	263900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	60	8000	680000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	40	8000	263900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	80	8000	599900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	60	8000	512000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	80	8000	680000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	20	8000	263900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	10	8000	263900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	20	8000	431900.00	소형 박가공비 등급B·가로40이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	20	8000	263900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	40	8000	431900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	40	9000	484900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	20	9000	484900.00	소형 박가공비 등급B·가로40이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	60	9000	484900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	40	9000	673900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	20	9000	295900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	10	9000	295900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	80	9000	575000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	80	9000	764000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	80	9000	673900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	60	9000	764000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	10	9000	295900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	20	9000	295900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	10	9000	295900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	60	9000	575000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	40	9000	295900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	20	10000	327900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	40	10000	747900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	20	10000	327900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	10	10000	327900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	10	10000	327900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	60	10000	638000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	80	10000	848000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	40	10000	327900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	40	10000	537900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	20	80	10000	747900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	60	10000	537900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	60	10000	848000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	80	10000	638000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	10	10	10000	327900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000154	40	20	10000	537900.00	소형 박가공비 등급B·가로40이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	200	14300.00	소형 박가공비 등급A·가로10이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	200	14300.00	소형 박가공비 등급A·가로10이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	200	14300.00	소형 박가공비 등급A·가로10이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	200	18500.00	소형 박가공비 등급B·가로10이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	200	20600.00	소형 박가공비 등급C·가로10이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	200	14300.00	소형 박가공비 등급A·가로20이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	200	14300.00	소형 박가공비 등급A·가로20이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	200	18500.00	소형 박가공비 등급B·가로20이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	200	20600.00	소형 박가공비 등급C·가로20이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	200	22700.00	소형 박가공비 등급D·가로20이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	200	14300.00	소형 박가공비 등급A·가로40이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	200	18500.00	소형 박가공비 등급B·가로40이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	200	22700.00	소형 박가공비 등급D·가로40이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	200	24800.00	소형 박가공비 등급E·가로40이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	200	24800.00	소형 박가공비 등급E·가로40이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	300	23800.00	소형 박가공비 등급B·가로40이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	300	17500.00	소형 박가공비 등급A·가로20이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	300	23800.00	소형 박가공비 등급B·가로20이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	300	17500.00	소형 박가공비 등급A·가로10이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	300	33200.00	소형 박가공비 등급E·가로40이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	300	17500.00	소형 박가공비 등급A·가로10이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	300	17500.00	소형 박가공비 등급A·가로10이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	300	30100.00	소형 박가공비 등급D·가로40이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	300	30100.00	소형 박가공비 등급D·가로20이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	300	26900.00	소형 박가공비 등급C·가로20이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	300	17500.00	소형 박가공비 등급A·가로40이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	300	26900.00	소형 박가공비 등급C·가로10이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	300	23800.00	소형 박가공비 등급B·가로10이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	300	17500.00	소형 박가공비 등급A·가로20이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	300	33200.00	소형 박가공비 등급E·가로40이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	400	33200.00	소형 박가공비 등급C·가로10이하×세로80이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	400	37500.00	소형 박가공비 등급D·가로40이하×세로40이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	400	37500.00	소형 박가공비 등급D·가로20이하×세로80이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	400	20700.00	소형 박가공비 등급A·가로40이하×세로10이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	400	29100.00	소형 박가공비 등급B·가로20이하×세로40이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	400	20700.00	소형 박가공비 등급A·가로10이하×세로10이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	400	20700.00	소형 박가공비 등급A·가로10이하×세로40이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	400	33200.00	소형 박가공비 등급C·가로20이하×세로60이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	400	41600.00	소형 박가공비 등급E·가로40이하×세로80이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	400	20700.00	소형 박가공비 등급A·가로10이하×세로20이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	400	20700.00	소형 박가공비 등급A·가로20이하×세로20이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	400	29100.00	소형 박가공비 등급B·가로10이하×세로60이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	400	29100.00	소형 박가공비 등급B·가로40이하×세로20이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	400	41600.00	소형 박가공비 등급E·가로40이하×세로60이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	400	20700.00	소형 박가공비 등급A·가로20이하×세로10이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	500	34400.00	소형 박가공비 등급B·가로20이하×세로40이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	500	50000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	500	23900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	500	23900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	500	39500.00	소형 박가공비 등급C·가로10이하×세로80이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	500	23900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	500	44900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	500	34400.00	소형 박가공비 등급B·가로10이하×세로60이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	500	44900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	500	34400.00	소형 박가공비 등급B·가로40이하×세로20이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	500	39500.00	소형 박가공비 등급C·가로20이하×세로60이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	500	23900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	500	50000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	500	23900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	500	23900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량500이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	600	27100.00	소형 박가공비 등급A·가로10이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	600	27100.00	소형 박가공비 등급A·가로40이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	600	52300.00	소형 박가공비 등급D·가로40이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	600	39700.00	소형 박가공비 등급B·가로20이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	600	39700.00	소형 박가공비 등급B·가로40이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	600	27100.00	소형 박가공비 등급A·가로20이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	600	58400.00	소형 박가공비 등급E·가로40이하×세로80이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	600	27100.00	소형 박가공비 등급A·가로20이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	600	45800.00	소형 박가공비 등급C·가로20이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	600	27100.00	소형 박가공비 등급A·가로10이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	600	58400.00	소형 박가공비 등급E·가로40이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	600	27100.00	소형 박가공비 등급A·가로10이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	600	45800.00	소형 박가공비 등급C·가로10이하×세로80이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	600	39700.00	소형 박가공비 등급B·가로10이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	600	52300.00	소형 박가공비 등급D·가로20이하×세로80이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	700	30300.00	소형 박가공비 등급A·가로10이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	700	30300.00	소형 박가공비 등급A·가로10이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	700	66800.00	소형 박가공비 등급E·가로40이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	700	30300.00	소형 박가공비 등급A·가로10이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	700	66800.00	소형 박가공비 등급E·가로40이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	700	45000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	700	52100.00	소형 박가공비 등급C·가로10이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	700	59700.00	소형 박가공비 등급D·가로40이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	700	30300.00	소형 박가공비 등급A·가로20이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	700	45000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	700	30300.00	소형 박가공비 등급A·가로20이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	700	30300.00	소형 박가공비 등급A·가로40이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	700	45000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	700	59700.00	소형 박가공비 등급D·가로20이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	700	52100.00	소형 박가공비 등급C·가로20이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	800	33500.00	소형 박가공비 등급A·가로10이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	800	50300.00	소형 박가공비 등급B·가로20이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	800	50300.00	소형 박가공비 등급B·가로10이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	800	75200.00	소형 박가공비 등급E·가로40이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	800	75200.00	소형 박가공비 등급E·가로40이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	800	67100.00	소형 박가공비 등급D·가로20이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	800	33500.00	소형 박가공비 등급A·가로20이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	800	58400.00	소형 박가공비 등급C·가로10이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	800	33500.00	소형 박가공비 등급A·가로10이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	800	58400.00	소형 박가공비 등급C·가로20이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	800	33500.00	소형 박가공비 등급A·가로10이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	800	33500.00	소형 박가공비 등급A·가로40이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	800	67100.00	소형 박가공비 등급D·가로40이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	800	50300.00	소형 박가공비 등급B·가로40이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	800	33500.00	소형 박가공비 등급A·가로20이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	900	64700.00	소형 박가공비 등급C·가로20이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	900	74500.00	소형 박가공비 등급D·가로40이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	900	36700.00	소형 박가공비 등급A·가로20이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	900	55600.00	소형 박가공비 등급B·가로40이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	900	55600.00	소형 박가공비 등급B·가로10이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	900	83600.00	소형 박가공비 등급E·가로40이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	900	36700.00	소형 박가공비 등급A·가로20이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	900	36700.00	소형 박가공비 등급A·가로40이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	900	36700.00	소형 박가공비 등급A·가로10이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	900	36700.00	소형 박가공비 등급A·가로10이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	900	55600.00	소형 박가공비 등급B·가로20이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	900	36700.00	소형 박가공비 등급A·가로10이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	900	74500.00	소형 박가공비 등급D·가로20이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	900	64700.00	소형 박가공비 등급C·가로10이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	900	83600.00	소형 박가공비 등급E·가로40이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	20	1000	60900.00	소형 박가공비 등급B·가로40이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	10	1000	39900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	1000	39900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	20	1000	39900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	10	1000	39900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	1000	81900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	1000	71000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	60	1000	92000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	1000	60900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	80	1000	92000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	80	1000	81900.00	소형 박가공비 등급D·가로20이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	20	1000	39900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	10	1000	39900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	1000	71000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	40	1000	60900.00	소형 박가공비 등급B·가로20이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	40	2000	71900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	80	2000	134000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	20	60	2000	134000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	40	40	2000	155900.00	소형 박가공비 등급D·가로40이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000161	10	60	2000	113900.00	소형 박가공비 등급B·가로10이하×세로60이하·수량2000이상 (flatten·grade=추적)
