적용일	공정	가로 (mm)	세로 (mm)	수량(이상)	고정	비고
2026-06-01	PROC_000156	20	80	800	47200.00	소형 박가공비 등급D·가로20이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	800	24800.00	소형 박가공비 등급A·가로10이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	800	36000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	800	36000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	800	24800.00	소형 박가공비 등급A·가로40이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	900	39500.00	소형 박가공비 등급B·가로40이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	900	52100.00	소형 박가공비 등급D·가로40이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	900	45800.00	소형 박가공비 등급C·가로10이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	900	26900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	900	26900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	900	26900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	900	52100.00	소형 박가공비 등급D·가로20이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	900	26900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	900	58400.00	소형 박가공비 등급E·가로40이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	900	39500.00	소형 박가공비 등급B·가로20이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	900	58400.00	소형 박가공비 등급E·가로40이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	900	26900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	900	26900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	900	39500.00	소형 박가공비 등급B·가로10이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	900	45800.00	소형 박가공비 등급C·가로20이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	1000	43000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	1000	29000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	1000	50000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	1000	29000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	1000	57000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	1000	29000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	1000	64000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	1000	29000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	1000	57000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	1000	29000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	1000	64000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	1000	50000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	1000	29000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	1000	43000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	1000	43000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	2000	78000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	2000	50000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	2000	50000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	2000	50000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	2000	78000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	2000	92000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	2000	50000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	2000	50000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	2000	92000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	2000	106000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	2000	50000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	2000	78000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	2000	106000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	2000	120000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	2000	120000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	3000	71000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	3000	134000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	3000	71000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	3000	113000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	3000	134000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	3000	176000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	3000	71000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	3000	155000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	3000	113000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	3000	176000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	3000	71000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	3000	113000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	3000	155000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	3000	71000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	3000	71000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	4000	148000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	4000	148000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	4000	176000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	4000	232000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	4000	92000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	4000	176000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	4000	92000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	4000	232000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	4000	204000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	4000	148000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	4000	92000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	4000	92000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	4000	92000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	4000	204000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	4000	92000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	5000	253000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	5000	288000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	5000	113000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	5000	113000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	5000	113000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	5000	218000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	5000	113000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	5000	113000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	5000	218000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	5000	253000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	5000	288000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	5000	183000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	5000	113000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	5000	183000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	5000	183000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	6000	260000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	6000	260000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	6000	134000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	6000	302000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	6000	134000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	6000	218000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	6000	134000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	6000	218000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	6000	218000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	6000	134000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	6000	302000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	6000	134000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	6000	344000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	6000	134000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	6000	344000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	7000	400000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	7000	155000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	7000	253000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	7000	155000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	7000	302000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	7000	351000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	7000	155000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	7000	351000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	7000	155000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	7000	253000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	7000	400000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	7000	155000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	7000	155000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	7000	253000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	7000	302000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량7000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	8000	176000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	8000	176000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	8000	344000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	8000	456000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	8000	176000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	8000	344000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	8000	288000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	8000	288000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	8000	288000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	8000	400000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	8000	176000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	8000	176000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	8000	400000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	8000	176000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	8000	456000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량8000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	9000	323000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	9000	197000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	9000	449000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	9000	323000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	9000	512000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	9000	197000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	9000	386000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	9000	197000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	9000	197000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	9000	197000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	9000	449000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	9000	512000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	9000	197000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	9000	386000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	9000	323000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량9000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	40	10000	358000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	20	10000	358000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	40	10000	218000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	80	10000	428000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	40	10000	498000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	80	10000	498000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	20	10000	218000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	10	10000	218000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	60	10000	568000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	10	10000	218000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	60	10000	428000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	80	10000	568000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	20	20	10000	218000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	10	60	10000	358000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000156	40	10	10000	218000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량10000이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	20	200	12200.00	소형 박가공비 등급A·가로20이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	20	200	15000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	10	200	12200.00	소형 박가공비 등급A·가로40이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	40	200	15000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	40	200	12200.00	소형 박가공비 등급A·가로10이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	80	200	19200.00	소형 박가공비 등급E·가로40이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	10	200	12200.00	소형 박가공비 등급A·가로10이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	60	200	19200.00	소형 박가공비 등급E·가로40이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	20	200	12200.00	소형 박가공비 등급A·가로10이하×세로20이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	10	200	12200.00	소형 박가공비 등급A·가로20이하×세로10이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	60	200	15000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	60	200	16400.00	소형 박가공비 등급C·가로20이하×세로60이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	80	200	16400.00	소형 박가공비 등급C·가로10이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	40	200	17800.00	소형 박가공비 등급D·가로40이하×세로40이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	80	200	17800.00	소형 박가공비 등급D·가로20이하×세로80이하·수량200이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	40	300	22700.00	소형 박가공비 등급D·가로40이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	20	300	18500.00	소형 박가공비 등급B·가로40이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	10	300	14300.00	소형 박가공비 등급A·가로20이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	60	300	18500.00	소형 박가공비 등급B·가로10이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	10	300	14300.00	소형 박가공비 등급A·가로40이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	80	300	22700.00	소형 박가공비 등급D·가로20이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	20	300	14300.00	소형 박가공비 등급A·가로10이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	40	300	14300.00	소형 박가공비 등급A·가로10이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	10	300	14300.00	소형 박가공비 등급A·가로10이하×세로10이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	80	300	24800.00	소형 박가공비 등급E·가로40이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	60	300	20600.00	소형 박가공비 등급C·가로20이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	40	300	18500.00	소형 박가공비 등급B·가로20이하×세로40이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	20	20	300	14300.00	소형 박가공비 등급A·가로20이하×세로20이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	80	300	20600.00	소형 박가공비 등급C·가로10이하×세로80이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	60	300	24800.00	소형 박가공비 등급E·가로40이하×세로60이하·수량300이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	60	400	22000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000157	10	10	400	16400.00	소형 박가공비 등급A·가로10이하×세로10이하·수량400이상 (flatten·grade=추적)
2026-06-01	PROC_000157	40	80	400	30400.00	소형 박가공비 등급E·가로40이하×세로80이하·수량400이상 (flatten·grade=추적)
