comp_cd,comp_nm,sheet,block_id,block_title,geometry,dim,axis,channel,status,rate,axis_label,dim_codes,n_codes
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,90,90,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,100,100,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,150,150,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,200,200,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,250,250,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,300,300,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,350,350,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,400,400,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,450,450,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,500,500,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,600,600,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,700,700,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,800,800,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,900,900,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1000,1000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1200,1200,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1400,1400,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1600,1600,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1800,1800,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,2000,2000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,2500,2500,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,3000,3000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,3500,3500,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,4000,4000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,4500,4500,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,5000,5000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,6000,6000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,7000,7000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,8000,8000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,9000,9000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,10000,10000,1
COMP_PRINT_DIGITAL_S1,디지털인쇄비,디지털인쇄비,B02,디지털인쇄 출력비(3절),declared,min_qty,row,수치파싱,ok,1.000,1000000,1000000,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,plt_siz_cd,(상수),라이브 단일값,constant,1.000,(블록 상수),SIZ_000499,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,proc_cd,band0,"닫힌집합(0.33),닫힌집합(0.40),닫힌집합(0.43)",partial,0.714,별색(화이트),PROC_000008,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,proc_cd,band0,"닫힌집합(0.33),닫힌집합(0.40),닫힌집합(0.43)",partial,0.714,별색(클리어),PROC_000009,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,proc_cd,band0,"닫힌집합(0.33),닫힌집합(0.40),닫힌집합(0.43)",partial,0.714,별색(핑크),PROC_000010,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,proc_cd,band0,"닫힌집합(0.33),닫힌집합(0.40),닫힌집합(0.43)",partial,0.714,별색(금색),PROC_000011,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,proc_cd,band0,"닫힌집합(0.33),닫힌집합(0.40),닫힌집합(0.43)",partial,0.714,별색(은색),PROC_000012,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,spot_side_cnt,band1,수치파싱,ok,1.000,단면,1,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,spot_side_cnt,band1,수치파싱,ok,1.000,양면,2,1
COMP_PRINT_SPOT_WHITE_S1,별색인쇄비,디지털인쇄비,B01,디지털인쇄 출력비(국4절),declared,min_qty,title,수치파싱,ok,1.000,디지털인쇄 출력비(국4절),4,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,siz_cd,band0,"닫힌집합(0.60),닫힌집합(1.00)",ok,1.000,티켓봉투,SIZ_000191,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,siz_cd,band0,"닫힌집합(0.60),닫힌집합(1.00)",ok,1.000,소봉투,SIZ_000192,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,siz_cd,band0,"닫힌집합(0.60),닫힌집합(1.00)",ok,1.000,자켓봉투,SIZ_000193,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,siz_cd,band0,"닫힌집합(0.60),닫힌집합(1.00)",ok,1.000,대봉투,SIZ_000194,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,mat_cd,band1,"닫힌집합(0.92),닫힌집합(1.00)",ok,1.000,모조 120g,MAT_000159,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,mat_cd,band1,"닫힌집합(0.92),닫힌집합(1.00)",ok,1.000,레자크체크백색 110g / 레자크줄무늬백색 110g,MAT_000596,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,min_qty,row,수치파싱,ok,1.000,1000,1000,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,min_qty,row,수치파싱,ok,1.000,2000,2000,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,min_qty,row,수치파싱,ok,1.000,3000,3000,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,min_qty,row,수치파싱,ok,1.000,4000,4000,1
COMP_ENV_MAKING,봉투제작 완제품가,봉투제작,B01,봉투제작,declared,min_qty,row,수치파싱,ok,1.000,5000,5000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,proc_cd,title,닫힌집합(0.25),ok,1.000,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",PROC_000042,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,10,10,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,200,200,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,500,500,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,1000,1000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,2000,2000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,3000,3000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,4000,4000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,5000,5000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,6000,6000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,7000,7000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,8000,8000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,9000,9000,1
COMP_FOIL_PROC_LARGE_SPECIAL,박 가공비(대형·특수박),후가공_박(대형),B05,"대형박 가공비 특수박 수량별 가격 (먹유광, 백박, 홀로그램, 트윙클, 적박, 녹박)",declared,min_qty,row,수치파싱,ok,1.000,10000,10000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,proc_cd,title,닫힌집합(0.26),ok,1.000,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",PROC_000037,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,200,200,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,300,300,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,400,400,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,500,500,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,600,600,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,700,700,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,800,800,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,900,900,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,1000,1000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,2000,2000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,3000,3000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,4000,4000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,5000,5000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,6000,6000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,7000,7000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,8000,8000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,9000,9000,1
COMP_FOIL_PROC_SMALL_SPECIAL,박 가공비(소형·특수박),후가공_박(소형),B05,"소형박 가공비 특수박 수량별 가격 (백박, 홀로그램박, 트윙클박)",declared,min_qty,row,수치파싱,ok,1.000,10000,10000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(0.14),닫힌집합(0.33)",ok,1.000,2단,PROC_000065|PROC_000066,2
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(0.14),닫힌집합(0.33)",ok,1.000,3단,PROC_000065|PROC_000066,2
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(0.14),닫힌집합(0.33)",ok,1.000,6단,PROC_000065|PROC_000066,2
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1,1,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,2,2,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,3,3,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,4,4,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,5,5,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,6,6,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,7,7,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,8,8,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,9,9,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,10,10,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,15,15,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,20,20,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,25,25,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,30,30,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,35,35,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,40,40,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,45,45,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,50,50,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,60,60,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,70,70,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,80,80,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,90,90,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,100,100,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,150,150,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,200,200,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,250,250,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,300,300,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,350,350,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,400,400,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,450,450,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,500,500,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,600,600,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,700,700,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,800,800,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,900,900,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1000,1000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1200,1200,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1400,1400,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1600,1600,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1800,1800,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,2000,2000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,2500,2500,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,3000,3000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,3500,3500,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,4000,4000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,4500,4500,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,5000,5000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B01,카드접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,100000,100000,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B02,리플렛 접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(1.00),정확(이름)",ok,1.000,반접지,PROC_000107,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B02,리플렛 접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(1.00),정확(이름)",ok,1.000,3단접지,PROC_000060,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B02,리플렛 접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(1.00),정확(이름)",ok,1.000,4단병풍접지,PROC_000071,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B02,리플렛 접지 단가 (오시+접지),declared,proc_cd,band0,"닫힌집합(1.00),정확(이름)",ok,1.000,4단대문접지,PROC_000106,1
COMP_FOLD_LEAF_HALF,접지비 리플렛 반접지,접지옵션,B02,리플렛 접지 단가 (오시+접지),declared,min_qty,row,수치파싱,ok,1.000,1,1,1
