comp_cd,comp_nm,판정,dim:siz_cd,dim:plt_siz_cd,dim:print_opt_cd,dim:mat_cd,dim:proc_cd,dim:opt_cd,dim:coat_side_cnt,dim:spot_side_cnt,dim:bdl_qty,dim:siz_width,dim:siz_height,dim:min_qty,권위_시트,권위_하위표,권위_축라벨,라이브_단가
COMP_ACRYL_CARABINER,아크릴카라비너 본체(3T+3T접합),실재,SIZ_000366,,,,,,,,,,,1,아크릴,B06,siz_cd←사각자물쇠 (자물쇠변형) 40x69 · min_qty←(블록 상수),5800.00
COMP_ACRYL_CARABINER,아크릴카라비너 본체(3T+3T접합),실재,SIZ_000367,,,,,,,,,,,1,아크릴,B06,siz_cd←하트자물쇠 (하트A) 43x71 · min_qty←(블록 상수),5800.00
COMP_ACRYL_CARABINER,아크릴카라비너 본체(3T+3T접합),실재,SIZ_000368,,,,,,,,,,,1,아크릴,B06,siz_cd←하트 (하트B) 59x54 · min_qty←(블록 상수),6300.00
COMP_ACRYL_CARABINER,아크릴카라비너 본체(3T+3T접합),실재,SIZ_000369,,,,,,,,,,,1,아크릴,B06,siz_cd←원형 (원형B) 68x70 · min_qty←(블록 상수),6900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←20mm · min_qty←(블록 상수),2500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←30mm · min_qty←(블록 상수),2700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←40mm · min_qty←(블록 상수),3000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←50mm · min_qty←(블록 상수),3200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←60mm · min_qty←(블록 상수),3400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←70mm · min_qty←(블록 상수),3600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←80mm · min_qty←(블록 상수),3800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←90mm · min_qty←(블록 상수),4000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←100mm · min_qty←(블록 상수),4200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←120mm · min_qty←(블록 상수),4600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←140mm · min_qty←(블록 상수),5000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←160mm · min_qty←(블록 상수),5400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←180mm · min_qty←(블록 상수),5800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,20,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←20mm · siz_height←200mm · min_qty←(블록 상수),6200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←20mm · min_qty←(블록 상수),2700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←30mm · min_qty←(블록 상수),3100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←40mm · min_qty←(블록 상수),3400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←50mm · min_qty←(블록 상수),3800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←60mm · min_qty←(블록 상수),4000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←70mm · min_qty←(블록 상수),4300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←80mm · min_qty←(블록 상수),4700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←90mm · min_qty←(블록 상수),5000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←100mm · min_qty←(블록 상수),5300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←120mm · min_qty←(블록 상수),5900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←140mm · min_qty←(블록 상수),6500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←160mm · min_qty←(블록 상수),7100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←180mm · min_qty←(블록 상수),7700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,30,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←30mm · siz_height←200mm · min_qty←(블록 상수),8300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←20mm · min_qty←(블록 상수),3000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←30mm · min_qty←(블록 상수),3400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←40mm · min_qty←(블록 상수),3800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←50mm · min_qty←(블록 상수),4200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←60mm · min_qty←(블록 상수),4700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←70mm · min_qty←(블록 상수),5100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←80mm · min_qty←(블록 상수),5500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←90mm · min_qty←(블록 상수),5900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←100mm · min_qty←(블록 상수),6400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←120mm · min_qty←(블록 상수),7400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←140mm · min_qty←(블록 상수),8400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←160mm · min_qty←(블록 상수),9400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←180mm · min_qty←(블록 상수),10400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,40,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←40mm · siz_height←200mm · min_qty←(블록 상수),11400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←20mm · min_qty←(블록 상수),3200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←30mm · min_qty←(블록 상수),3700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←40mm · min_qty←(블록 상수),4200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←50mm · min_qty←(블록 상수),4800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←60mm · min_qty←(블록 상수),5300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←70mm · min_qty←(블록 상수),5800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←80mm · min_qty←(블록 상수),6400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←90mm · min_qty←(블록 상수),6900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←100mm · min_qty←(블록 상수),7400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←120mm · min_qty←(블록 상수),8400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←140mm · min_qty←(블록 상수),9400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←160mm · min_qty←(블록 상수),10400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←180mm · min_qty←(블록 상수),11400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,50,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←50mm · siz_height←200mm · min_qty←(블록 상수),12400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←20mm · min_qty←(블록 상수),3400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←30mm · min_qty←(블록 상수),4000.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←40mm · min_qty←(블록 상수),4700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←50mm · min_qty←(블록 상수),5300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←60mm · min_qty←(블록 상수),5900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←70mm · min_qty←(블록 상수),6600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←80mm · min_qty←(블록 상수),7200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←90mm · min_qty←(블록 상수),7800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←100mm · min_qty←(블록 상수),8500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←120mm · min_qty←(블록 상수),9900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←140mm · min_qty←(블록 상수),11300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←160mm · min_qty←(블록 상수),12700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←180mm · min_qty←(블록 상수),14100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,60,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←60mm · siz_height←200mm · min_qty←(블록 상수),15500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←20mm · min_qty←(블록 상수),3600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←30mm · min_qty←(블록 상수),4300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←40mm · min_qty←(블록 상수),5100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←50mm · min_qty←(블록 상수),5800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←60mm · min_qty←(블록 상수),6600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←70mm · min_qty←(블록 상수),7300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←80mm · min_qty←(블록 상수),8100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←90mm · min_qty←(블록 상수),8800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←100mm · min_qty←(블록 상수),9500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←120mm · min_qty←(블록 상수),10900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←140mm · min_qty←(블록 상수),12300.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,160,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←160mm · min_qty←(블록 상수),13700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,180,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←180mm · min_qty←(블록 상수),15100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,70,200,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←70mm · siz_height←200mm · min_qty←(블록 상수),16500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,20,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←20mm · min_qty←(블록 상수),3800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,30,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←30mm · min_qty←(블록 상수),4700.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,40,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←40mm · min_qty←(블록 상수),5500.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,50,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←50mm · min_qty←(블록 상수),6400.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,60,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←60mm · min_qty←(블록 상수),7200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,70,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←70mm · min_qty←(블록 상수),8100.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,80,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←80mm · min_qty←(블록 상수),8900.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,90,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←90mm · min_qty←(블록 상수),9800.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,100,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←100mm · min_qty←(블록 상수),10600.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,120,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←120mm · min_qty←(블록 상수),12200.00
COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,실재,,,,MAT_000386,,,,,,80,140,1,아크릴,B01,mat_cd←투명아크릴3T (직접입력형) 양면9도 / 단면7도 통용 단가 · siz_width←80mm · siz_height←140mm · min_qty←(블록 상수),13800.00
