comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note,_provenance
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000527,,,,,,22400.00,"아트프린트포스터 가로800mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B01 C7, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C7
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000557,,,,,,28000.00,"아트프린트포스터 가로1000mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B01 D7, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D7
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000575,,,,,,33600.00,"아트프린트포스터 가로1200mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B01 E7, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E7
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000516,,,,,,20000.00,"아트프린트포스터 가로600mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B01 B8, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B8
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000528,,,,,,25600.00,"아트프린트포스터 가로800mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B01 C8, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C8
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000558,,,,,,32000.00,"아트프린트포스터 가로1000mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B01 D8, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D8
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000576,,,,,,38400.00,"아트프린트포스터 가로1200mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B01 E8, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E8
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000529,,,,,,28800.00,"아트프린트포스터 가로800mm×세로1800mm 완제품가[코팅포함가] (포스터사인 B01 C9, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C9
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000559,,,,,,36000.00,"아트프린트포스터 가로1000mm×세로1800mm 완제품가[코팅포함가] (포스터사인 B01 D9, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D9
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000577,,,,,,43200.00,"아트프린트포스터 가로1200mm×세로1800mm 완제품가[코팅포함가] (포스터사인 B01 E9, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E9
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000517,,,,,,24000.00,"아트프린트포스터 가로600mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B01 B10, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B10
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000530,,,,,,32000.00,"아트프린트포스터 가로800mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B01 C10, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C10
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000560,,,,,,40000.00,"아트프린트포스터 가로1000mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B01 D10, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D10
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000578,,,,,,48000.00,"아트프린트포스터 가로1200mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B01 E10, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E10
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000518,,,,,,26400.00,"아트프린트포스터 가로600mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B01 B11, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B11
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000531,,,,,,35200.00,"아트프린트포스터 가로800mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B01 C11, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C11
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000561,,,,,,44000.00,"아트프린트포스터 가로1000mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B01 D11, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D11
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000579,,,,,,52800.00,"아트프린트포스터 가로1200mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B01 E11, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E11
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000519,,,,,,28800.00,"아트프린트포스터 가로600mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B01 B12, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B12
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000532,,,,,,38400.00,"아트프린트포스터 가로800mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B01 C12, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C12
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000562,,,,,,48000.00,"아트프린트포스터 가로1000mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B01 D12, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D12
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000580,,,,,,57600.00,"아트프린트포스터 가로1200mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B01 E12, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E12
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000520,,,,,,31200.00,"아트프린트포스터 가로600mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B01 B13, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B13
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000533,,,,,,41600.00,"아트프린트포스터 가로800mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B01 C13, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C13
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000563,,,,,,52000.00,"아트프린트포스터 가로1000mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B01 D13, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D13
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000581,,,,,,62400.00,"아트프린트포스터 가로1200mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B01 E13, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E13
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000521,,,,,,33600.00,"아트프린트포스터 가로600mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B01 B14, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B14
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000534,,,,,,44800.00,"아트프린트포스터 가로800mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B01 C14, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C14
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000564,,,,,,56000.00,"아트프린트포스터 가로1000mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B01 D14, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D14
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000582,,,,,,67200.00,"아트프린트포스터 가로1200mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B01 E14, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E14
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000522,,,,,,36000.00,"아트프린트포스터 가로600mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B01 B15, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:B15
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000535,,,,,,48000.00,"아트프린트포스터 가로800mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B01 C15, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:C15
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000565,,,,,,60000.00,"아트프린트포스터 가로1000mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B01 D15, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:D15
COMP_POSTER_ARTPRINT_PHOTO,2026-06-01,SIZ_000583,,,,,,72000.00,"아트프린트포스터 가로1200mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B01 E15, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B01:E15
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000511,,,,,,12000.00,"아트페이퍼포스터 가로600mm×세로600mm 완제품가[코팅포함가] (포스터사인 B02 B20, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B20
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000523,,,,,,12000.00,"아트페이퍼포스터 가로800mm×세로600mm 완제품가[코팅포함가] (포스터사인 B02 C20, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C20
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000536,,,,,,20000.00,"아트페이퍼포스터 가로900mm×세로600mm 완제품가[코팅포함가] (포스터사인 B02 D20, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D20
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000512,,,,,,12000.00,"아트페이퍼포스터 가로600mm×세로800mm 완제품가[코팅포함가] (포스터사인 B02 B21, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B21
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000524,,,,,,20000.00,"아트페이퍼포스터 가로800mm×세로800mm 완제품가[코팅포함가] (포스터사인 B02 C21, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C21
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000537,,,,,,20000.00,"아트페이퍼포스터 가로900mm×세로800mm 완제품가[코팅포함가] (포스터사인 B02 D21, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D21
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000513,,,,,,20000.00,"아트페이퍼포스터 가로600mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B02 B22, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B22
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000525,,,,,,20000.00,"아트페이퍼포스터 가로800mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B02 C22, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C22
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000538,,,,,,20000.00,"아트페이퍼포스터 가로900mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B02 D22, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D22
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000514,,,,,,20000.00,"아트페이퍼포스터 가로600mm×세로1200mm 완제품가[코팅포함가] (포스터사인 B02 B23, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B23
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000526,,,,,,20000.00,"아트페이퍼포스터 가로800mm×세로1200mm 완제품가[코팅포함가] (포스터사인 B02 C23, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C23
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000515,,,,,,20000.00,"아트페이퍼포스터 가로600mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B02 B24, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B24
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000527,,,,,,22400.00,"아트페이퍼포스터 가로800mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B02 C24, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C24
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000539,,,,,,25200.00,"아트페이퍼포스터 가로900mm×세로1400mm 완제품가[코팅포함가] (포스터사인 B02 D24, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D24
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000516,,,,,,20000.00,"아트페이퍼포스터 가로600mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B02 B25, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B25
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000528,,,,,,25600.00,"아트페이퍼포스터 가로800mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B02 C25, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C25
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000540,,,,,,28800.00,"아트페이퍼포스터 가로900mm×세로1600mm 완제품가[코팅포함가] (포스터사인 B02 D25, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D25
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000529,,,,,,28800.00,"아트페이퍼포스터 가로800mm×세로1800mm 완제품가[코팅포함가] (포스터사인 B02 C26, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C26
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000541,,,,,,32400.00,"아트페이퍼포스터 가로900mm×세로1800mm 완제품가[코팅포함가] (포스터사인 B02 D26, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D26
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000517,,,,,,24000.00,"아트페이퍼포스터 가로600mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B02 B27, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B27
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000530,,,,,,32000.00,"아트페이퍼포스터 가로800mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B02 C27, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C27
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000542,,,,,,36000.00,"아트페이퍼포스터 가로900mm×세로2000mm 완제품가[코팅포함가] (포스터사인 B02 D27, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D27
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000518,,,,,,26400.00,"아트페이퍼포스터 가로600mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B02 B28, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B28
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000531,,,,,,35200.00,"아트페이퍼포스터 가로800mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B02 C28, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C28
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000543,,,,,,39600.00,"아트페이퍼포스터 가로900mm×세로2200mm 완제품가[코팅포함가] (포스터사인 B02 D28, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D28
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000519,,,,,,28800.00,"아트페이퍼포스터 가로600mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B02 B29, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B29
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000532,,,,,,38400.00,"아트페이퍼포스터 가로800mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B02 C29, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C29
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000544,,,,,,43200.00,"아트페이퍼포스터 가로900mm×세로2400mm 완제품가[코팅포함가] (포스터사인 B02 D29, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D29
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000520,,,,,,31200.00,"아트페이퍼포스터 가로600mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B02 B30, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B30
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000533,,,,,,41600.00,"아트페이퍼포스터 가로800mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B02 C30, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C30
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000545,,,,,,46800.00,"아트페이퍼포스터 가로900mm×세로2600mm 완제품가[코팅포함가] (포스터사인 B02 D30, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D30
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000521,,,,,,33600.00,"아트페이퍼포스터 가로600mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B02 B31, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B31
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000534,,,,,,44800.00,"아트페이퍼포스터 가로800mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B02 C31, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C31
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000546,,,,,,50400.00,"아트페이퍼포스터 가로900mm×세로2800mm 완제품가[코팅포함가] (포스터사인 B02 D31, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D31
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000522,,,,,,36000.00,"아트페이퍼포스터 가로600mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B02 B32, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:B32
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000535,,,,,,48000.00,"아트페이퍼포스터 가로800mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B02 C32, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:C32
COMP_POSTER_ARTPAPER_MATTE,2026-06-01,SIZ_000547,,,,,,54000.00,"아트페이퍼포스터 가로900mm×세로3000mm 완제품가[코팅포함가] (포스터사인 B02 D32, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B02:D32
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000511,,,,,,12000.00,"방수포스터 가로600mm×세로600mm 완제품가[코팅포함가] (포스터사인 B03 B37, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:B37
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000523,,,,,,12000.00,"방수포스터 가로800mm×세로600mm 완제품가[코팅포함가] (포스터사인 B03 C37, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:C37
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000552,,,,,,20000.00,"방수포스터 가로1000mm×세로600mm 완제품가[코팅포함가] (포스터사인 B03 D37, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:D37
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000570,,,,,,20000.00,"방수포스터 가로1200mm×세로600mm 완제품가[코팅포함가] (포스터사인 B03 E37, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:E37
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000512,,,,,,12000.00,"방수포스터 가로600mm×세로800mm 완제품가[코팅포함가] (포스터사인 B03 B38, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:B38
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000524,,,,,,20000.00,"방수포스터 가로800mm×세로800mm 완제품가[코팅포함가] (포스터사인 B03 C38, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:C38
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000553,,,,,,20000.00,"방수포스터 가로1000mm×세로800mm 완제품가[코팅포함가] (포스터사인 B03 D38, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:D38
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000571,,,,,,20000.00,"방수포스터 가로1200mm×세로800mm 완제품가[코팅포함가] (포스터사인 B03 E38, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:E38
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000513,,,,,,20000.00,"방수포스터 가로600mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B03 B39, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:B39
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000525,,,,,,20000.00,"방수포스터 가로800mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B03 C39, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:C39
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000555,,,,,,20000.00,"방수포스터 가로1000mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B03 D39, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:D39
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000573,,,,,,24000.00,"방수포스터 가로1200mm×세로1000mm 완제품가[코팅포함가] (포스터사인 B03 E39, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:E39
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000514,,,,,,20000.00,"방수포스터 가로600mm×세로1200mm 완제품가[코팅포함가] (포스터사인 B03 B40, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:B40
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000526,,,,,,20000.00,"방수포스터 가로800mm×세로1200mm 완제품가[코팅포함가] (포스터사인 B03 C40, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:C40
COMP_POSTER_WATERPROOF_PET,2026-06-01,SIZ_000556,,,,,,24000.00,"방수포스터 가로1000mm×세로1200mm 완제품가[코팅포함가] (포스터사인 B03 D40, 면적매트릭스, 완제품비.06)",price-poster-sign-l1.csv:B03:D40
