sheet,block_id,block_title,row_seq,col,cell_ref,row_key,band_header_path,value,cell_meta_json
코팅,B01,코팅(국4절),1,A,A1,코팅(국4절),,코팅(국4절),"{""fill_rgb"": ""FFFFFF00"", ""merged_range"": ""A1:E1""}"
코팅,B01,코팅(국4절),2,B,B2,,무광코팅 > 단면,무광코팅,"{""merged_range"": ""B2:C2""}"
코팅,B01,코팅(국4절),2,D,D2,,유광코팅 > 단면,유광코팅,"{""merged_range"": ""D2:E2""}"
코팅,B01,코팅(국4절),3,A,A3,수량(국4절),,수량(국4절),
코팅,B01,코팅(국4절),3,B,B3,수량(국4절),무광코팅 > 단면,단면,
코팅,B01,코팅(국4절),3,C,C3,수량(국4절),무광코팅 > 양면,양면,
코팅,B01,코팅(국4절),3,D,D3,수량(국4절),유광코팅 > 단면,단면,
코팅,B01,코팅(국4절),3,E,E3,수량(국4절),유광코팅 > 양면,양면,
코팅,B01,코팅(국4절),4,A,A4,1,,1,
코팅,B01,코팅(국4절),4,B,B4,1,무광코팅 > 단면,2000,
코팅,B01,코팅(국4절),4,C,C4,1,무광코팅 > 양면,4000,
코팅,B01,코팅(국4절),4,D,D4,1,유광코팅 > 단면,2000,
코팅,B01,코팅(국4절),4,E,E4,1,유광코팅 > 양면,4000,
코팅,B01,코팅(국4절),5,A,A5,2,,2,
코팅,B01,코팅(국4절),5,B,B5,2,무광코팅 > 단면,1500,
코팅,B01,코팅(국4절),5,C,C5,2,무광코팅 > 양면,3000,
코팅,B01,코팅(국4절),5,D,D5,2,유광코팅 > 단면,1500,
코팅,B01,코팅(국4절),5,E,E5,2,유광코팅 > 양면,3000,
코팅,B01,코팅(국4절),6,A,A6,5,,5,
코팅,B01,코팅(국4절),6,B,B6,5,무광코팅 > 단면,1200,
코팅,B01,코팅(국4절),6,C,C6,5,무광코팅 > 양면,2400,
코팅,B01,코팅(국4절),6,D,D6,5,유광코팅 > 단면,1200,
코팅,B01,코팅(국4절),6,E,E6,5,유광코팅 > 양면,2400,
코팅,B01,코팅(국4절),7,A,A7,10,,10,
코팅,B01,코팅(국4절),7,B,B7,10,무광코팅 > 단면,1000,
코팅,B01,코팅(국4절),7,C,C7,10,무광코팅 > 양면,2000,
코팅,B01,코팅(국4절),7,D,D7,10,유광코팅 > 단면,1000,
코팅,B01,코팅(국4절),7,E,E7,10,유광코팅 > 양면,2000,
코팅,B01,코팅(국4절),8,A,A8,20,,20,
코팅,B01,코팅(국4절),8,B,B8,20,무광코팅 > 단면,800,
코팅,B01,코팅(국4절),8,C,C8,20,무광코팅 > 양면,1600,
코팅,B01,코팅(국4절),8,D,D8,20,유광코팅 > 단면,800,
코팅,B01,코팅(국4절),8,E,E8,20,유광코팅 > 양면,1600,
코팅,B01,코팅(국4절),9,A,A9,30,,30,
코팅,B01,코팅(국4절),9,B,B9,30,무광코팅 > 단면,800,
코팅,B01,코팅(국4절),9,C,C9,30,무광코팅 > 양면,1600,
코팅,B01,코팅(국4절),9,D,D9,30,유광코팅 > 단면,800,
코팅,B01,코팅(국4절),9,E,E9,30,유광코팅 > 양면,1600,
코팅,B01,코팅(국4절),10,A,A10,40,,40,
코팅,B01,코팅(국4절),10,B,B10,40,무광코팅 > 단면,700,
코팅,B01,코팅(국4절),10,C,C10,40,무광코팅 > 양면,1400,
코팅,B01,코팅(국4절),10,D,D10,40,유광코팅 > 단면,700,
코팅,B01,코팅(국4절),10,E,E10,40,유광코팅 > 양면,1400,
코팅,B01,코팅(국4절),11,A,A11,50,,50,
코팅,B01,코팅(국4절),11,B,B11,50,무광코팅 > 단면,700,
코팅,B01,코팅(국4절),11,C,C11,50,무광코팅 > 양면,1400,
코팅,B01,코팅(국4절),11,D,D11,50,유광코팅 > 단면,700,
코팅,B01,코팅(국4절),11,E,E11,50,유광코팅 > 양면,1400,
코팅,B01,코팅(국4절),12,A,A12,70,,70,
코팅,B01,코팅(국4절),12,B,B12,70,무광코팅 > 단면,600,
코팅,B01,코팅(국4절),12,C,C12,70,무광코팅 > 양면,1200,
코팅,B01,코팅(국4절),12,D,D12,70,유광코팅 > 단면,600,
코팅,B01,코팅(국4절),12,E,E12,70,유광코팅 > 양면,1200,
코팅,B01,코팅(국4절),13,A,A13,100,,100,
코팅,B01,코팅(국4절),13,B,B13,100,무광코팅 > 단면,500,
코팅,B01,코팅(국4절),13,C,C13,100,무광코팅 > 양면,1000,
코팅,B01,코팅(국4절),13,D,D13,100,유광코팅 > 단면,500,
코팅,B01,코팅(국4절),13,E,E13,100,유광코팅 > 양면,1000,
코팅,B01,코팅(국4절),14,A,A14,150,,150,
코팅,B01,코팅(국4절),14,B,B14,150,무광코팅 > 단면,400,
코팅,B01,코팅(국4절),14,C,C14,150,무광코팅 > 양면,800,
코팅,B01,코팅(국4절),14,D,D14,150,유광코팅 > 단면,400,
코팅,B01,코팅(국4절),14,E,E14,150,유광코팅 > 양면,800,
코팅,B01,코팅(국4절),15,A,A15,200,,200,
코팅,B01,코팅(국4절),15,B,B15,200,무광코팅 > 단면,300,
코팅,B01,코팅(국4절),15,C,C15,200,무광코팅 > 양면,600,
코팅,B01,코팅(국4절),15,D,D15,200,유광코팅 > 단면,300,
코팅,B01,코팅(국4절),15,E,E15,200,유광코팅 > 양면,600,
코팅,B01,코팅(국4절),16,A,A16,250,,250,
코팅,B01,코팅(국4절),16,B,B16,250,무광코팅 > 단면,300,
코팅,B01,코팅(국4절),16,C,C16,250,무광코팅 > 양면,600,
코팅,B01,코팅(국4절),16,D,D16,250,유광코팅 > 단면,300,
코팅,B01,코팅(국4절),16,E,E16,250,유광코팅 > 양면,600,
코팅,B01,코팅(국4절),17,A,A17,300,,300,
코팅,B01,코팅(국4절),17,B,B17,300,무광코팅 > 단면,250,
코팅,B01,코팅(국4절),17,C,C17,300,무광코팅 > 양면,500,
코팅,B01,코팅(국4절),17,D,D17,300,유광코팅 > 단면,250,
