sheet,row_seq,join_key,_row_hidden,사이즈옵션명,재단사이즈,블리드,작업사이즈,상품,판걸이,디지털인쇄(국4절),디지털인쇄(3절),col_I,인쇄가능영역,원형아이마크영역(완칼),격자아이마크영역(반칼),cell_meta_json
판걸이수,31,135x135mm - 3단세로접지,false,135x135mm - 3단세로접지,403x135,2,407x139,3단접지카드,1,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,32,135x135mm - 3단가로접지,false,135x135mm - 3단가로접지,135x403,2,139x407,3단접지카드,1,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,33,600 x 150 mm,false,600 x 150 mm,600x150,2,604x154,지그재그카드,2,,330x660,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,34,150 x 600 mm,false,150 x 600 mm,150x600,2,154x604,지그재그카드,2,,330x660,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,35,76 x 100 mm - 기본형,false,76 x 100 mm - 기본형,76x100,2,80x104,인쇄배경지,12,316x467,,,사방  5mm제외,, ,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,36,76 x 100 mm - 커팅형,false,76 x 100 mm - 커팅형,76x100,5,86x110,인쇄배경지,9,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,37,76 x 120 mm - 기본형,false,76 x 120 mm - 기본형,76x120,2,80x124,인쇄배경지,9,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,38,76 x 120 mm - 커팅형,false,76 x 120 mm - 커팅형,76x120,5,86x130,인쇄배경지,9,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,39,86 x 120 mm - 기본형,false,86 x 120 mm - 기본형,86x120,2,90x124,인쇄배경지,9,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,40,86 x 120 mm - 커팅형,false,86 x 120 mm - 커팅형,86x120,5,96x130,인쇄배경지,9,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,41,94 x 94 mm - 기본형,false,94 x 94 mm - 기본형,94x94,2,98x98,인쇄배경지,12,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,42,94 x 94 mm - 커팅형,false,94 x 94 mm - 커팅형,94x94,5,104x104,인쇄배경지,8,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,43,62 x 180 mm - 기본형,false,62 x 180 mm - 기본형,62x180,2,66x184,인쇄배경지,8,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,44,62 x 180 mm - 커팅형,false,62 x 180 mm - 커팅형,62x180,5,72x190,인쇄배경지,8,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,45,105 x 160 mm - 기본형,false,105 x 160 mm - 기본형,105x160,2,109x164,인쇄배경지,4,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,46,74 x 74 mm - 기본형,false,74 x 74 mm - 기본형,74x74,2,78x78,인쇄배경지,24,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,47,74 x 74 mm - 접지형,false,74 x 74 mm - 접지형,74x148,2,78x152,인쇄배경지,12,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""작업사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""판걸이"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(3절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""col_I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,48,74 x 109 mm - 기본형,false,74 x 109 mm - 기본형,74x109,2,78x113,인쇄배경지,16,316x467,,,사방  5mm제외,,,"{""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,49,74 x 109 mm - 상하접지형,false,74 x 109 mm - 상하접지형,74x218,2,78x222,인쇄배경지,8,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""상품"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,50,80 x 80mm,false,80 x 80mm,80x80,2,84x84,인쇄해더택,15,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,51,110 x 80mm,false,110 x 80mm,110x80,2,114x84,인쇄해더택,12,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,52,140 x 80mm,false,140 x 80mm,140x80,2,144x84,인쇄해더택,10,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,53,160 x 80mm,false,160 x 80mm,160x80,2,164x84,인쇄해더택,6,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,54,40 x 80 mm,false,40 x 80 mm,40x80,5,50x90,라벨택,24,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,55,25 x 110 mm,false,25 x 110 mm,25x110,5,35x120,라벨택,24,316x467,,,,"좌,우 6mm 제외
상 13mm 제외
하 16mm 제외",,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""원형아이마크영역(완칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,56,A5 (148 x 210mm),false,A5 (148 x 210mm),148x210,2,152x214,전단지 / 책자내지,4,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,57,A5 (210 x 148 mm),false,A5 (210 x 148 mm),210 x 148,2,214x152,책자내지,4,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,58,A4 (210 x 297mm),false,A4 (210 x 297mm),210x297,3,216x303,전단지 / 책자내지,2,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,59,A4 (297 x 210 mm),false,A4 (297 x 210 mm),297 x 210,3,303x216,책자내지,2,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""재단사이즈"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""블리드"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,60,중철책자 표지 A5,false,중철책자 표지 A5,296x210,3,,중철표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,61,중철책자 표지 A4,false,중철책자 표지 A4,420x297,3,,중철표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,62,무선/PUR책자 표지 A5,false,무선/PUR책자 표지 A5,330x210,3,,무선표지 / PUR표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,63,무선/PUR책자 표지 A4,false,무선/PUR책자 표지 A4,454x297,3,,무선표지 / PUR표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,64,하드커버무선책자 A5,false,하드커버무선책자 A5,390x268,0,,하드커버무선 표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,65,하드커버무선책자 A4,false,하드커버무선책자 A4,532x355,0,,하드커버무선 표지,,,330x660,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
판걸이수,66,하드커버링책자 표지 A5,false,하드커버링책자 표지 A5,191x253,0,,하드커버링책자 표지,,316x467,,,사방  5mm제외,,,"{""사이즈옵션명"": {""fill_rgb"": ""FFFF9900""}, ""디지털인쇄(국4절)"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""인쇄가능영역"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""격자아이마크영역(반칼)"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
